ra,dec,m_r,z,distancia,velocidad
157.09999,-0.19422599,19.535997,0.32549,1016.715396,97647
157.16485,-0.54224107,19.197895,0.325805,870.1196971,97741.5
157.07364,-0.64570485,20.371246,0.313337,1493.651227,94001.1
156.83349,0.01433694,18.961275,0.951679,780.2881294,285503.7
156.19824,-0.99733128,19.967039,0.386866,1239.960356,116059.8
156.26618,-1.0870754,20.503101,0.474935,1587.158137,142480.5
156.12327,-0.88206289,18.211079,2.55499,552.3518335,766497
156.2534,-0.6788735,19.058105,0.634038,815.8700673,190211.4
156.33799,-0.86039667,19.737768,0.937386,1115.715843,281215.8
156.34953,-0.81171134,19.954899,0.386499,1233.04748,115949.7
156.09704,-0.80012005,19.194775,0.32154,868.8703955,96462
156.26809,-0.7718972,18.700081,0.551964,691.856778,165589.2
156.64904,-0.63424439,19.577297,0.325323,1036.237727,97596.9
156.60005,-0.60565329,19.755642,0.432302,1124.937515,129690.6
156.6228,-0.64094553,19.843758,0.328234,1171.525106,98470.2
156.65586,-0.5689402,19.818489,0.325651,1157.971312,97695.3
156.69092,-0.55592159,20.084755,0.432717,1309.034221,129815.1
156.61919,-0.3734479,18.579266,0.855509,654.4149317,256652.7
156.67311,-0.46311692,20.062122,0.434511,1295.46117,130353.3
156.63335,-0.48926341,19.405447,0.325939,957.391131,97781.7
156.57778,-0.26165016,18.821072,0.324938,731.5001171,97481.4
155.763,-0.65789218,19.193077,1.08821,868.191241,326463
156.09299,-1.0535796,19.942842,0.428534,1226.220013,128560.2
156.05595,-0.67521118,20.503281,0.485325,1587.289707,145597.5
156.34445,-0.26452037,19.414206,0.452829,961.2607286,135848.7
156.36429,-0.08863713,19.093027,1.89931,829.0971075,569793
156.21194,-0.59850717,20.294247,0.392911,1441.615357,117873.3
156.26717,-0.10847333,18.82008,0.988571,731.1660201,296571.3
156.21049,-0.35065686,18.417622,0.321196,607.4693914,96358.8
156.2393,-0.29501906,17.193951,1.49765,345.772301,449295
156.24745,-0.12431061,20.255749,0.476875,1416.28221,143062.5
155.88025,-0.52825266,18.980587,0.274919,787.2585754,82475.7
156.08171,-0.08873703,20.801952,2.19166,1821.337376,657498
156.07479,-0.16460835,19.306202,0.277415,914.6193811,83224.5
155.83744,-0.1626085,19.330355,2.28734,924.8493592,686202
155.62867,-0.96648913,19.446297,1.66581,975.5721638,499743
155.63968,-0.73693507,20.008091,0.393033,1263.624972,117909.9
155.7423,-0.68114682,18.73016,1.75627,701.5069855,526881
155.80925,-0.31461073,19.955284,0.392487,1233.266118,117746.1
155.74446,-0.26065317,18.885361,0.30597,753.480817,91791
155.70727,-0.05382133,19.800011,0.311267,1148.159438,93380.1
155.78582,-0.25797242,19.763857,0.308137,1129.201379,92441.1
155.69909,-0.40821798,18.984604,0.307364,788.7162705,92209.2
155.50311,-1.0697767,18.892355,1.05227,755.9115827,315681
155.34146,-0.85654776,20.900295,0.517803,1905.719597,155340.9
155.53235,-0.01561387,19.569796,0.307096,1032.664387,92128.8
155.34141,-0.57844181,18.614506,2.06808,665.1218268,620424
155.45949,-0.64775094,18.849133,1.00502,741.0143187,301506
155.24819,-0.34066789,17.763443,2.59968,449.4574671,779904
155.10661,-0.40749868,19.306549,0.368362,914.7655484,110508.6
155.19484,-0.26478876,20.062702,0.397349,1295.807234,119204.7
154.89712,-0.94491225,19.99947,0.366617,1258.618178,109985.1
155.05093,-1.0137768,19.358532,0.394388,936.9283927,118316.4
154.92773,-0.84609175,19.386391,0.366874,949.026195,110062.2
154.61026,-0.008172001,20.578266,0.495047,1643.059156,148514.1
154.65051,-0.39000885,20.225912,0.464624,1396.954947,139387.2
154.85615,-0.02989693,18.274437,0.817447,568.7054628,245234.1
154.67992,-0.58095136,18.378065,1.75995,596.5035052,527985
155.02535,-0.21856067,19.641962,0.399469,1067.560263,119840.7
155.24885,1.0095356,18.623737,0.587296,667.9552997,176188.8
154.8447,0.75779021,19.260872,0.373704,895.7243901,112111.2
155.42133,0.86597588,19.109959,0.304404,835.5872412,91321.2
155.0788,0.5620991,19.643425,0.412277,1068.27976,123683.1
154.85507,0.44135834,19.202995,0.341436,872.165694,102430.8
154.95154,0.32716244,19.178547,0.303566,862.401295,91069.8
155.74132,0.81960187,18.606134,1.41945,662.5624209,425835
155.74914,1.0231981,18.80587,1.56287,726.3969299,468861
155.7013,0.88038881,19.620329,1.6905,1056.97764,507150
155.62198,0.95291713,18.810335,1.093,727.8920901,327900
155.47605,0.14593144,19.483362,0.306105,992.3671968,91831.5
155.42307,0.43554046,19.076614,0.374395,822.8540291,112318.5
155.79269,0.89169453,18.926397,0.305979,767.8553243,91793.7
155.7065,0.45097919,19.793533,0.409254,1144.739319,122776.2
155.60345,0.1118451,19.493916,0.617422,997.2021358,185226.6
155.87481,0.2194266,18.459404,1.89609,619.2710816,568827
155.8192,0.16007739,18.61533,0.836621,665.3742659,250986.3
156.12035,0.53607277,20.092724,0.436902,1313.847019,131070.6
156.13942,0.45450412,19.239948,0.327694,887.1347677,98308.2
156.26912,0.07308339,20.011208,0.322017,1265.440122,96605.1
156.26145,0.52415147,19.06473,0.362895,818.3630269,108868.5
156.25053,0.48318789,20.444017,0.505628,1544.555079,151688.4
156.32326,0.57282473,18.277248,1.88842,569.4421364,566526
156.44598,0.62503924,19.805956,0.362204,1151.307145,108661.2
156.48301,0.72974681,18.965445,0.93227,781.788,279681
156.27623,0.59815382,18.371449,0.990182,594.6888557,297054.6
156.46398,0.27090654,19.388424,0.326599,949.9151189,97979.7
156.78241,0.09945997,19.913868,0.359753,1209.967207,107925.9
156.68378,0.10816617,18.776243,0.983607,716.5534643,295082.1
156.70997,1.088443,19.088036,2.27323,827.1936655,681969
156.92912,1.0752805,19.35235,0.323884,934.2648293,97165.2
156.92554,0.91780884,19.176819,2.12849,861.715292,638547
156.90268,0.94849365,18.968616,0.323613,782.9304786,97083.9
157.20097,0.86798849,18.901684,0.323257,759.1660882,96977.1
156.97434,0.51539666,18.281717,1.12881,570.6152839,338643
157.37641,0.61062035,19.798048,0.455935,1147.121976,136780.5
157.07454,0.24440553,19.891922,0.454841,1197.800252,136452.3
158.75439,-0.89455383,19.420498,0.253391,964.0500911,76017.3
158.73871,-1.0358418,17.755327,0.328021,447.78073,98406.3
158.65624,-0.88338127,18.717392,2.04106,697.3943105,612318
158.74418,-0.7649548,19.469215,0.304227,985.9230043,91268.1
159.0412,-0.36577189,19.250494,0.314438,891.4537167,94331.4
159.12107,-0.34738504,19.0783,0.281283,823.4931671,84384.9
159.12099,-0.32534855,18.954885,0.282263,777.9953477,84678.9
159.26291,-0.31522617,19.20892,0.287199,874.5487029,86159.7
159.31299,-0.04688766,19.171713,3.67506,859.6914351,1102518
158.5282,-1.0242064,19.346596,1.78314,931.7924775,534942
158.56078,-1.1143516,19.865932,0.344368,1183.549428,103310.4
158.61113,-0.68194326,19.847208,0.387184,1173.387885,116155.2
158.88399,-0.44052944,18.602249,0.91493,661.3780845,274479
158.99345,-0.37198782,19.912537,0.348395,1209.225787,104518.5
158.9373,-0.49022279,19.238052,2.0569,886.3605126,617070
158.88108,-0.05686848,20.854916,0.48626,1866.307494,145878
158.85862,-0.03063305,20.254391,0.483595,1415.396769,145078.5
158.15353,-1.1030662,16.740961,1.26209,280.6675477,378627
158.19055,-0.81939438,18.528412,2.15927,639.2671678,647781
158.603,-0.62828576,18.871286,1.10402,748.6127163,331206
158.63633,-0.45071258,20.851158,4.3771,1863.080413,1313130
158.83107,-0.56744406,19.1248,0.315769,841.3176499,94730.7
158.68781,-0.00460177,18.914474,0.282518,763.6507806,84755.4
158.81258,-0.40863737,20.357059,0.558678,1483.924482,167603.4
158.61488,-0.37605504,19.557274,1.86963,1026.726568,560889
158.46616,-0.40398281,18.847286,1.64843,740.3842985,494529
158.56387,-0.14530507,20.544413,0.456584,1617.642692,136975.2
158.56797,-0.17868389,19.014769,0.854849,799.7491736,256454.7
158.44241,-0.0376094,18.746639,1.17352,706.8508751,352056
158.15693,-0.02315653,20.089861,0.414319,1312.115905,124295.7
158.28719,-0.27708653,19.035267,0.970627,807.3342924,291188.1
158.24509,-0.10920678,20.018867,0.456985,1269.911336,137095.5
158.05927,-0.53255163,19.502987,1.78931,1001.376511,536793
158.01038,-0.4296777,19.047363,1.11657,811.8440274,334971
157.93954,-0.37137042,19.471745,1.42287,987.0723805,426861
158.09408,-0.06266266,19.085043,0.558692,826.0543071,167607.6
158.01976,-0.18864272,19.091949,1.87239,828.6856149,561717
157.95172,-0.60280935,18.602207,1.25724,661.3652925,377172
157.64447,-0.83341138,19.197813,0.298214,870.0868399,89464.2
157.56558,-1.1019692,18.980169,0.282218,787.1070458,84665.4
157.55672,-1.0156883,19.411797,2.04302,960.1949112,612906
157.68263,-0.59049095,19.239073,2.13869,886.7773666,641607
157.63089,-0.31737708,18.977379,0.561018,786.0963866,168305.4
157.33622,-0.79651288,18.271044,0.258699,567.817535,77609.7
157.48392,-0.57116942,20.08662,0.388098,1310.158986,116429.4
157.15168,-1.0776891,18.527214,0.948573,638.9145817,284571.9
157.15427,-1.0076586,18.198957,1.5318,549.2769822,459540
157.07102,-0.89729407,20.385752,0.438033,1503.662608,131409.9
157.13368,-0.76862868,17.935465,2.87747,486.5113763,863241
156.66845,-0.70180159,19.598738,0.364787,1046.520163,109436.1
157.19208,-1.0342218,19.6483,3.74159,1070.680764,1122477
156.63182,-0.4352781,21.108456,0.486714,2097.447987,146014.2
156.71666,-0.54900779,19.887865,0.434633,1195.56447,130389.9
156.59296,-0.55175076,20.279408,0.460719,1431.797501,138215.7
156.62559,-0.59820858,19.93998,0.42964,1224.60492,128892
156.98791,0.90193089,18.981647,0.284618,787.642968,85385.4
156.90169,0.75817815,18.972832,0.909085,784.4520459,272725.5
156.654,0.25841193,18.302994,2.17671,576.2338942,653013
156.76641,0.06346562,18.577984,0.25474,654.0286904,76422
156.54274,0.22386558,19.872511,0.312755,1187.140715,93826.5
157.37761,0.70221483,20.249613,0.508521,1412.285824,152556.3
157.35038,0.74014558,20.562914,0.319193,1631.483929,95757.9
156.94182,0.53472232,21.009348,0.613203,2003.870261,183960.9
156.9416,0.18685243,19.472218,0.324144,987.2874126,97243.2
157.37531,0.07802998,19.813423,0.32317,1155.272937,96951
156.92626,0.50939391,18.839664,0.252122,737.7900603,75636.6
157.08745,0.08832703,19.830713,0.366986,1164.508331,110095.8
156.92481,0.007026946,19.102571,0.284448,832.7491537,85334.4
157.51824,0.14235642,19.134195,1.34793,844.9655447,404379
157.89652,0.05616944,20.154255,0.397297,1351.608767,119189.1
158.16339,0.06505206,18.869156,1.18842,747.8787612,356526
158.00116,0.57455319,19.153154,1.28065,852.3751895,384195
158.16372,0.91740756,20.115017,0.386246,1327.40485,115873.8
158.65388,0.06951134,19.683886,0.280708,1088.371598,84212.4
158.48844,0.89027426,19.036398,1.7108,807.7548977,513240
158.41117,0.70737549,18.680056,0.361267,685.5059047,108380.1
158.9464,0.21106121,19.071785,1.78889,821.0261693,536667
158.67049,0.07909437,18.863161,2.20016,745.8168654,660048
159.02728,0.9688686,19.072371,0.307782,821.2477638,92334.6
159.0415,0.96065698,18.812473,0.311502,728.609115,93450.6
158.76512,1.0962168,24.468725,1.07605,9857.005525,322815
159.01339,0.79237063,19.521336,1.45979,1009.874021,437937
159.10711,0.6914869,17.981468,0.654845,496.9281507,196453.5
158.97472,0.7431858,19.220425,0.312709,879.1945757,93812.7
159.04555,0.54139815,19.417866,2.22262,962.8822924,666786
159.26938,0.25958258,19.441221,1.13399,973.2943449,340197
159.05394,0.18334324,19.292694,2.99321,908.9475011,897963
159.29083,0.04310239,19.961613,2.68057,1236.865854,804171
160.88251,-0.93237541,19.130371,0.304166,843.4788553,91249.8
160.54542,-1.0855791,19.371712,0.574308,942.6324799,172292.4
161.05551,-0.05686511,18.417061,0.279831,607.3124719,83949.3
161.13241,-0.18850828,19.31819,0.55859,919.6826637,167577
160.52563,-0.65487256,18.594252,0.286269,658.9468709,85880.7
160.38658,-0.84929597,18.359062,0.302749,591.3061555,90824.7
160.34518,-0.93846041,18.397697,0.497297,601.9208678,149189.1
160.79804,-0.32149551,27.022224,1.09018,31948.0827,327054
160.88533,-0.1312345,19.609728,0.382593,1051.830113,114777.9
160.90744,-0.19846936,19.521683,0.349861,1010.035411,104958.3
160.23508,-1.0663005,18.295853,0.250311,574.3420315,75093.3
160.72268,-0.21689202,18.687538,2.95967,687.8719497,887901
160.6797,-0.28498294,18.129869,1.96716,532.0761594,590148
160.63366,-0.3012325,19.498554,0.367972,999.3343141,110391.6
159.83681,-1.1040842,19.808977,0.384744,1152.909984,115423.2
160.46924,-0.18394002,19.17099,1.70876,859.4052452,512628
160.16723,-0.26135853,19.468285,4.29788,985.5008427,1289364
160.37575,0.0218959,18.1129,2.07459,527.9344469,622377
160.11796,-0.20321326,19.824139,0.411766,1160.988185,123529.8
159.84302,-0.56778968,18.767143,0.772482,713.5568835,231744.6
159.97331,-0.58890325,19.561153,0.385623,1028.562295,115686.9
159.79058,-1.1229047,19.3239,0.298726,922.1041997,89617.8
159.66101,-1.0839159,19.101854,0.31728,832.4742331,95184
159.60199,-1.0941455,19.76235,0.772815,1128.417986,231844.5
159.6482,-0.76628453,19.453346,0.382004,978.7441967,114601.2
159.69885,-0.88918742,19.132544,0.958532,844.32335,287559.6
159.77533,-0.09553422,19.007145,1.20447,796.9461924,361341
159.69497,-0.2019622,19.48781,0.356079,994.4020249,106823.7
159.41636,-0.87006757,19.004704,0.254949,796.0508309,76484.7
159.38845,-1.0730641,19.44313,0.379247,974.1503704,113774.1
159.28034,-0.94329628,18.260162,1.22418,564.9791228,367254
159.44756,-0.27886953,19.316498,1.49792,918.9663309,449376
159.06428,-1.0498176,18.901711,0.487614,759.1755277,146284.2
158.72374,-1.0330022,20.572884,1.51068,1638.991873,453204
159.21849,-0.8246021,19.491596,0.256724,996.1372945,77017.2
159.23178,-1.0829613,19.205944,1.55227,873.350956,465681
158.5884,-0.62563715,18.882185,1.72145,752.3795799,516435
158.99289,-0.37309256,19.550842,0.349236,1023.689857,104770.8
159.08195,1.0670503,19.584608,0.312428,1039.732454,93728.4
159.03166,0.95908887,17.516199,1.52917,401.0881213,458751
159.00569,1.0818299,20.443748,0.497095,1544.363753,149128.5
159.36438,0.60989185,19.270054,0.595345,899.5199504,178603.5
159.10256,0.70300601,18.99431,0.306861,792.2495478,92058.3
159.43519,0.46925581,18.045616,1.7327,511.8270093,519810
159.57424,0.31228015,18.253853,0.256231,563.3400137,76869.3
159.70051,0.79819114,19.551907,3.7673,1024.192049,1130190
159.72619,0.18642479,19.12495,0.306716,841.375768,92014.8
159.66501,1.0446604,19.911724,0.384478,1208.773137,115343.4
159.92676,0.99833971,18.91695,1.24652,764.5220224,373956
160.11915,0.08541405,18.889032,0.677534,754.7556973,203260.2
160.29107,0.18104515,19.101223,2.25924,832.2323626,677772
160.34195,0.26827989,19.017368,0.26067,800.7069535,78201
160.22137,0.2587666,19.544209,0.387931,1020.567655,116379.3
160.16136,0.32113822,18.885899,0.276042,753.6675211,82812.6
160.2413,0.16054336,20.380207,0.395029,1499.827803,118508.7
160.15366,0.7072403,18.943869,0.271355,774.0585285,81406.5
160.41088,0.83366496,19.345074,0.748171,931.1396065,224451.3
160.61301,0.7810109,18.721054,0.66117,698.5713978,198351
160.3882,0.18315986,19.675425,0.355914,1084.139081,106774.2
160.19357,0.99745934,20.093243,3.04652,1314.161077,913956
160.18247,1.094884,23.405876,1.08409,6041.923192,325227
160.05828,1.0133065,19.883181,0.42435,1192.988343,127305
160.7363,0.43480087,20.122463,0.472874,1331.964347,141862.2
160.74685,0.40402089,19.237623,0.306773,886.185419,92031.9
160.42432,1.0768818,19.904402,0.442466,1204.704132,132739.8
160.54377,0.92459548,20.247431,0.451843,1410.867404,135552.9
160.83991,0.72262799,19.240154,0.623832,887.218931,187149.6
160.62776,1.0004577,18.327423,1.39988,582.7531101,419964
160.75691,1.1152124,18.673615,0.264003,683.4755765,79200.9
160.94676,0.8342322,17.940397,1.25379,487.6176308,376137
162.34944,-0.9386225,19.592798,0.371729,1043.661349,111518.7
162.30564,-1.0037799,19.179731,1.99992,862.8716494,599976
162.89797,0.08629252,20.068153,0.430745,1299.064157,129223.5
162.88068,-0.16601562,18.663731,0.25871,680.371636,77613
162.92542,-0.12838374,19.710768,1.54489,1101.928968,463467
162.21047,-0.72233555,19.486876,0.347588,993.9744018,104276.4
162.1477,-0.66973679,18.645088,1.22155,674.5553638,366465
162.12005,-0.96306311,18.120441,1.73553,529.7710231,520659
162.36025,-0.06321311,19.771858,0.450493,1133.369706,135147.9
161.86454,-1.0892815,20.038116,0.476546,1281.218497,142963.8
161.84687,-1.0752751,20.621361,0.482766,1675.992998,144829.8
161.84098,-1.1191213,18.704214,2.18221,693.1748546,654663
161.88911,-0.78344513,18.346518,0.740061,587.9001893,222018.3
161.50198,-0.77149566,18.944967,0.258787,774.4500283,77636.1
161.55046,-0.66132343,19.024466,0.255043,803.3285465,76512.9
161.95751,0.01732062,20.525198,1.75049,1603.391585,525147
161.88559,-0.25990998,19.216402,0.30638,877.567235,91914
161.71246,-0.02086522,19.775829,0.442832,1135.44421,132849.6
161.82628,0.12180935,17.297503,1.2353,362.6607873,370590
161.80201,0.006070074,19.885778,0.44754,1194.415966,134262
161.40542,0.02124009,19.774519,0.44173,1134.759429,132519
161.46818,0.02864557,19.72987,0.442557,1111.665173,132767.1
161.60211,-0.08573404,19.79884,0.446539,1147.540442,133961.7
161.30756,-1.0463828,17.334064,0.968651,368.8185873,290595.3
161.14512,-1.0668212,19.862661,0.355085,1181.767929,106525.5
161.18442,-1.1076207,18.661541,1.02242,679.6858051,306726
161.1874,-0.72625568,19.575537,0.384134,1035.398187,115240.2
161.35852,-1.0200246,18.880665,2.09407,751.8531091,628221
161.35183,-0.95898137,20.7269,1.58824,1759.462439,476472
161.4281,-0.92147416,19.902925,0.347654,1203.884991,104296.2
161.45715,-1.1169181,18.629618,1.21432,669.7667754,364296
161.27635,-0.23090858,19.729496,0.382555,1111.473724,114766.5
161.34089,0.09768202,18.852383,0.304773,742.1242106,91431.9
161.20534,0.05034524,19.124786,0.442293,841.3122257,132687.9
160.95523,-0.94147099,19.092339,0.302523,828.8344615,90756.9
160.8813,-1.1257931,19.030178,0.361786,805.4444624,108535.8
160.94395,-1.0185491,18.755665,2.30848,709.795105,692544
160.95299,-0.83362332,19.00391,0.329478,795.7598077,98843.4
160.77506,0.16852475,18.54343,0.935205,643.7036919,280561.5
160.96206,0.17073715,18.920475,0.269057,765.7640961,80717.1
160.67248,-1.0287146,19.91057,2.96166,1208.130921,888498
160.54565,0.18008904,19.961201,0.396881,1236.631201,119064.3
160.49641,-0.19066896,18.990828,0.793506,790.9801776,238051.8
160.64108,1.0350792,18.569284,2.114,651.4135679,634200
160.76569,0.90129889,19.975592,0.384155,1244.853945,115246.5
160.3943,0.61986662,19.806536,0.382705,1151.6147,114811.5
160.46705,0.82632787,19.956242,0.476003,1233.810324,142800.9
160.43213,0.31894848,19.774296,0.388192,1134.6429,116457.6
160.16358,0.22690535,18.737612,1.23117,703.9185336,369351
160.42738,0.6752738,19.328259,1.27292,923.9570849,381876
160.82868,0.79645247,19.457317,2.56006,980.5356766,768018
161.19295,1.0225665,20.104118,0.472929,1320.759065,141878.7
161.00275,0.84833514,18.729984,1.71246,701.4501299,513738
161.09624,0.68213561,18.820572,1.33188,731.3317024,399564
161.44192,1.0269647,19.688566,0.340318,1090.719807,102095.4
161.28431,0.907703,19.095413,0.30246,830.0086148,90738
161.30149,0.92295405,19.1064,0.792515,834.218852,237754.5
161.40641,1.0604634,19.138437,1.33353,846.6178093,400059
161.46287,0.98788893,19.62344,0.336528,1058.493024,100958.4
161.3322,0.43737741,18.603361,0.379993,661.7168596,113997.9
161.35344,0.8318383,20.130604,0.464265,1336.967345,139279.5
161.46842,0.40290271,18.649023,0.555822,675.7788571,166746.6
161.66031,0.24528592,19.268892,0.34028,899.0387274,102084
161.74987,0.19967905,19.578333,0.379065,1036.73223,113719.5
161.87061,1.0176649,19.265068,1.77202,897.4568981,531606
161.89578,1.0325221,19.620663,3.72414,1057.140229,1117242
162.21787,0.26578371,18.267771,1.40109,566.9623241,420327
162.01211,0.46530171,19.359489,0.343755,937.3414019,103126.5
162.24026,0.19755667,19.713608,0.391451,1103.371088,117435.3
162.10783,0.93615105,19.613163,0.382126,1053.495294,114637.8
162.03225,0.92872036,20.798256,0.642921,1818.239968,192876.3
162.22512,0.93716589,20.08218,0.449706,1307.482847,134911.8
162.4453,0.83910149,19.55822,0.392437,1027.173958,117731.1
162.39467,1.1211576,19.574697,0.341704,1034.997736,102511.2
162.8837,0.39650285,20.167435,0.430494,1359.837458,129148.2
164.51315,-0.90420385,19.014082,1.95163,799.4961928,585489
164.18547,-1.0437731,19.948879,0.440911,1229.633821,132273.3
164.273,-1.1272137,18.732334,2.13114,702.2096607,639342
164.59855,-0.13383585,19.525402,0.367105,1011.766743,110131.5
164.72733,-0.41376187,20.391201,0.444434,1507.440572,133330.2
164.68092,-0.31322756,18.80912,1.92569,727.4849279,577707
163.77638,-0.82897008,19.072531,1.90961,821.3082778,572883
163.84407,-1.0494243,0,0.830999,0.125892541,249299.7
164.06341,-1.1546201,19.077099,1.18732,823.0378347,356196
164.01734,-1.1501323,20.294273,0.439589,1441.632618,131876.7
163.91887,-0.84887699,20.073292,0.416388,1302.142159,124916.4
163.86457,-0.47130389,19.114689,1.35564,837.4093391,406692
163.99234,-0.39009996,19.29999,0.311199,912.0066394,93359.7
164.08361,-0.14763764,18.167311,1.43914,541.3301297,431742
163.51206,-0.87213443,19.601677,0.309652,1047.937544,92895.6
163.67974,-1.1171644,20.054312,0.522219,1290.810234,156665.7
163.73766,-0.76473279,18.357763,0.916924,590.952535,275077.2
163.72023,-0.69027132,19.608994,0.346304,1051.474634,103891.2
163.79879,-0.33964733,19.324696,3.62279,922.4422788,1086837
163.67077,-0.34678907,17.918427,1.02153,482.7090042,306459
163.43045,-1.0648246,19.593948,0.349121,1044.214213,104736.3
163.30671,-1.0968165,19.770012,0.457936,1132.406621,137380.8
163.29482,-0.93867314,19.612894,0.373797,1053.364796,112139.1
163.31522,-0.85603763,19.619303,0.374454,1056.478346,112336.2
163.39698,-0.86535542,18.787069,1.06247,720.1348027,318741
163.40191,-1.0504926,19.945278,0.399862,1227.596383,119958.6
163.47031,-0.98131503,18.076162,1.57101,519.0777339,471303
163.60251,-0.42406873,19.141197,0.312364,847.6945676,93709.2
163.39838,-0.36603155,19.028002,2.27878,804.6377428,683634
163.42589,-0.2389271,19.133633,0.676162,844.746887,202848.6
163.55875,-0.30100604,18.854225,1.16178,742.7540012,348534
163.46944,-0.47141598,19.512878,0.346758,1005.948159,104027.4
163.4099,-0.46789186,18.677765,1.83882,684.7830469,551646
163.40298,-0.29090584,19.126446,0.482295,841.9556197,144688.5
163.30868,-0.42606256,19.968603,1.06766,1240.853757,320298
163.33512,-0.28044286,19.353642,4.30433,934.8208711,1291299
163.22749,-0.10718647,20.064581,4.18026,1296.928996,1254078
163.16413,-0.61870826,18.296696,2.25686,574.5650435,677058
163.15348,-0.29454128,22.43063,0.800941,3855.902111,240282.3
163.11808,-1.0800156,19.285723,0.435415,906.0342182,130624.5
162.79297,-0.06229311,19.189726,0.544921,866.852488,163476.3
162.95521,-0.24229002,19.867443,0.391394,1184.373277,117418.2
162.90158,-0.80191552,19.7547,1.28103,1124.449615,384309
162.96439,-0.85491191,15.607985,0.359315,166.5700822,107794.5
162.88064,-0.94812582,19.117123,0.262207,838.3485162,78662.1
162.46427,-0.54048574,19.465343,0.29492,984.1665498,88476
162.63785,-0.23189271,18.494396,1.27772,629.3311086,383316
162.72474,0.03712546,19.879816,0.661964,1191.141072,198589.2
162.22833,-0.84548849,18.410492,0.259179,605.478045,77753.7
162.59871,-1.0987453,19.207457,1.53903,873.9596861,461709
162.36193,-0.92691215,19.797241,0.42506,1146.695742,127518
161.91123,-0.05104702,20.461807,0.469072,1557.260974,140721.6
162.14889,0.000619637,18.686178,1.14286,687.4412682,342858
162.17096,0.01189052,18.864523,2.03044,746.2848065,609132
162.15585,-0.47046636,19.119915,3.9918,839.4271274,1197540
162.45133,0.98634812,19.039452,1.73925,808.8917388,521775
162.25716,0.9261072,18.194857,1.16296,548.2408599,348888
162.11941,0.23969476,19.288815,1.58249,907.3252562,474747
162.21891,0.54165019,18.402973,1.64623,603.3851257,493869
162.06406,0.55018337,20.145212,0.391177,1345.991756,117353.1
162.09469,0.04871516,19.620634,0.390129,1057.126111,117038.7
161.99225,0.19335573,20.18288,0.447985,1369.544033,134395.5
162.74077,1.0173642,19.592499,0.345344,1043.517652,103603.2
162.75104,0.84515201,20.427319,0.448785,1532.723443,134635.5
162.36229,0.40189895,21.124163,1.65311,2112.674547,495933
162.34301,0.22060476,20.574818,0.491639,1640.452274,147491.7
162.99575,0.84588205,19.495686,0.39225,998.0153017,117675
162.96599,1.052982,19.375048,0.265257,944.0817448,79577.1
162.88819,0.72844928,20.007711,0.473258,1263.403862,141977.4
162.85356,1.0224176,19.268551,0.345813,898.8975568,103743.9
162.668,0.52994788,21.690481,0.661955,2742.181522,198586.5
163.07329,0.87070945,20.403677,0.473614,1516.126365,142084.2
163.14702,0.08815976,18.931438,0.995553,769.6399452,298665.9
163.17456,0.17366371,19.764626,0.39238,1129.601343,117714
162.86584,0.64668407,17.776562,0.914092,452.1810937,274227.6
162.91513,0.68844167,19.589872,0.368638,1042.255991,110591.4
163.22838,0.14998782,19.807632,0.372334,1152.196098,111700.2
163.40012,0.1265866,18.85533,2.5768,743.1320636,773040
163.35907,0.40418231,19.665073,0.358371,1078.982995,107511.3
163.61299,0.40743487,18.398247,0.981551,602.0733442,294465.3
163.73763,0.5738993,20.131689,1.53779,1337.635543,461337
163.57625,0.10429247,19.153908,0.348374,852.671211,104512.2
163.40815,0.99966166,18.91382,0.476538,763.4208203,142961.4
163.38318,0.78372019,19.385157,1.47752,948.4870375,443256
163.38183,0.76027237,19.063717,1.76553,817.9813465,529659
163.58846,0.88956032,18.75794,1.29013,710.5391302,387039
163.41983,1.0599063,18.579393,3.67377,654.4532067,1102131
163.60827,1.1600894,24.896049,2.18204,12000.789,654612
163.7349,0.90052451,18.978733,1.03715,786.586702,311145
164.00989,0.53945177,19.775791,4.03615,1135.42434,1210845
164.09022,0.21212171,20.516853,1.71341,1597.241553,514023
163.92925,0.16711876,18.954456,1.1093,777.8416608,332790
163.8653,0.33376681,19.067572,1.14479,819.4347929,343437
163.8362,0.90771683,19.555405,0.360115,1025.843238,108034.5
164.07748,1.1333607,20.637661,1.59633,1688.621055,478899
163.83333,0.96641076,19.055918,1.81692,815.0487768,545076
164.4984,0.1478168,19.756647,0.374237,1125.458278,112271.1
164.424,0.16292163,19.94935,0.403933,1229.900562,121179.9
164.27888,1.1426912,19.941555,0.399836,1225.493466,119950.8
164.59242,0.86985431,19.932209,0.400215,1220.230286,120064.5
164.56064,0.94772253,20.118361,0.401303,1329.450587,120390.9
164.58444,0.54788745,18.931368,1.06916,769.6151353,320748
164.63727,0.44913092,19.582317,0.395216,1038.636068,118564.8
164.58208,0.06432932,18.795399,1.57714,722.9026221,473142
166.12556,-1.0563713,20.073044,0.419628,1301.993452,125888.4
166.09155,-1.1597775,20.206177,0.427496,1384.316515,128248.8
166.09283,-1.0360971,19.928421,0.426776,1218.103525,128032.8
165.98395,-1.0470971,22.509163,0.837348,3997.906197,251204.4
166.24094,-0.96420265,18.934927,0.275496,770.8775535,82648.8
166.619,-0.22391488,19.155788,0.252106,853.4097495,75631.8
166.38564,-0.6987528,20.17511,0.456051,1364.652264,136815.3
