Name,ra,dec,GLAT,GLON
NGC 6356,260.89579166666664,-17.813027777777776,10.219728496319208,6.723663482712607
NGC 6752,287.71574999999996,-59.9818611111111,-25.627186726979367,336.4957070362258
TER 7,289.4320833333333,-34.6575,-20.06578494907094,3.386780427884851
ARP 2,292.18375,-30.353888888888886,-20.784716505359267,8.547101884268628
NGC 6401,264.65387499999997,-23.908749999999998,3.97929116020962,3.451931664315012
PAL 11,296.30999999999995,-8.007222222222222,-15.575946363254923,31.805100154220582
NGC 2298,102.24666666666666,-36.005333333333326,-16.007026441033215,245.62834572970866
NGC 5466,211.36399999999998,28.534499999999998,73.59199173829337,42.150413343438785
NGC 6522,270.89199999999994,-30.033972222222218,-3.92555366933529,1.024603731522178
NGC 6544,271.83599999999996,-24.99733333333333,-2.2037315929349215,5.838250512786019
NGC 7006,315.37262499999997,16.18733333333333,-19.407177946004982,63.76957692093651
TER 8,295.43749999999994,-34.000277777777775,-24.560972105493423,5.759059076658524
NGC 6749,286.31374999999997,1.9008333333333332,-2.2046593984817644,36.20078875143147
PAL 3,151.379,0.07094444444444443,41.86106582047163,240.13898547126098
NGC 5946,233.8690833333333,-50.659722222222214,4.1908330987210425,327.5827584148363
USK 1,268.6133333333333,-24.145277777777775,0.7639559367406876,5.1253859094184815
PAL 4,172.3083333333333,28.95833333333333,71.79263517579466,202.35997376016508
NGC 6717,283.7758333333333,-22.700777777777773,-10.900458282976677,12.876875461769062
NGC 7492,347.11116666666663,-15.61147222222222,-63.47764569707228,53.386298180901356
NGC 6838,298.442125,18.778416666666665,-4.563538175957772,56.744436068719274
NGC 6293,257.54341666666664,-26.58172222222222,7.833851364026382,357.6209280304186
PAL 5,229.0220833333333,-0.11138888888888887,45.859989260895986,0.852059484722307
NGC 362,15.809458333333332,-70.84822222222222,-46.24796248708095,301.5329036669658
E 3,140.2470833333333,-77.28249999999998,-19.01589613918487,292.27014172773437
NGC 5904,229.64062499999997,2.082694444444444,46.795696951394405,3.862639050516551
PAL 2,71.52458333333333,31.380833333333328,-9.072660419657186,170.53071127459046
PAL 6,265.9258333333333,-26.222499999999997,1.7800970568419237,2.0921283053958546
NGC 5272,205.54679166666665,28.37544444444444,78.70838655464541,42.20803046692279
NGC 5927,232.0018333333333,-50.672777777777775,4.860381252820487,326.603714516562
NGC 6284,256.120125,-24.76480555555555,9.938997411921179,358.34720581896056
NGC 4590,189.86670833333332,-26.743027777777776,36.05186305234628,299.6258382573201
NGC 6273,255.65704166666663,-26.267944444444442,9.382674731062888,356.86864036470433
TER 1,263.94916666666666,-30.469722222222217,0.9957956387894555,357.56887342052477
NGC 2419,114.53545833333332,38.88191666666666,25.241607622042363,180.36962682735773
NGC 6681,280.80266666666665,-32.291888888888884,-12.509389224299158,2.8529499059252794
TER 2,261.88849999999996,-30.80216666666666,2.297815130418493,356.3197940467211
NGC 5053,199.11241666666663,17.69775,78.94420427222872,335.69016801608905
NGC 6362,262.97862499999997,-67.0478611111111,-17.56937481319135,325.5548512143561
LIL 1,263.3520833333333,-33.388888888888886,-0.1601003257327153,354.840731763801
NGC 7099,325.0917916666666,-23.179055555555554,-46.834961766557605,27.180137301583652
NGC 4372,186.43929166666663,-72.65908333333333,-9.884073767616925,300.993199468402
NGC 6121,245.89754166666663,-26.525527777777775,15.971806931111189,350.9735903497315
PAL 8,280.3745833333333,-19.825833333333332,-6.797067696263894,14.104643752669682
RUP 106,189.66749999999996,-51.150277777777774,11.67079364763967,300.8880080003702
TER 3,247.1670833333333,-35.35361111111111,9.186913981517705,345.07642469940345
NGC 6352,261.37149999999997,-48.42269444444444,-7.166608329334613,341.4210496517311
NGC 288,13.188749999999999,-26.57861111111111,-89.37678306238669,151.12929442205436
NGC 6341,259.28029166666664,43.13652777777777,34.85933446811144,68.3390503316684
NGC 6440,267.2194583333333,-20.35958333333333,3.801683369710719,7.729112647640093
NGC 7078,322.49324999999993,12.166833333333331,-27.312887303130154,65.01262867941946
NGC 7089,323.372125,-0.823111111111111,-35.77764153144508,53.37750172375778
NGC 6809,294.99749999999995,-30.96208333333333,-23.26974221824427,8.7949249797284
IC 4499,225.07737499999996,-82.21377777777776,-20.473350570652197,307.3537175661256
NGC 6254,254.2874583333333,-4.099333333333333,23.076703641922798,15.137806821283231
NGC 6397,265.1723333333333,-53.673694444444436,-11.95763977161907,338.1646531574899
IC 1276,272.6844166666666,-7.207583333333332,5.66834208335778,21.832077062581114
NGC 6144,246.80891666666665,-26.02472222222222,15.699002160092435,351.928644164575
