sdss_name,ra,dec,l,b,M_i,z,fwhm_CIV,fwhm_CIII,fwhm_MGII
220556.61+005020.2,331.4858881,0.83895945,61.18597984,-41.3848101,-26.07274267,3.171959639,4378.175184,5358.768989,-1
123126.39+015349.8,187.8599636,1.897190775,291.3377759,64.31783052,-25.80762282,2.509205341,2648.711042,19997.70662,-1
124705.95+423827.0,191.7747986,42.640858,125.9117649,74.46228218,-26.25612701,2.711189508,-1,9556.16064,-1
112256.13+001655.6,170.7339147,0.282123413,260.9131684,55.75971913,-24.6838604,2.546923876,7638.004134,4851.956524,-1
024806.37-024651.3,42.02655029,-2.78092868,176.8666416,-52.9725919,-26.02044627,3.473565102,3222.664266,5440.418821,-1
170717.28+312245.0,256.82204,31.37917484,53.80646612,34.81713741,-25.85544963,2.283994675,3058.564223,3815.21401,3781.968417
232909.38-010350.7,352.2890947,-1.064096537,82.36256994,-57.3060595,-22.59348161,1.028471708,-1,6527.484455,3637.654629
130616.59+340412.8,196.5691498,34.07024481,99.15623545,82.3605882,-22.98627563,0.605552435,-1,-1,-1
083031.93+052006.7,127.6330572,5.335207869,219.7126476,24.43858337,-27.90151817,2.218402386,2540.006086,2543.803165,2532.115447
133131.65+330420.9,202.8818985,33.07248292,69.80530288,79.49599387,-22.05435899,0.446727067,-1,-1,-1
155226.67+335556.2,238.1111497,33.93228751,54.29267504,50.74886104,-25.66666809,2.119951487,-1,5250.210715,5502.143112
104109.85+001051.8,160.2910452,0.181071457,248.2549623,48.71821731,-27.1880253,2.270428419,5507.916382,7949.48883,5090.839834
074845.17+484239.1,117.1882321,48.71086473,170.024288,29.20666782,-26.03643897,2.186868906,4331.205504,5838.220404,4334.809024
011828.12-001349.2,19.61717827,-0.230334325,137.6099021,-62.32926789,-27.12892692,2.566596746,7410.874847,8263.186593,-1
150231.68+042846.9,225.6320099,4.479701403,2.840389472,51.4122862,-24.86338311,2.333650112,3707.120888,-1,-1
014843.41+010049.7,27.18089517,1.013825886,151.3278394,-58.66344312,-24.11629996,1.677482009,4216.073534,2794.774012,6031.158615
151318.38+240336.2,228.3266156,24.06005583,35.49672993,57.97052156,-24.83262606,0.828107536,-1,-1,-1
013943.18-020752.2,24.92993847,-2.131183017,149.7985324,-62.45729484,-26.32788048,2.307632685,7102.719412,13717.95106,4622.956592
213450.89+064731.4,323.7120683,6.792083287,61.05482295,-31.61045455,-22.6546729,0.606424809,-1,-1,-1
234119.71-010657.7,355.3321299,-1.11602827,87.12582349,-59.02468732,-25.5118619,2.467444181,5498.102784,7776.943972,-1
154735.63+022124.4,236.8984607,2.356795542,10.20556354,41.14698322,-26.31433435,2.464660645,2931.728714,2740.725174,-1
160836.30+295711.2,242.1512709,29.9531218,48.79940768,46.93638638,-23.43934576,0.826366246,-1,-1,-1
134804.80+072439.6,207.0200137,7.411006445,339.7867292,66.14216241,-27.54251021,2.497585297,3466.456557,4448.668635,-1
020529.80+005807.8,31.37420191,0.968854983,158.2956307,-56.7298523,-24.69544839,1.58600843,4666.22883,5340.111682,4139.61847
131637.15+371258.9,199.1548058,37.21638862,96.71765869,78.59839823,-25.47566151,2.571335554,4698.708962,4529.604384,-1
145547.71+342837.3,223.9487954,34.47702858,56.07010013,62.42489735,-26.12642133,3.607805014,3607.514605,6121.378529,-1
113711.54+341823.9,174.2981117,34.30666247,184.1322931,72.53897289,-27.09941123,3.59208703,4131.308172,4635.325163,-1
220636.38-003519.9,331.6515992,-0.588862216,59.80949254,-42.39288194,-22.29191501,0.439004362,-1,-1,-1
141851.32+315514.6,214.7138705,31.92073352,52.34733669,70.42693977,-26.59575805,3.015789509,6956.483898,8728.663686,-1
101156.34+403622.1,152.98478,40.60616078,180.1403675,54.619938,-26.03317137,2.7371912,5201.44635,6357.308627,-1
125046.64+003835.3,192.6943701,0.643160697,302.5617266,63.51443357,-24.85457291,1.51583159,2675.912688,5613.523211,2749.299512
080633.17+263540.8,121.6382164,26.59467441,195.4172535,27.40776346,-25.84311506,4.936757565,-1,7949.887697,3276.07506
152436.78+012134.8,231.1532846,1.35968741,4.411572474,45.16372658,-26.63469194,2.265789747,3734.564314,6908.563643,6566.975789
145117.21+053918.5,222.8217421,5.655151856,1.359942364,54.31394671,-25.41123056,2.419379473,4447.886105,8725.705033,-1
160026.98+094357.9,240.1124388,9.732767938,20.87520669,42.25888214,-25.88785251,2.615195513,5561.976861,5575.840801,-1
093007.27+385829.9,142.5303242,38.97499605,183.8010815,46.76033602,-24.09300795,2.57437396,7305.31875,6963.545238,6253.091834
125818.05+373103.7,194.5752373,37.51770717,115.4366099,79.51047051,-24.26955657,1.610300899,2635.284799,2330.237672,2504.467906
153934.34+331030.1,234.8931087,33.17503185,52.89057543,53.3989299,-25.17921096,3.034845829,3798.145239,-1,-1
100749.20+014834.5,151.9550086,1.809609068,238.7299869,43.37093756,-26.13872332,2.466696978,4313.539282,4556.330717,-1
105739.10+425031.3,164.4129427,42.84205059,171.2305345,62.10873096,-27.04476813,3.422152758,4305.969826,5711.856881,-1
133602.67+014942.1,204.0111628,1.828381158,327.711477,62.53439219,-24.65619001,2.059987307,4442.734282,4824.137954,2215.962647
074912.44+443132.2,117.3018543,44.52563605,174.7468392,28.55474899,-26.71086472,2.677416086,5093.596656,8256.460788,-1
102557.20+441856.7,156.4883535,44.31577141,172.6929688,56.23169389,-24.49941865,2.326965094,2402.542153,-1,-1
153336.09+023523.1,233.4003888,2.589751139,7.702761414,44.12706114,-26.4854793,2.599073648,-1,5394.212024,-1
013222.60+075812.6,23.09418328,7.970177151,140.1505135,-53.52737117,-24.61277178,2.175041676,5204.697204,-1,6156.966116
075521.96+432424.0,118.8415093,43.40668299,176.2433806,29.43025615,-27.14161241,3.160547495,4340.185468,5188.96587,-1
093418.28+355508.3,143.5761737,35.91898399,188.3174032,47.53252268,-27.4038469,2.450501442,4766.059845,9774.96956,-1
152533.78+302059.7,231.3907884,30.34994281,47.7163051,56.22188629,-24.77733723,1.838959336,-1,-1,3086.320217
213933.40+004858.8,324.8891971,0.816358137,56.10627832,-36.1076374,-25.26096896,2.631073236,3486.128873,3259.388004,-1
142246.31+330328.3,215.6929837,33.05787511,55.21168721,69.42236423,-24.26812944,1.047147036,-1,4297.579737,4492.244128
215251.50+050903.3,328.214588,5.150929435,62.86693863,-36.13641267,-27.1023173,2.226056814,5060.455996,7093.495624,3215.488585
154750.38+170622.1,236.9599493,17.10614181,28.53169476,48.15647293,-25.94615028,2.309407949,8566.096806,8328.50719,5395.203727
123559.29+001716.5,188.9970741,0.287917116,294.4273773,62.90427319,-27.2564956,2.277622461,5513.393448,7156.562232,5445.425941
075938.74+532709.3,119.9114465,53.45260138,164.793572,31.44844075,-24.62163264,1.729324818,4681.529121,4294.789551,-1
133157.33+035431.2,202.9889034,3.90866713,327.3119557,64.84492682,-26.11855992,3.069858789,3848.582561,4858.153762,-1
073447.81+412536.7,113.6992166,41.42687143,177.4685627,25.29028903,-25.03419288,1.296589136,-1,4508.89089,6714.515544
171322.41+294149.0,258.3433847,29.69694578,52.2175814,33.14056696,-26.08372021,2.53721714,8224.446693,7174.409026,-1
001517.94+000935.5,3.824788918,0.159882941,103.8056204,-61.36262734,-25.51866655,3.255229235,4640.647568,-1,-1
084432.63+394108.2,131.1359644,39.68562058,182.2517154,37.9980603,-26.24985473,2.448969841,5032.526919,9567.356098,-1
013534.70-032023.4,23.89460133,-3.3398471,148.7510369,-63.9764004,-23.68917191,0.90477699,-1,-1,-1
101858.58+412455.9,154.7441165,41.41553455,178.3008216,55.76673295,-24.62609649,0.895158589,-1,-1,-1
132420.71+370518.1,201.086318,37.08838449,90.07089702,77.85613733,-26.39944539,3.718878269,7589.708388,11252.74367,-1
010742.17+010001.4,16.92571341,1.000404891,131.5047476,-61.60031472,-23.46951361,0.901524544,-1,-1,-1
155129.95+122159.6,237.8748093,12.3665597,22.73598708,45.41470466,-25.48160981,2.47682333,3758.505045,6033.050193,-1
095111.29-011629.6,147.7970607,-1.274914794,238.7111668,38.19425306,-26.81694778,3.208510637,5163.047077,5446.11209,-1
082808.27+173746.8,127.0344717,17.62967227,206.9191913,29.04230719,-26.04131919,2.148639917,6860.370734,7573.426667,5611.25103
075741.42+443530.3,119.422613,44.59177749,174.9861453,30.05279749,-23.28080042,0.836847484,-1,-1,-1
074609.51+311155.9,116.5396257,31.19886303,189.0041669,24.59783478,-26.09192485,2.187585592,-1,7965.945306,2592.506965
214437.72-001553.9,326.1571874,-0.264976492,55.90924071,-37.76661302,-26.1964737,3.328508615,2000.817216,-1,-1
143012.26+044140.3,217.5510972,4.694550868,353.689771,57.48198603,-25.83903614,2.579769611,3084.259662,3844.14188,-1
115731.32+333150.1,179.3805353,33.53059801,180.8117944,76.73733926,-26.26388282,2.062532187,-1,5324.185256,3763.036304
093646.92-003323.9,144.1955141,-0.556660499,235.3537665,35.68694846,-26.35667692,2.541284561,3298.015893,4859.410952,-1
215529.83+084932.7,328.8743235,8.825750892,66.80978779,-34.25105929,-26.10720018,2.138173819,6012.410667,9045.639488,3752.194426
080543.09+122553.0,121.4295672,12.4314161,209.853908,22.02087818,-25.66187775,3.225181818,8859.768106,2790.519121,-1
094842.75+024359.7,147.1781656,2.73325198,234.0325607,40.00285177,-25.85576817,2.837581635,4588.245844,6039.992686,-1
220711.00+084240.8,331.7958378,8.711337859,69.09752282,-36.45781736,-26.87453929,2.870693445,4264.771939,-1,-1
023103.13-063428.4,37.76306631,-6.57458324,176.4831169,-58.66427821,-25.01652073,1.306310892,-1,5654.06227,3009.532655
004818.85+012928.2,12.07855288,1.491177346,121.3024641,-61.37068695,-25.68115102,2.197614193,4960.009786,6056.300623,5392.063533
161919.84+220353.7,244.8326863,22.06494283,38.72032556,42.79659055,-25.11797054,2.251445055,2968.440719,7607.981278,4065.209676
020829.03+064712.1,32.1209711,6.786717431,154.5241904,-51.29690555,-25.61036796,2.225701809,3782.681063,7053.593948,4555.20519
073840.64+270111.0,114.6693658,27.01974764,192.711614,21.67985906,-22.80768807,0.738996506,-1,-1,-1
211329.61+001841.7,318.3733986,0.311608909,51.26525405,-30.96451974,-22.80104413,2.001346111,1978.499055,12507.42748,7948.281637
024758.53-014824.3,41.99388649,-1.806760482,175.681802,-52.31436909,-24.93647723,2.210578203,4176.732836,6719.858668,3021.975743
130835.82+052239.4,197.1492728,5.377612614,314.333231,67.86871474,-26.16750841,2.093224049,5849.054499,8116.217351,3591.432622
154645.35+282203.7,236.6889995,28.36769657,45.28131665,51.40664851,-26.09765826,2.911243916,4217.10233,7989.813686,-1
010652.67+091104.9,16.71948906,9.184701285,129.345807,-53.49465516,-23.54579581,0.726044834,-1,-1,-1
135034.25+315206.2,207.6427144,31.8683946,56.70518218,76.30267653,-25.16673313,2.359677553,2762.960067,8727.097057,4412.595568
165807.41+234535.6,254.5308966,23.75990544,44.20197398,34.76741239,-26.33698721,2.411697388,2843.491218,2865.78569,6332.614184
025102.75+005703.3,42.76149793,0.950923434,173.492995,-49.8037584,-25.27867554,2.532435417,4486.709106,7235.192067,-1
105908.78-010124.4,164.786622,-1.023462284,254.5607667,50.98770551,-26.34853682,2.316766739,6798.315227,7923.630974,5951.540201
135003.66+334259.3,207.5152859,33.71647483,64.0558311,75.76837077,-26.69279935,3.931695461,-1,2788.175413,-1
005857.14+030558.3,14.73812336,3.099547731,126.6539889,-59.71788153,-24.65129545,2.536813974,6337.924713,5460.960564,-1
080605.44+540833.8,121.5226882,54.14273468,164.0464958,32.43837318,-22.82248875,0.615929067,-1,-1,-1
16492.68+180704.2 ,252.2611667,18.11784679,36.85950027,34.91464531,-24.22550101,2.059926748,4304.981687,14696.8634,6169.855249
150919.16+225409.9,227.3298501,22.902765,32.939476,58.57635085,-24.75289931,2.234561205,4484.861228,4317.126702,-1
075942.21+541246.5,119.9258838,54.21292058,163.9048195,31.50893521,-26.9616377,2.633411169,4088.031639,5194.267737,-1
165514.46+225333.8,253.8102764,22.89273787,42.94841535,35.13368576,-27.09912272,2.696940184,5048.111036,5666.152932,-1
083226.72+111953.8,128.1113639,11.33162403,213.9564262,27.50729441,-24.39165575,2.200830221,2091.695296,2540.755053,4170.669048
081249.59+492219.5,123.2066408,49.37208537,169.7863086,33.20053052,-27.2052391,2.219838858,5426.037453,7625.244761,6027.173974
172918.73+324523.0,262.3280521,32.75638962,56.71347746,30.61184929,-25.16556133,2.615943432,4968.900752,5691.921783,-1
104545.36+414721.1,161.4390055,41.78920089,174.9986395,60.47452412,-26.33009558,2.195861816,7937.945071,-1,7487.840417
130454.85+412742.9,196.2285756,41.46194137,112.8685058,75.40192003,-24.23226408,0.803916097,-1,-1,-1
220811.73+040055.8,332.0489047,4.01551715,64.88202347,-39.79365381,-23.22862973,0.690116644,-1,-1,-1
073836.91+290433.8,114.6538225,29.07607739,190.6218791,22.36974935,-21.96766053,0.705293059,-1,-1,-1
235855.04+003548.1,359.7293412,0.596702927,96.31658181,-59.53341847,-24.46946211,2.411892176,4043.966065,10821.57354,-1
082639.21+432253.7,126.6634074,43.38158343,177.2486923,35.04809372,-23.38811399,0.675471544,-1,-1,-1
120200.90+024213.6,180.5037504,2.70379992,274.9880867,62.86272378,-26.54112936,3.222383499,5062.600013,5163.607436,-1
134226.30-024500.2,205.6095974,-2.750070739,327.2894139,57.68962978,-26.792026,2.903744936,7351.632504,4348.68054,-1
100037.64+382544.1,150.156845,38.42893237,184.2492919,52.72836979,-22.56733563,0.792245865,-1,-1,-1
164741.01+224010.2,251.9208899,22.66951032,42.02667996,36.72345248,-25.57645512,2.188040018,4831.980948,4598.865224,-1
100629.70+023817.4,151.6237588,2.638180567,237.5396139,43.59478876,-25.30098889,2.296709776,9640.84422,9491.62981,6449.90803
123325.05+365603.6,188.3543941,36.93434407,143.0456949,79.48019761,-24.79085819,2.59299922,3077.274261,4739.550115,-1
082315.80+483613.5,125.8158524,48.60377346,170.8397579,34.86168029,-25.64721279,2.227333069,4996.711539,6236.047808,7995.606519
094917.22-023004.4,147.321765,-2.501246987,239.5874875,37.07711429,-24.44083028,2.293370008,3050.217412,4615.957789,-1
161627.77+212932.2,244.1157125,21.49230075,37.70061213,43.26088021,-25.85883331,2.262589216,4485.37162,5056.313862,3079.8437
124153.74+003648.0,190.4739385,0.613350929,297.6008957,63.38628566,-24.76269027,2.088700056,4244.105993,6908.503243,5882.311669
094507.57+435035.4,146.2815513,43.84318495,176.2342904,49.20663468,-23.3399582,0.846936464,-1,-1,-1
123256.70-000604.3,188.2362699,-0.10119806,292.9094047,62.41014085,-25.33894545,2.38100791,2782.702752,5113.958341,-1
161541.74+073011.1,243.9239564,7.503086934,20.64996421,37.88381075,-26.45539231,3.242698193,3012.058017,5641.320477,-1
082451.75+231619.1,126.2156269,23.2719895,200.5228262,30.28375002,-23.50236479,0.707220256,-1,-1,-1
081101.94+412653.1,122.7581196,41.44810038,179.0777623,31.93017421,-26.54584969,2.688810349,3977.25756,9114.240457,-1
142248.50-015044.9,215.7020971,-1.84580815,343.784349,53.61775898,-24.92903074,1.742260337,4550.044183,4889.222498,2955.186232
080802.20+425439.7,122.0092061,42.91103417,177.2736626,31.62042634,-24.13236324,2.547622919,3667.422569,4517.175882,-1
091222.53+005241.7,138.093907,0.878274262,229.9129243,31.35800453,-24.68694252,1.074964404,-1,4711.072816,8361.959349
153709.27+225036.9,234.2886341,22.84359191,35.78948281,52.37037272,-26.13169677,3.085044384,4831.694619,5838.494947,-1
222233.24+033108.6,335.6385337,3.519075437,67.56717909,-42.79524333,-22.53379944,0.767898798,-1,-1,-1
075944.59+270218.6,119.9357924,27.03851745,194.4058673,26.10782845,-25.7915487,2.449599028,3237.58281,8722.537735,-1
093807.80+352324.8,144.5325303,35.39024578,189.155378,48.28613064,-22.84027245,0.73805356,-1,-1,-1
015939.21+040420.4,29.91339036,4.072356875,153.3605458,-54.7184963,-24.96071453,2.382012367,3038.923104,5822.756354,3254.968242
141438.06+362124.5,213.6585934,36.3568324,65.7332895,70.10991954,-26.95612629,3.329710722,4378.706875,7358.074862,-1
232503.74+004034.6,351.2656054,0.676283624,82.66615933,-55.29409283,-24.8874278,2.457063913,2264.849659,3114.687278,-1
093413.78-010913.7,143.5574432,-1.15382855,235.5105781,34.82251023,-26.06638343,2.988898993,5977.820179,11701.1484,-1
010632.94+010345.8,16.63725988,1.062747486,130.8868257,-61.57538305,-25.57559301,2.12782836,4573.57089,6384.256503,4343.269296
101119.93+003420.4,152.8330733,0.572356378,240.8147024,43.31648172,-25.09032904,2.246533394,4319.271168,4790.104244,3429.801051
171616.95+354920.4,259.0706441,35.82234911,59.54502299,33.9147518,-25.61487987,2.776591301,4558.177337,10116.59957,-1
131103.94+351952.5,197.766457,35.33126167,97.08349444,80.78973333,-24.39284102,2.263945341,3475.674401,-1,-1
020421.58+014202.1,31.08992767,1.700606989,157.1788449,-56.24400364,-25.79951327,2.829574585,7517.784983,2534.143245,-1
072122.98+411735.3,110.3457718,41.29315668,176.8591418,22.83207744,-25.40051819,0.702927172,-1,-1,-1
023740.12-001231.0,39.41720266,-0.208635224,170.7864914,-52.91440325,-25.57430557,1.996825933,7541.151986,7253.708636,9278.669479
125337.66+064956.9,193.406953,6.832487288,304.4987411,69.69757246,-25.44995499,2.479639769,4624.320382,6152.430296,-1
080948.38+113306.9,122.4515844,11.55192689,211.1682496,22.56310161,-24.97221785,2.849376917,3512.882216,2334.145559,-1
084131.97+042146.1,130.3832158,4.3628297,222.0805421,26.40886191,-23.76457095,0.714783728,-1,-1,-1
122504.71+045723.3,186.269631,4.956473942,285.9499098,66.9551218,-24.77359431,2.516450882,4127.117585,5343.831168,-1
160831.71+074103.9,242.1321293,7.684444296,19.75482772,39.52685781,-26.3231202,2.131292582,4983.53962,7788.921141,3537.467681
115731.02+044102.4,179.3792622,4.684002037,270.7549259,64.1337062,-28.75915871,1.872814775,4785.925502,5704.852351,4523.279399
132040.61+341646.4,200.1692101,34.27958192,83.43557359,80.48561385,-27.17180418,1.849220276,6037.937516,7896.947563,6447.149369
120048.98+003520.6,180.2041043,0.589058578,276.2398931,60.8101204,-24.52014496,2.125440121,7615.719763,11152.27549,4581.412177
135004.81+333949.5,207.520073,33.66376413,63.85269801,75.78578903,-23.05014329,0.815322757,-1,-1,-1
081831.28+304538.2,124.6303361,30.76062118,191.7115943,31.12229104,-25.16321278,3.16131568,3512.566903,6122.930053,-1
110036.94+375441.9,165.1539482,37.91166293,181.0291518,64.40065642,-24.80333812,2.50465107,4159.292639,3055.259564,-1
012849.76+013753.9,22.20735479,1.631648422,141.7999407,-59.86326201,-25.6562002,2.206514359,4093.680961,-1,2653.095308
094330.71+403947.1,145.8779686,40.66309136,181.1260526,49.26210343,-25.12136834,1.879060388,7570.103697,8618.338037,5067.579368
213124.28+100003.1,322.8512063,10.00087067,63.35990852,-28.95327464,-27.81975125,3.401514053,5313.459952,5466.555082,-1
145620.37+300139.5,224.0848762,30.02764595,46.43420069,62.51052377,-26.68978835,2.23676753,4492.286848,6649.941436,7685.832888
225854.30+011428.6,344.7262845,1.241285871,74.71876682,-50.78484838,-24.60012679,2.275998592,3234.604656,4742.740862,4417.939552
120221.64+060404.1,180.590205,6.067811783,271.7371804,65.92161307,-23.43884318,0.75136584,-1,-1,-1
154136.70+241505.7,235.4029378,24.25159543,38.42198995,51.73347399,-25.65925691,1.363298535,-1,6611.445755,4401.260646
162344.97+134020.5,245.9374133,13.67238129,28.82368843,38.84911552,-25.54841956,2.492585659,3487.284664,4639.868333,-1
132732.52+364508.3,201.885522,36.75232311,86.72560585,77.71353006,-25.88569683,3.044652462,5979.602621,-1,-1
103541.55+052712.1,158.9231378,5.453362376,240.6517712,51.11236682,-22.85283979,0.707464814,-1,-1,-1
023013.25+015541.2,37.55524478,1.928115434,166.1751126,-52.44694118,-24.30011495,2.536990881,3938.856813,-1,-1
025820.43+044435.2,44.58513825,4.743138306,171.6490932,-45.78310585,-25.89609796,2.392081738,2638.613251,7394.593015,-1
101122.46+410701.3,152.8435997,41.11705425,179.3058471,54.42543314,-25.24858942,2.411536694,9038.073715,6278.711976,-1
165523.57+284234.4,253.8482209,28.70957624,49.86808965,36.69869764,-23.39450567,0.82168287,-1,-1,-1
161929.77+192645.4,244.8740823,19.44595728,35.37131462,41.93688503,-24.78564826,2.375356436,7618.700588,7397.719616,6365.978549
155452.75+311846.2,238.7198202,31.31284776,50.25533571,50.04043484,-27.43324483,1.849680662,4680.975177,5558.839935,4694.449715
152736.46+201630.2,231.9019509,20.27505732,30.62486789,53.74733353,-27.60694264,2.418294191,3132.963881,4434.37527,-1
132917.99+042213.2,202.3249768,4.370344473,326.2373311,65.51439969,-24.8357197,2.801999092,2344.301393,5059.354059,-1
011105.56-003856.3,17.77319005,-0.648988959,133.8457038,-63.10349672,-26.88783554,2.861389399,6451.629808,7113.298514,-1
122148.94+383527.7,185.4539308,38.59102888,149.4724156,76.96984782,-26.42564963,3.085590124,4263.118155,5395.168758,-1
021830.63+011342.4,34.62764971,1.22844901,162.8943556,-54.7418104,-25.2872889,2.873735189,3673.302769,5293.260458,-1
114852.55+351329.0,177.2189996,35.22474303,177.8582097,74.38926304,-26.81538585,3.518954754,5270.762622,9527.76751,-1
101210.44+055727.3,153.0435234,5.957605168,234.8287944,46.65551509,-24.61589854,1.176514387,-1,-1,2459.926494
140255.73+010406.0,210.7322256,1.068334355,339.2592578,58.80309005,-22.6221175,0.737775922,-1,-1,-1
172437.93+244403.1,261.1580633,24.73421512,47.49526818,29.32003195,-24.28044924,2.2493577,3435.502471,8890.543242,1997.446373
125302.71+061330.1,193.2612936,6.225035923,304.0513634,69.09328996,-23.46725005,0.879662395,-1,-1,-1
102430.51+362046.1,156.1271601,36.34616034,187.1085568,57.64505342,-25.2847037,2.23403883,6072.445025,10627.4652,7702.412886
002743.56+005558.5,6.931514308,0.932935464,110.4883629,-61.36461476,-25.40994921,2.353805304,3474.688576,5710.767277,2560.167503
001422.80-015023.7,3.595027488,-1.839917957,102.0251816,-63.19752488,-24.7367267,2.372725964,3504.947802,-1,5170.854883
093341.90-012544.1,143.4246231,-1.42892333,235.693303,34.55654822,-24.78144473,2.664138794,4677.827646,7302.583682,-1
145646.27-023438.4,224.1928266,-2.577339649,353.3746063,47.63909783,-27.03820345,2.535885096,4301.515831,5921.12066,-1
075349.81+442008.0,118.4575825,44.33556167,175.1370832,29.32974516,-24.85930904,2.384739876,3018.591621,5694.54598,4776.961661
100055.19-005546.9,150.2299912,-0.929702683,240.2569575,40.34004568,-25.28556678,2.426450968,5394.665075,5460.294174,-1
163531.44+280117.7,248.8810121,28.02159209,47.71305494,40.79171869,-26.98865829,3.005293846,3918.503425,9303.112601,-1
083014.76+514201.7,127.5615057,51.70049025,167.0657738,36.04048551,-25.83972759,2.452340841,5614.895544,5817.432041,-1
172315.68+325824.6,260.815347,32.97351694,56.5988363,31.89712432,-26.49820762,2.365965843,5407.289585,5844.393341,3453.023819
144701.49+300221.1,221.7562378,30.03920538,46.36723251,64.52628169,-25.52324039,2.488843441,6682.592039,9589.889333,-1
105651.92+395127.0,164.2163607,39.85751243,177.3587569,63.10220444,-25.59848784,2.408375025,7567.869378,5199.128362,5161.46275
072044.48+400714.7,110.1853331,40.12076963,178.0345473,22.37187274,-26.12172794,3.043585777,5194.288163,6022.555963,-1
132251.68+332152.4,200.7153411,33.36458057,77.43810812,80.78929756,-25.69584894,2.31535387,3662.600307,4552.87236,3143.400101
105757.49+363302.1,164.4895796,36.55059462,184.3795931,64.24246254,-27.17105875,2.81140852,3100.93665,3454.163657,-1
101234.13+394412.2,153.1422242,39.73674073,181.5937675,54.87828419,-24.66227006,2.309481859,3168.708007,7364.686701,3318.855068
165238.41+173504.6,253.1600457,17.584634,36.62987325,33.92445093,-22.26759851,0.784106314,-1,-1,-1
005831.67+045958.9,14.6319663,4.999695805,126.2492845,-57.82637718,-26.35502076,2.255176544,4325.977156,5838.000494,3583.412805
111238.14+402158.6,168.1589566,40.36628411,173.6117063,65.69731526,-26.30903825,3.141328096,4500.737216,5864.561802,-1
081943.06+181033.4,124.9294427,18.17596431,205.5010288,27.3842059,-23.82672943,0.8727898,-1,-1,-1
003716.38-025700.5,9.318250907,-2.950162205,114.3491824,-65.58558835,-22.89889065,0.741558373,-1,-1,-1
154555.35+205237.1,236.4806456,20.87697518,33.7083383,49.86029176,-25.25176746,2.98756671,3612.237977,6861.579786,-1
103712.40+342248.5,159.3016955,34.38015412,190.4334809,60.4096602,-25.4951423,2.220095873,4008.177593,4243.157202,3728.664776
153202.07+201639.8,233.0086318,20.27774291,31.18048096,52.76387472,-26.86237295,2.646518469,3290.128664,4037.609999,-1
102408.41+035444.2,156.0350633,3.912291071,239.8367846,47.89056477,-26.67786825,2.888034105,2419.424392,2401.966829,-1
223115.16-000957.5,337.8131768,-0.165980001,65.7783669,-46.88142025,-25.27594111,1.625741959,7198.869065,7997.075762,6149.556441
125529.15-000019.8,193.8714956,-0.005503952,305.150047,62.84880804,-25.17108455,2.274194002,4262.78936,9077.256994,4069.587727
102533.98-024026.1,156.3916111,-2.673928959,247.4163545,43.92116908,-25.66054525,2.928822041,5582.842512,8258.940058,-1
140456.18+340719.9,211.2340851,34.12220931,61.31662488,72.7452507,-25.36186303,2.28164196,4461.65174,6136.991723,4885.539069
111407.64+433058.9,168.5318705,43.5163715,166.733604,64.43073543,-26.18069379,3.174719095,2884.27195,3426.286852,-1
154700.88+042728.2,236.7536739,4.457860238,12.43325612,42.44218637,-25.29564748,3.217874527,4556.411526,6808.793987,-1
113308.37+001632.9,173.2848982,0.275810084,264.7054084,57.21808569,-22.99647461,0.954914331,-1,-1,-1
153115.52+142839.2,232.81469,14.47755793,22.37021542,50.76428083,-25.15423394,2.257004023,7889.398737,9327.81133,5973.981296
093840.68+382830.4,144.6695145,38.47511504,184.5143347,48.43475764,-23.88518134,0.682964206,-1,-1,-1
022048.50-014053.3,35.20210498,-1.681480961,166.7886947,-56.74096429,-25.60323467,0.934776306,-1,-1,-1
123524.67+361618.8,188.8528237,36.27190397,142.3494045,80.24434955,-25.70114974,3.212880611,2400.174617,8931.676563,-1
145703.60-012143.5,224.2650045,-1.362092633,354.7125665,48.46506612,-23.39156955,0.844195187,-1,-1,-1
111412.55-005217.1,168.5523209,-0.871433177,259.1223873,53.51991024,-23.46354136,0.880189002,-1,-1,-1
222201.08+023755.6,335.5045248,2.632134465,66.54815014,-43.29522309,-25.6415368,3.082140446,5446.912188,7934.579743,-1
155757.34+261039.5,239.4889422,26.17766471,42.64043563,48.55919727,-25.27375373,2.479911327,2318.194372,4697.643804,-1
141155.54-012752.7,212.9814469,-1.464658561,340.2737365,55.46067287,-27.19302209,2.822766542,3118.369267,3202.943476,-1
163541.14+183308.0,248.9214223,18.55223588,35.97562989,38.03452958,-25.47327163,2.690168142,3822.460902,6017.029425,-1
213756.95+093320.7,324.487326,9.555762266,64.13426162,-30.48480175,-25.42965225,2.220118284,3939.505312,5735.409147,3441.367728
163224.93+270954.4,248.1038842,27.16511442,46.39990533,41.26778928,-25.72165599,2.773216486,2206.321089,4266.680623,-1
142433.83-005251.9,216.1409992,-0.881099462,345.352429,54.13613281,-25.12446221,2.20117116,3747.039486,7309.038253,4913.997893
142709.81+001450.2,216.7908999,0.247288853,347.4210206,54.6306628,-28.35981622,2.902218342,7009.64454,7171.910775,-1
222841.60+021052.4,337.1733657,2.181230828,67.65399808,-44.82888085,-24.88101097,2.174823046,2919.513667,-1,-1
095130.26+022208.6,147.8761194,2.369063521,234.938615,40.37668412,-24.63365495,2.320241213,8352.997127,2883.802952,-1
161923.32+212840.6,244.84717,21.47794455,37.96372501,42.60792017,-25.69232969,3.29466176,-1,2171.461144,-1
