sdss_name,ra,dec,l,b,M_i,z,fwhm_CIV,fwhm_CIII,fwhm_MGII
211104.31-000747.3,317.7679812,-0.129829913,50.45492467,-30.6866966,-25.0860436,2.464722395,4070.206238,6200.200761,-1
121146.93+402008.6,182.9455697,40.33572842,152.2523126,74.45469365,-23.99423358,0.80531323,-1,-1,-1
125839.24-012014.4,194.6635095,-1.337350711,306.7115355,61.48142892,-25.29982739,2.777129412,3595.55213,4741.475509,-1
154135.61+164530.5,235.398397,16.75849214,27.1904357,49.41009973,-24.58941039,2.844917059,4136.430385,4535.437255,-1
021613.72+051239.0,34.05720586,5.210853027,158.4656579,-51.71397825,-25.70165344,2.710496902,4688.915437,6152.979529,-1
211037.04-022841.9,317.6543452,-2.478308119,48.03879377,-31.81006178,-23.07013083,0.605008185,-1,-1,-1
140904.93+030334.6,212.2705663,3.059636872,343.9188657,59.60314421,-24.12583041,2.26131916,4648.052416,5550.128439,3015.994238
075257.96+413615.2,118.2415127,41.60424972,178.1634559,28.63891081,-26.8049507,2.233242512,4272.569138,7624.304615,5818.086548
111530.47+433606.4,168.876969,43.60179504,166.2560475,64.59690422,-25.39848165,2.355528831,5263.187844,12767.43707,-1
001430.31-004128.8,3.626296677,-0.691348771,102.8689085,-62.11583339,-23.51308943,0.890893042,-1,-1,-1
141233.75-014641.8,213.1406607,-1.778298047,340.2117882,55.11073881,-25.6875118,2.314619303,5947.893968,6288.006378,-1
080404.70+305917.2,121.0195858,30.98812897,190.4932764,28.20082971,-25.13075353,2.541898727,5551.449221,-1,-1
122011.64+061348.4,185.0485331,6.230119462,281.9617681,67.82076587,-26.33480282,3.110852003,3480.792665,3377.568811,-1
015955.11+082522.4,29.97963856,8.422899733,150.3461798,-50.76753961,-22.83369825,0.418003768,-1,-1,-1
230132.30+004149.0,345.3846008,0.696966598,74.92996742,-51.62866698,-25.09530204,2.241729021,4451.151945,4803.370704,2389.773021
005706.34+022945.9,14.27645154,2.496110278,125.793898,-60.34413734,-23.40864775,0.58517009,-1,-1,-1
012637.32+073841.0,21.65553949,7.644729254,137.9474889,-54.19806201,-24.86094337,2.223819017,7184.118728,6552.581871,4881.499798
080241.69+220956.3,120.6737282,22.16566646,199.7448607,25.09941242,-22.92020685,0.8599841,-1,-1,-1
130507.41+033154.5,196.2808866,3.531832646,311.4127388,66.17797031,-25.8206835,2.226964235,5404.213552,8210.183717,8147.790144
124310.35+070118.4,190.7931608,7.02179806,296.9838186,69.79803341,-27.84462382,4.156490803,6513.86282,-1,-1
113358.81-011154.6,173.4950599,-1.198507241,266.4752484,56.09043055,-26.44227749,2.722937822,4264.803301,6236.48218,-1
013914.27+133339.5,24.80946107,13.5609818,140.3307036,-47.68946922,-27.39238268,2.405518532,4929.127907,5202.624292,3611.57131
110837.50-020329.2,167.1562809,-2.058119998,258.5292786,51.72373867,-27.66835723,2.77501893,4501.951067,5247.10291,-1
164351.89+274013.7,250.966217,27.67047505,47.82216154,38.91672955,-24.82637464,1.965082407,5671.129456,6203.811608,5746.868692
112545.92+342802.2,171.4413492,34.46730489,185.886282,70.24305779,-22.9028494,0.803935468,-1,-1,-1
105734.43+043454.3,164.3934815,4.581752826,247.5908543,54.71740281,-25.07783439,2.182661057,-1,4857.22078,-1
015318.29-005034.7,28.32623195,-0.842997282,154.9561225,-59.81122245,-24.93020613,2.482979536,4772.336692,-1,-1
080046.91+442100.1,120.1954717,44.350041,175.3685126,30.55641086,-24.42843545,1.63348031,3476.891299,5243.765426,3164.268465
075346.12+112314.8,118.4421736,11.38744917,209.5596338,18.92927714,-26.30394439,2.543005466,5967.311446,-1,-1
160106.54+225738.1,240.2772744,22.96061047,38.24814704,47.08591293,-25.58818243,2.995667696,5782.863107,5810.893592,-1
095343.17+051205.5,148.4298797,5.201542783,232.1922448,42.39767296,-27.03121066,1.406612396,-1,5889.19105,3411.433001
101956.03+054955.4,154.9834961,5.832076539,236.5939434,48.17648278,-26.60917022,2.281618357,4388.177304,8914.533815,2996.551293
153115.34+275017.3,232.8139566,27.83815263,43.55588754,54.7066143,-25.4467839,2.627692223,3673.812805,8164.884549,-1
075811.76+094508.8,119.5490044,9.752455201,211.6153021,19.21645718,-25.36392019,2.847892761,2860.927193,4273.930604,-1
024208.81-022355.3,40.53671627,-2.39870011,174.6550504,-53.75999453,-26.55760338,2.515022516,3720.226611,3756.552737,-1
075853.89+224245.5,119.7245826,22.71264589,198.8402742,24.47144442,-22.86380352,0.572311282,-1,-1,-1
143900.69+000551.4,219.7529019,0.097615558,351.0812238,52.60910056,-26.00028899,2.470353603,3402.739374,9943.471064,-1
221737.02+075516.4,334.4042778,7.921233637,70.64633276,-38.86261404,-24.6722057,2.179614067,5448.978926,5299.762635,4367.492551
095920.33+442112.2,149.8347182,44.3534004,174.7399968,51.62830185,-25.29908225,2.344372511,4096.630611,9617.067789,2941.487249
131913.37+364807.6,199.8057314,36.80213093,93.36899525,78.680982,-26.81726707,2.936592579,4450.291703,5902.597219,-1
124832.72+035722.8,192.1363416,3.956349144,301.0990653,66.81780226,-25.82612656,2.243799925,6577.326424,9203.387882,5877.047553
120704.75+033243.9,181.7698019,3.545548178,276.8146125,64.14451886,-26.12188008,2.718390465,2818.726285,5566.558375,-1
231112.76-022134.0,347.8031808,-2.359463638,74.56163038,-55.51980577,-22.57161619,0.501057327,-1,-1,-1
081104.46+363806.3,122.7686146,36.63510831,184.6191578,31.01684204,-25.53264436,2.436670542,3358.527858,8846.489357,-1
120402.92+331820.8,181.0121885,33.30579651,178.9334616,78.05557191,-24.49671759,1.572020173,4725.851688,5363.900716,6147.11652
163902.59+165052.1,249.7608329,16.84782936,34.33437022,36.67707835,-23.16226102,0.697082698,-1,-1,-1
122029.18-010220.2,185.12159,-1.038945091,286.8807205,60.86456633,-25.29742113,2.323809624,4930.829554,14730.81883,2999.296059
130809.57-001950.8,197.0398819,-0.330787342,311.9385708,62.248187,-24.7075743,2.121734619,3322.123477,4845.073119,-1
154055.70+153700.5,235.2320894,15.61681981,25.48435111,49.11129961,-26.49880809,4.468166828,4458.776861,-1,-1
155744.01+330231.0,239.4333891,33.04196358,53.00871985,49.59450076,-28.61229736,3.145795822,5712.986647,7618.81521,-1
123219.57+064026.6,188.0815773,6.674059606,289.5551146,69.04797665,-24.96086765,2.931699991,-1,-1,-1
110247.58+013606.2,165.6982905,1.601741729,252.7671944,53.54093489,-27.09867345,2.715357304,-1,8037.215165,-1
103925.43+421728.4,159.855969,42.29123282,174.8266421,59.19909175,-25.81347202,2.30926609,7790.355652,10128.16495,8886.466638
133137.57+025410.1,202.9065519,2.902811557,326.2949081,63.93645818,-26.41488788,2.827297688,4152.665098,4017.92942,-1
145058.97-023522.3,222.7457423,-2.589552304,351.7719333,48.61155279,-23.74103902,0.964781702,-1,-1,-1
093939.10-013548.0,144.9129436,-1.596670916,236.9090868,35.67581584,-25.76384943,2.392278433,4337.625848,5029.694631,6511.243337
160842.42+302837.4,242.1767682,30.47708168,49.56337635,46.99291034,-28.11375507,2.244805098,-1,-1,3368.298272
100351.01+441749.6,150.9625602,44.29711157,174.5467269,52.42830892,-26.22282838,3.144637108,4749.905227,7797.222412,-1
080849.43+521515.3,122.2059584,52.2542527,166.3091203,32.75502687,-29.51204067,4.472170353,6178.711528,-1,-1
074841.37+131714.5,117.172401,13.28736331,207.1889108,18.59833245,-24.90428379,0.83007133,-1,-1,-1
144445.54+075905.5,221.1897737,7.984885627,2.701997423,57.04915523,-24.08449956,1.610384822,6896.914612,7533.120375,6115.573797
092714.53+020558.3,141.8105661,2.099554969,231.0215327,35.15755332,-26.41274061,3.605894804,-1,7288.325834,-1
095416.14+000228.5,148.5672668,0.04125024,237.9397302,39.59603062,-25.73147887,2.415773869,6911.699863,6377.862448,8337.965427
081534.22+205023.9,123.8925879,20.83999525,202.305011,27.4352808,-25.44104573,2.431999207,3191.489966,4380.242474,-1
115236.67+363009.6,178.152808,36.50268576,172.3341694,74.40951545,-27.92573922,3.23363471,6520.999088,6384.964157,-1
220535.97+095944.1,331.3999048,9.995604545,69.9132436,-35.28944556,-22.41525896,0.73721242,-1,-1,-1
001217.08-005437.6,3.071198133,-0.91045941,101.5942662,-62.14918897,-27.28457677,3.602240801,5067.810211,7430.317236,-1
213225.42+004502.6,323.1059219,0.750727452,54.79500021,-34.67889757,-25.34787369,2.166355848,4466.482401,8481.2543,4911.603575
155148.97+170255.5,237.954069,17.04875223,28.97666418,47.25276913,-26.49098361,3.287985086,6081.960578,7561.734425,-1
104123.92+035332.9,160.3496817,3.892473535,244.0138095,51.23763224,-26.19222144,2.694892168,6371.138278,5878.679108,-1
211132.66-001418.4,317.886109,-0.238456474,50.42031472,-30.84439669,-23.85427915,0.667585433,-1,-1,-1
124025.85+413553.1,190.1077107,41.59810988,131.095694,75.35520126,-27.07126533,2.262943983,4090.754889,7402.176228,5866.780709
074836.25+130341.9,117.1510655,13.06164005,207.3963726,18.48566215,-23.49039563,1.032092214,-1,10082.23359,7249.74195
074419.21+454636.4,116.0800773,45.77678123,173.163822,27.95199502,-25.24197791,2.004215956,2671.010106,5094.986303,2327.453645
154204.61+313758.0,235.51922,31.63279624,50.37348783,52.78778377,-25.87343136,1.919517159,5089.609282,5740.342393,3669.375168
154629.00+184319.0,236.6208728,18.72196037,30.63861054,49.03602488,-23.67971378,1.504337311,2768.575662,2639.20201,3634.874514
164248.71+240303.4,250.7029606,24.05095111,43.27476855,38.19895685,-28.84362837,3.466146946,6471.480741,9150.608551,-1
122454.06+420458.9,186.2252547,42.08304926,141.1624869,74.09278297,-23.4216782,0.72146517,-1,-1,-1
233753.18+023744.1,354.4716121,2.6289375,89.26392119,-55.36043958,-23.53964168,0.730692804,-1,-1,-1
001221.43-004402.7,3.08929338,-0.734107385,101.7523281,-61.98811203,-24.15552643,1.59985435,8523.072606,-1,-1
093027.60+003804.0,142.6150223,0.634469886,233.0594257,35.04178446,-25.1443981,1.846016407,-1,8059.745156,3044.64854
154433.11-010957.7,236.137959,-1.166036907,5.880047542,39.6819144,-27.94082277,3.027131796,3088.131384,3884.788283,-1
170727.02+325429.2,256.8625837,32.90813011,55.63662846,35.11645321,-23.25844094,3.30688262,-1,-1,-1
214141.15-020810.0,325.421479,-2.136112539,53.42117657,-38.21067153,-24.58036026,0.908139944,-1,-1,-1
131744.28+040642.6,199.4345033,4.11183933,319.3337993,66.14251055,-27.58539385,2.746581793,3711.863574,4984.431905,-1
221634.13+010608.2,334.1422268,1.102297579,63.73480686,-43.27538789,-24.00645241,1.595994115,4409.778624,5385.803789,5379.609404
160526.98+210716.7,241.362443,21.12132905,36.11645376,45.59280847,-24.33326363,2.221207857,3050.054348,4991.724871,3138.45474
014646.97+005518.4,26.6957375,0.921783429,150.5512644,-58.94982516,-23.31820346,0.845193326,-1,-1,-1
094652.74+441913.5,146.7197828,44.32043167,175.4367426,49.44468047,-26.30247462,2.860717058,2752.722182,6768.137454,-1
215841.40-001507.7,329.6725298,-0.252157676,58.57628215,-40.61044592,-27.37678283,1.455353975,4266.327726,6043.979979,3449.343107
010250.09+043953.1,15.70873221,4.664769164,128.309764,-58.08792341,-24.57321707,2.667245626,2808.189868,-1,-1
113049.57-001001.4,172.7065435,-0.167066209,264.2723089,56.52916028,-23.09423716,0.58703959,-1,-1,-1
155831.10+134623.8,239.62959,13.77328093,25.56876703,44.47595223,-26.18748018,3.157546997,4849.846422,11948.18263,-1
074526.82+324907.1,116.3617548,32.81866095,187.2540325,24.94615591,-26.59670624,2.457791328,7163.857577,8538.046004,-1
101250.36+413522.9,153.2098737,41.58970861,178.4169813,54.60648314,-24.2073632,2.386250496,4855.304841,4767.948973,7184.401723
014740.20+022929.6,26.91752718,2.491565207,149.7231154,-57.42572354,-24.91109221,2.695507765,3878.179226,3597.312829,-1
145545.71+015211.7,223.9404625,1.869934803,357.9331078,50.95879688,-22.89921341,0.794558465,-1,-1,-1
134259.04+005157.7,205.7460179,0.866040293,330.2887627,60.96996298,-26.79443416,1.066765666,-1,6277.188407,3004.494466
150936.14+361557.8,227.4006133,36.26608209,58.99755914,59.40809916,-26.69075258,2.619454861,5799.428377,6604.390981,-1
080039.17+292935.9,120.1632096,29.4933068,191.8651933,27.05866881,-23.05214151,1.574209809,-1,2943.843509,7101.791999
074035.02+212035.1,115.1459532,21.34310273,198.5399264,20.0205233,-27.75967575,3.500437021,7018.714165,7783.774287,-1
074427.25+493959.7,116.11357,49.66660709,168.819748,28.66313116,-24.96275125,2.420869589,7469.991498,9180.083658,-1
150012.94+304256.2,225.0539429,30.71563153,47.94486615,61.69029532,-22.70050461,0.724148095,-1,-1,-1
080351.65+522738.2,120.9652377,52.4606287,166.0097187,32.01150027,-24.87015362,2.184919596,3683.368045,4093.147977,3736.065272
103724.62+344112.5,159.3525969,34.68681843,189.8071593,60.42351475,-25.80149155,2.672234535,6392.19178,7850.97336,-1
004021.84+015651.0,10.09104131,1.947509299,117.2530906,-60.80207853,-22.84263664,0.762736142,-1,-1,-1
161007.91+295819.6,242.5329794,29.97213068,48.90174763,46.61264723,-25.98619938,3.236863136,2998.634483,5868.254785,-1
021934.90-050849.5,34.89545448,-5.147105655,170.5392363,-59.6045925,-26.03753153,2.303897381,2945.99073,5093.217563,-1
003138.18+003333.2,7.909087211,0.559243709,112.3736997,-61.90589993,-27.59160338,2.740483761,5587.213609,6740.90683,-1
154557.27+251113.1,236.4886655,25.18697407,40.24087281,50.9866189,-26.10287054,2.51196146,3997.388838,4847.525703,-1
082059.97+515924.4,125.2498961,51.99013392,166.7063178,34.61320864,-27.39199507,2.704157591,4809.97223,11023.37593,-1
164740.34+173926.7,251.9181023,17.65744292,36.1919698,35.05410117,-23.25131878,0.728390038,-1,-1,-1
024540.23+035653.1,41.41763625,3.948086136,168.914503,-48.45667962,-25.55076237,2.934477806,7510.139337,2460.355966,-1
102133.58-010305.0,155.3899236,-1.051402758,244.8033429,44.25690993,-26.75814376,2.21399951,-1,-1,4303.095878
141153.64-002117.5,212.9735028,-0.354862088,341.3444644,56.39445035,-26.11179423,2.280334473,3222.887922,3021.843218,2797.297679
134810.89+324249.0,207.04538,32.71363603,60.79999148,76.511683,-26.38975386,2.347887516,4654.277453,4868.750045,2799.924758
114039.83+043924.4,175.1659622,4.656778344,262.9097494,61.89780508,-26.69976285,3.294449806,-1,-1,-1
140913.45+340251.4,212.3060449,34.04763269,60.17398525,71.92452386,-25.13751096,3.073722601,6087.105261,4813.131894,-1
105427.06+394922.2,163.6127766,39.8228591,177.762786,62.67548553,-24.41152758,2.053284645,4421.651628,2671.189608,4670.678167
221041.16+064600.2,332.6715238,6.766745197,68.05681376,-38.42038359,-24.84718077,2.49063468,5114.175624,2840.419866,-1
163139.59+331705.4,247.9149933,33.28484707,54.44433714,42.56201953,-22.86108224,0.958712637,-1,-1,-1
124016.15-021638.4,190.067303,-2.277355991,297.2641237,60.47142416,-25.24629635,2.62326622,4632.563742,3959.867951,-1
211731.24+033027.1,319.380174,3.507533392,55.0067201,-30.04992554,-26.07282968,2.299423218,4755.241213,6090.165547,3638.024372
163248.28+175240.6,248.2011889,17.87795749,34.86559505,38.43765459,-24.25001179,0.832832217,-1,-1,-1
023313.12-033924.0,38.30469668,-3.656690967,173.3763954,-56.21207339,-23.99319781,0.600972235,-1,-1,-1
121439.30-003112.2,183.6637604,-0.520062923,283.7046565,60.97110711,-25.91091793,2.356211901,3692.357592,4379.650272,2914.013617
080146.17+493008.5,120.4423969,49.50237827,169.4397101,31.42234465,-25.02676456,3.061493397,2142.799861,8687.079138,-1
113433.08+331158.6,173.6378578,33.19962081,188.1753424,72.34024276,-26.3642524,3.965599298,-1,-1,-1
153821.28+221347.1,234.5886934,22.22976802,34.94852347,51.93749892,-25.41551563,2.508929968,2252.09246,3142.567641,-1
082532.93+402800.0,126.3872283,40.466686,180.7399972,34.4874104,-24.87321248,2.338092327,3533.546694,4985.879904,3464.60169
081515.18+310852.6,123.8132636,31.14795045,191.0629923,30.5470977,-24.09677594,2.016508341,4430.301808,8582.153198,6249.27373
160028.21+145623.0,240.1175606,14.9397427,27.33224219,44.52083393,-25.10914894,2.733782053,2285.946622,7652.123539,-1
083338.53+195612.9,128.4105488,19.93692113,204.9723456,31.08732016,-24.75223453,2.382484198,6697.089306,5011.062472,-1
220031.13+004916.6,330.129733,0.82129145,60.06401784,-40.32696792,-25.32009916,2.162805319,2091.171761,4379.658509,2684.927422
133600.20+391826.2,204.0008679,39.30728901,88.44079835,74.69071377,-26.48650586,3.227747917,2674.114492,4148.243513,-1
143049.34-014327.2,217.7056149,-1.72424618,346.5751921,52.51610144,-26.7989133,2.635775566,3594.661208,4590.798641,-1
230005.96+012343.0,345.0248575,1.395301797,75.23450159,-50.8666251,-25.98532725,2.780844927,4347.231573,5715.929689,-1
104418.39+022244.4,161.076664,2.379011527,246.5843591,50.78787053,-24.86780266,2.316798449,4118.985013,12924.54159,-1
095319.54-014015.6,148.3314415,-1.671016477,239.5236885,38.3827998,-24.41395357,1.512582541,6675.855562,6499.228969,5222.640012
220651.81+000926.4,331.7158779,0.15735356,60.65909125,-41.98701855,-23.11476608,0.868662953,-1,-1,-1
100737.08+420750.0,151.9045189,42.13056591,177.8325422,53.54813381,-25.63728179,2.294422865,6572.086247,7528.573593,5825.707829
154910.90+320620.7,237.2954479,32.10576445,51.32672606,51.3195787,-26.76463453,3.05571723,2373.678857,6358.127254,-1
151242.83+201808.8,228.1784805,20.30245563,28.69810722,57.06445582,-24.40050702,1.89770782,8385.428855,9138.892108,2882.166101
155850.55+312255.9,239.7106357,31.38221427,50.50267675,49.20667073,-24.87480802,2.538820267,3759.119091,5151.713697,-1
153932.81+063804.7,234.8867314,6.634646357,13.57505018,45.18308509,-23.80525937,1.499848247,-1,9053.632819,3773.468615
080749.81+532631.6,121.9575752,53.44213561,164.8902326,32.66428164,-26.77032693,3.493984222,4355.503416,4208.323418,-1
154737.01+035750.7,236.9042432,3.964106246,11.98826656,42.04491574,-24.9034707,2.445933819,5409.647957,-1,-1
021125.07-003957.8,32.85446388,-0.666080926,162.2060639,-57.30799648,-25.33463492,2.650377512,3751.56151,6441.319847,-1
145325.55+332542.2,223.356462,33.428392,53.9085548,63.02492806,-25.7557211,2.313942909,5892.52958,10424.76507,3257.932526
161708.30+145122.9,244.2845885,14.8563834,29.40096502,40.79107037,-23.17230207,0.662836432,-1,-1,-1
213553.51+083423.8,323.9729862,8.573280336,62.87636769,-30.71044199,-24.3211331,2.369086742,5808.147516,6694.807539,-1
154842.89+193529.6,237.1787464,19.59157192,32.15500764,48.83200893,-26.86377761,2.630142927,2734.23373,2961.965431,-1
215706.77+081420.8,329.2782084,8.239130254,66.59866349,-34.93913691,-21.58939642,0.689832926,-1,-1,-1
132449.18+392528.1,201.2049452,39.4244821,95.57533774,75.87832552,-26.31457936,2.295364857,3356.415854,4142.510858,3130.236717
104356.14-024823.3,160.9839505,-2.806482653,252.142404,47.09998954,-25.04664804,2.252286911,5945.403063,11087.80132,-1
111441.89+010628.7,168.6745668,1.107995663,257.1570153,55.1386471,-25.96410063,2.185433626,2608.014561,-1,2042.918741
165125.79+225919.1,252.8574909,22.98865657,42.73053912,35.99836436,-27.65624334,2.816845179,6035.820422,6943.213956,-1
100959.96+034324.2,152.4998345,3.723409484,237.0216829,44.93840683,-24.25028548,1.868864298,4591.060278,5001.176309,-1
144249.52+030759.4,220.7063576,3.133193972,355.7391386,54.16175269,-25.39743994,2.423607588,7802.49658,6247.950058,-1
165513.28+301641.9,253.8053433,30.27832691,51.76626227,37.09642173,-26.3090543,2.321413517,3539.403395,4461.847876,3196.981081
125131.54-000857.5,192.8814289,-0.149320726,302.9798215,62.72241869,-26.10621126,2.222340584,4392.280295,8545.113951,2922.120643
083244.30+045003.8,128.1846186,4.834398375,220.4803089,24.6939162,-25.4886047,2.628538609,5815.187853,8790.557634,-1
133818.40+070449.7,204.5766698,7.080479793,334.0858596,67.07314331,-25.15797285,2.60978508,3543.811565,4155.696091,-1
153411.04+244955.0,233.5460216,24.83196018,38.71873297,53.51042808,-25.30335819,2.154498816,4697.967139,4887.298648,4047.677531
080247.53+443624.3,120.698073,44.60676588,175.1400858,30.95134779,-25.03251596,2.294984818,3899.913365,6252.987346,4768.762374
155825.11+122300.0,239.6046253,12.38333452,23.80136646,43.90441191,-24.78628618,2.336745501,4252.375411,5980.923823,-1
162558.29+254608.5,246.4928784,25.76903226,44.12005316,42.33583318,-27.27415562,2.151553392,4470.862171,5218.440287,3095.273213
154215.20+012849.2,235.5633435,1.480351896,8.221666045,41.72731,-27.13508537,4.063523293,2990.755486,-1,-1
020923.14+062333.3,32.34643024,6.392601805,155.1397155,-51.53802299,-25.74400458,2.418527365,3993.167201,6130.567789,8992.695576
082136.26+204611.9,125.4010931,20.7699895,202.939012,28.73163533,-24.39054531,2.174759626,2467.27884,12179.00172,5000.468073
083312.46+314033.2,128.3019185,31.67589694,191.5666064,34.39042655,-23.95564044,1.836785316,4414.341937,5511.956213,3138.872872
111258.79+382015.0,168.2449825,38.33751129,178.1518414,66.5618132,-25.04483851,2.548452139,6355.458098,8837.945923,-1
083047.20+221557.6,127.6966738,22.26600109,202.147397,31.24726074,-27.43076411,3.186531782,3474.18114,3667.163362,-1
142332.36+310243.0,215.8848561,31.04529812,49.45884768,69.53999747,-26.39864869,2.591164827,5672.410514,6625.883707,-1
145101.97+060229.7,222.7582309,6.041588516,1.797765487,54.61155013,-27.8738618,3.649313927,5520.301143,6474.11006,-1
171035.52+245604.9,257.6480298,24.93469808,46.57158258,32.41169025,-25.24358066,2.480591774,4171.15338,3967.041346,-1
161216.83+243835.4,243.0701421,24.64318291,41.55055517,45.05764755,-25.51915599,2.182610273,4236.867689,9395.805681,3453.721671
155721.16+253544.4,239.3381854,25.59569146,41.73754537,48.56584318,-27.38165271,2.917298555,4954.083682,8381.822145,-1
094524.95+423827.0,146.3539962,42.64085071,178.0512235,49.41976249,-25.44977195,2.332785606,2875.572505,2658.749656,2635.766578
095849.89-014148.3,149.7079084,-1.696775489,240.6289096,39.45720826,-23.10455428,1.369532108,-1,5786.150707,3353.839327
104756.33+034127.1,161.9847289,3.690877137,245.9871969,52.33882719,-24.95847263,2.86513257,4519.899221,2994.668441,-1
082419.72+174006.3,126.0821772,17.66843271,206.4941201,28.21417531,-25.01031633,2.682947636,3743.577883,5728.219913,-1
220334.43+001548.3,330.8934725,0.263417206,60.09632679,-41.27241315,-25.51129104,2.501831293,3021.601482,4556.45455,-1
165327.02+184510.4,253.3625986,18.75289251,38.02965396,34.16230315,-26.28305665,2.629731894,4847.062707,5677.062589,-1
022534.74+001822.3,36.39479129,0.306210508,166.2949689,-54.43981171,-20.70205552,0.229430452,-1,-1,-1
084755.34+045411.0,131.9805904,4.90307461,222.3918245,28.06723875,-26.56542212,3.105483055,4830.602719,5408.2439,-1
075930.38+125749.1,119.8766084,12.9636538,208.6599369,20.86182349,-27.0526782,2.717967272,4807.248679,5572.965465,-1
221347.94+124441.7,333.4497531,12.74492773,74.02068279,-34.75655855,-25.01082168,2.347275734,3835.66476,9372.02435,5571.903583
125015.47-005236.2,192.5644936,-0.876725552,302.3037887,61.99358295,-24.41477881,2.445380211,3543.40694,5458.682848,-1
234629.59-001026.1,356.6233155,-0.173933243,90.20672476,-58.85635102,-22.39370649,0.814288318,-1,-1,-1
153710.29+303953.7,234.2928967,30.66492931,48.61810676,53.75547456,-24.99369515,2.206399441,6498.10462,9938.146944,3184.115219
135555.72+003736.3,208.9821838,0.626770851,335.8891295,59.30770924,-24.93383528,2.975220919,3293.813197,2415.698321,-1
150417.35+355513.5,226.0723273,35.92042776,58.59946913,60.51796416,-25.96607312,2.614559889,-1,9205.578887,-1
153046.96-000406.1,232.6956964,-0.06838141,4.198435801,43.06740009,-25.50259394,2.318212986,4837.425916,11007.56251,-1
105112.37-015631.2,162.8015769,-1.942019747,253.2364179,48.97360817,-25.03031037,2.399399042,5306.932499,5258.665147,-1
154644.48+124511.0,236.6853348,12.75307195,22.49648488,46.62700527,-24.02687994,2.434956074,3743.844629,3837.784087,-1
142412.13+054033.6,216.0505657,5.676021371,352.9109476,59.22254816,-26.36568594,1.84414351,4796.626766,5263.075207,3324.740741
112819.64+381337.6,172.0818693,38.22713773,175.1783451,69.36220571,-25.80012192,1.642867446,5597.688159,-1,8061.520815
141959.66+060052.2,214.9986038,6.014512675,351.845555,60.18218575,-23.538782,0.868972898,-1,-1,-1
000234.56+032129.4,0.644005598,3.358187671,99.90756159,-57.31301193,-26.78329949,2.404055119,6300.68696,6824.230059,-1
082236.92+172827.1,125.6538387,17.47421188,206.5255072,27.7628379,-25.17254786,2.398349047,3843.422069,6271.852988,-1
120549.21+344124.1,181.455049,34.69003142,172.4039495,77.64886847,-26.35038069,2.265311003,5287.641574,5898.132176,3752.429742
105730.62+344304.2,164.3775899,34.71783337,188.5768855,64.51522847,-25.41512344,2.407471418,3275.477868,5749.482937,2462.179966
164557.18+294717.0,251.4882821,29.78806892,50.60708928,38.94855709,-26.89639012,2.422500372,6222.183408,7971.570173,-1
075713.56+223711.3,119.3065235,22.61982439,198.7858181,24.07778181,-26.00573657,3.230559826,4466.641795,-1,-1
134820.52+374354.7,207.0855244,37.73187337,78.03706503,74.01596311,-25.06024283,2.191265583,5084.649927,5183.899646,-1
080846.46+381257.9,122.1935936,38.21608912,182.7047079,30.90322172,-25.7871354,2.931629181,5502.31004,4958.419742,-1
102951.21+053854.3,157.4633954,5.648440271,239.0255194,50.0715506,-26.09694594,2.181995153,5861.343795,7453.820258,4897.562998
172005.47+361024.4,260.0227929,36.17346636,60.13804532,33.22733608,-26.08660228,3.3560462,3203.388324,-1,-1
134624.70-011510.5,206.6029172,-1.252930368,330.1257029,58.6857753,-26.3307316,2.804926157,5505.508136,5135.358301,-1
113513.98-022308.4,173.808279,-2.385685163,268.0425631,55.23835403,-24.47005086,2.467176437,4035.380784,-1,-1
150938.28+050524.4,227.4095327,5.090122894,5.347681417,50.40664004,-25.16520063,2.330949306,6610.760292,-1,-1
144509.05+333833.1,221.2877355,33.64255111,54.82024365,64.71554109,-25.34627695,2.189112425,7226.874325,6500.133496,3482.400193
101136.49+011433.1,152.9020614,1.24255128,240.1433919,43.78252101,-25.67494109,3.099869728,3799.492275,4571.635998,-1
080703.19+424620.1,121.7633289,42.77226311,177.4003331,31.42017521,-25.07538306,0.911649883,-1,-1,-1
123126.01+052138.1,187.8583758,5.36059882,289.6997909,67.71695819,-26.36693308,2.395194769,7251.644746,7380.31086,5253.940401
154352.34+144905.3,235.96812,14.81815624,24.81643371,48.13796349,-26.13381999,2.295626402,6543.013758,7135.750786,6059.811483
024602.60-000120.2,41.51087472,-0.022279315,173.1095777,-51.36958119,-25.88929532,3.176283121,4590.04344,5038.786722,-1
163705.37+123321.9,249.2724058,12.5561005,29.22088724,35.42932551,-27.05909986,2.518495798,5156.418293,-1,-1
081640.85+490703.4,124.1702135,49.11763635,170.1431573,33.81036686,-25.91798537,3.045559168,2156.639656,13404.85241,-1
115802.84+374142.0,179.51187,37.6950078,166.3383939,74.5835037,-23.72000266,1.32375145,-1,6683.787848,2636.227316
133936.92+013408.1,204.903838,1.568928308,329.2664748,61.95206291,-25.81543628,2.50063777,5342.581981,6791.51329,-1
131530.61+390923.3,198.8775617,39.15647795,101.8003926,76.96734935,-25.02195943,2.470610857,5319.090522,6417.163752,-1
155534.72+233618.3,238.8946669,23.60509681,38.67344523,48.48112405,-25.36923593,2.585516453,3167.547543,4848.313059,-1
124827.06+414434.7,192.1127756,41.74298428,125.1386178,75.37246827,-25.11697502,1.498373151,8340.450555,-1,-1
082521.96+502753.9,126.3415031,50.46498447,168.581951,35.26843851,-26.35672791,2.769561768,3453.620885,4435.971979,-1
