ra,dec,longitud,latitud,u,g,r,i
146.14257571,0.72891447,235.41607225,38.0196108,26.38896,21.919426,20.874697,20.755667
146.14201253,0.73093279,235.41355823,38.02029603,22.742157,23.300915,21.993641,20.973677
146.14378341,0.83283023,235.30837534,38.07967305,21.663578,23.675016,22.307962,21.246096
146.14498078,0.73622384,235.4101774,38.02574703,24.610817,23.838406,22.288321,21.287533
146.14401059,0.73527996,235.41046298,38.02441192,23.127892,23.299812,23.495258,21.765974
146.14774052,0.80522702,235.34008757,38.0672481,22.859386,24.990053,22.126425,22.363338
146.15072387,0.82582664,235.32070679,38.08140695,23.420284,24.569818,22.520817,23.245287
146.15128988,0.71099705,235.44106786,38.01658087,24.504568,23.675625,21.586624,20.675264
146.00413799,0.69716581,235.34936799,37.88768801,26.084101,24.088215,23.503883,21.735197
146.00669932,0.68285858,235.36612701,37.88166298,23.187309,24.479824,22.452295,21.856815
146.01483497,0.77135382,235.27967803,37.93863249,23.754511,23.826731,22.99828,21.651724
146.02790982,0.83717654,235.22034399,37.98674909,26.154268,24.605497,22.247728,21.662489
146.03279929,0.8207163,235.24106128,37.98143765,24.627094,22.625719,22.418427,21.915514
146.03559388,0.73387848,235.3337342,37.93443249,22.751381,23.70417,22.944555,22.052937
146.04134574,0.77240792,235.29766563,37.96105151,22.914734,23.651655,22.682915,21.74688
146.04436533,0.77537702,235.29674043,37.96522331,27.360619,22.67441,22.434216,21.601324
146.04614548,0.7844368,235.28856259,37.97183257,23.412212,23.390308,23.404999,21.943775
146.04790919,0.70613732,235.37154607,37.9287971,22.43996,23.931517,23.846111,21.85388
146.04808203,0.71282952,235.36469057,37.93274343,24.281515,22.874861,22.5688,22.359415
146.04991321,0.77617168,235.2999065,37.9702402,24.556725,23.208015,22.75942,21.236898
146.05804793,0.65086261,235.4364822,37.9056936,21.906082,22.740576,22.440132,21.025494
146.05974646,0.68782265,235.3991786,37.92811835,24.270388,23.811422,22.567314,21.256746
146.05961734,0.68880386,235.39806179,37.92857028,22.984442,22.736933,23.134907,22.119989
146.0600395,0.83340238,235.24741677,38.01106409,24.593311,23.740084,22.717453,21.31049
146.06015144,0.74550066,235.33930047,37.9612418,26.743956,24.159716,22.77507,22.488836
146.06058197,0.63659432,235.45317799,37.8996564,26.226625,24.013561,23.244705,22.728727
146.0613566,0.76433189,235.32051236,37.97293273,26.47879,23.541683,22.200508,21.054235
146.07266186,0.73505951,235.35921439,37.96560122,26.989185,23.785337,23.374136,21.628056
146.07828531,0.73714357,235.36109391,37.97141188,23.424891,23.926422,22.572027,22.825048
146.08033437,0.65075481,235.45267204,37.92395576,22.779097,23.278486,22.734705,21.939198
146.08306299,0.63680919,235.46917461,37.91825935,24.667562,24.098314,22.909182,22.764166
146.08324097,0.62946072,235.47696049,37.91422127,26.267662,24.679634,23.239332,22.293413
146.10137476,0.63850804,235.48062269,37.93427904,24.646339,23.719345,23.007986,22.992342
146.10513517,0.65499534,235.46615179,37.94675797,27.88273,23.934587,22.163887,21.804201
146.11098964,0.80086595,235.31813284,38.03453022,24.661503,24.746237,21.87039,22.007013
146.11266778,0.76835341,235.353307,38.01743726,26.053457,24.888977,23.826996,22.353415
146.11307307,0.83215316,235.2869351,38.05401299,25.488943,24.022112,22.451132,21.884396
146.12157744,0.68283284,235.44899529,37.97612214,27.016506,23.119759,22.259674,21.812174
146.12047371,0.7409834,235.38751767,38.00829845,23.138422,23.973104,22.865366,22.064161
146.12377455,0.67172718,235.46216462,37.97160643,23.357525,23.512131,24.36665,21.923601
146.1336,0.72285964,235.41591126,38.00878531,24.605923,23.364981,23.727631,22.50494
146.13833903,0.64006746,235.5056962,37.96554725,21.902334,22.28894,22.322529,21.33445
146.14092309,0.79472436,235.34614402,38.05567097,25.223495,22.891628,24.362911,22.241192
146.06192522,0.65345477,235.43657747,37.91035731,27.353439,23.153273,24.241261,23.072536
146.0785049,0.70620189,235.39353661,37.9539996,23.462133,24.639669,24.784657,24.344831
146.93901609,0.83581506,235.88407417,38.73447051,24.591726,22.552454,20.903131,20.960396
146.93821955,0.8346789,235.88468308,38.73316675,23.958672,23.610117,22.691345,22.224985
146.93929443,0.71783635,236.00812386,38.66704136,23.377831,22.39982,21.502291,21.100773
146.94055876,0.79836338,235.92454689,38.71427123,25.106277,24.150024,22.392675,21.576988
146.94047225,0.82985903,235.89140157,38.73225154,23.45993,23.179792,21.61101,20.716726
146.94218165,0.71750424,236.01059497,38.66921469,24.839537,22.780895,21.146563,20.568932
146.94159159,0.71589582,236.01184812,38.66780848,21.935793,23.694328,21.567762,20.406988
146.94327772,0.72690883,236.00153683,38.67551046,22.002823,23.330708,21.881889,20.767624
146.94350529,0.79978316,235.92522063,38.71749933,22.824593,22.985794,22.460648,21.544449
146.94251329,0.65606476,236.07524124,38.63419953,24.377045,23.720242,23.666458,21.405102
146.94720519,0.79674879,235.93112565,38.71879081,24.567343,22.71072,21.887798,20.432678
146.9491719,0.76380958,235.96715155,38.7015114,23.417067,23.810472,22.153744,22.167778
146.94925209,0.71358553,236.01990277,38.67275425,22.121771,22.858461,22.232859,21.280802
146.94951959,0.66051873,236.07572861,38.64249241,23.372139,24.0769,22.468836,21.763884
146.10078001,0.7660721,235.34711477,38.00636028,24.816137,22.147125,21.372475,20.757816
146.10142684,0.83877929,235.27161238,38.04818803,21.935789,21.563475,20.92906,20.259359
146.10575332,0.75090294,235.36654092,38.00182953,24.673697,22.661121,21.704281,21.216658
146.10609596,0.81118272,235.30382312,38.03636256,22.992493,22.725733,20.459352,19.666483
146.10707054,0.75541347,235.36278157,38.00547729,25.78281,22.952343,22.39748,22.123663
146.10973937,0.80792875,235.30985061,38.03751268,26.909092,23.591831,21.111446,20.334948
146.10930583,0.75524027,235.36457484,38.00721803,26.402567,22.240997,20.900129,20.317783
146.11146627,0.75424878,235.36716896,38.00843125,24.56341,22.664179,21.670586,21.211998
146.11086486,0.75178642,235.36930592,38.00653696,25.400333,22.448092,21.261919,20.492342
146.11157754,0.79167634,235.32815824,38.0297936,23.095642,21.611284,20.400217,19.979
146.11221872,0.7973445,235.32269838,38.03354133,21.822716,21.892113,19.911222,19.458588
146.11403928,0.75731771,235.36582065,38.01229256,22.498966,21.655252,20.260942,19.741529
146.11381928,0.75812334,235.36482066,38.01256929,27.654619,23.888842,22.464556,21.476204
146.1142312,0.70733533,235.41813015,37.98402537,24.696041,21.349695,20.697361,20.446196
146.11564648,0.75435584,235.3700727,38.01193057,23.276411,22.41527,20.886681,20.420149
146.11652278,0.80425611,235.31858017,38.04100948,23.654881,24.610153,22.001219,21.177628
146.11794674,0.63265974,235.49868542,37.94456844,24.775806,22.305748,21.604853,21.493896
146.1179773,0.63400172,235.49730893,37.94535787,22.216427,22.170895,21.570532,21.351538
146.11890004,0.83300179,235.29024912,38.0592907,25.883009,23.309427,22.147959,21.181993
146.12035693,0.81785328,235.30713514,38.05188782,22.454372,22.941353,21.88739,22.274593
146.12225121,0.75759251,235.37145838,38.01920406,21.480659,21.097059,20.28661,20.005489
146.12426708,0.74945605,235.3814095,38.01623605,21.191858,21.246721,20.417692,20.165462
146.12407788,0.79997699,235.32850099,38.044795,22.332644,21.781387,20.068521,19.377649
146.12406551,0.78464148,235.34451541,38.03607156,22.363508,22.552633,21.080381,21.255302
146.12612323,0.82411242,235.30475116,38.06018799,22.988333,22.642286,21.760612,21.115305
146.13105101,0.70042175,235.43748678,37.99392202,24.888456,23.598219,21.593954,20.819399
147.0178035,0.75850231,236.02320708,38.75466488,23.58918,22.691399,22.029747,21.216734
147.01807933,0.74462361,236.03797995,38.74692099,25.944771,23.567017,22.882759,21.787476
147.02657521,0.75688946,236.03135905,38.76092002,25.217503,22.292944,21.660995,21.577053
147.02130928,0.74441118,236.04058144,38.74944325,24.082676,22.5513,21.644045,21.868847
147.01691748,0.74727578,236.03434098,38.747493,23.770002,22.54361,21.799547,22.101751
147.03198561,0.7753401,236.01596797,38.77594245,21.171909,17.469856,16.25663,15.767405
147.02928763,0.77826151,236.0109127,38.77541088,23.386883,24.06786,22.023422,20.717245
146.90539726,0.75766907,235.94143674,38.66213377,21.91357,19.325623,18.388889,17.979591
146.90995688,0.76132203,235.94095121,38.66796333,23.834486,20.853554,19.369221,18.760017
146.90859761,0.75980688,235.94154366,38.66598128,24.458946,22.123566,21.683132,21.217632
146.95700948,0.69923454,236.04065699,38.67086361,22.247904,20.578367,19.448219,19.053329
146.99586417,0.78095271,235.98348826,38.74958625,23.96489,20.486763,19.167383,18.629108
147.00399587,0.72950325,236.04348107,38.72670932,20.56839,19.376925,18.692894,18.303864
147.00451888,0.72706536,236.04642432,38.72573682,22.728539,21.442787,20.388138,19.742723
147.0066883,0.72736328,236.0477089,38.72768423,22.419268,21.951496,20.182894,19.888525
147.00752866,0.72666426,236.04906073,38.72797009,24.362881,22.340303,21.281393,20.476948
147.00464744,0.79568457,235.97447727,38.7652323,20.860033,19.425686,18.637445,18.171894
147.0055094,0.7975656,235.97313513,38.76701749,24.413185,21.838659,21.02487,20.622198
147.02078051,0.70640687,236.08007288,38.72717777,22.585484,20.719986,19.492558,18.994022
147.02281261,0.66092719,236.12926281,38.70269552,21.025835,20.140907,18.336893,17.775532
147.02410618,0.65875339,236.13249479,38.70250316,22.016518,20.333261,19.165062,18.820055
147.02200738,0.66434575,236.12508586,38.70400261,24.195551,22.533991,20.803473,20.29003
147.02223108,0.66323286,236.1264173,38.70354607,23.405615,24.444376,22.103487,21.050257
147.04098228,0.70055473,236.10109526,38.74034474,20.478193,19.458183,18.640865,18.240038
146.98157574,0.73123975,236.02515928,38.70935264,21.595045,21.32168,20.598089,20.585052
146.98441405,0.8351907,235.91808702,38.77131325,23.819977,21.135023,19.990372,19.494864
146.98620371,0.81837899,235.93706929,38.76314086,23.046225,21.741755,20.427982,20.316418
146.99670579,0.79107775,235.97347374,38.75608498,25.376934,23.27449,22.78026,21.055393
147.04795476,0.67286713,236.13527467,38.73012937,21.391693,20.823267,19.545897,19.116745
146.93610192,0.658909,236.06754573,38.63058679,22.74766,21.685677,21.047106,21.048052
146.95864684,0.77203901,235.9654787,38.7139925,22.077396,22.056021,21.206114,20.748837
146.96471821,0.67030187,236.0766581,38.66055209,21.451265,21.086605,20.465183,20.20652
146.97163812,0.72620476,236.0231309,38.69832601,21.0888,21.20993,20.957645,20.914791
146.9771338,0.6545005,236.10235611,38.66162994,21.491383,20.532803,19.638739,19.320902
147.00991488,0.67299155,236.10711283,38.69908059,25.75511,24.176819,23.645748,21.962585
147.01398581,0.681397,236.10129862,38.70724352,21.463442,20.30477,19.669867,19.425665
147.01726856,0.8290084,235.94874689,38.79468396,21.103237,20.241734,19.837231,19.812204
147.02867339,0.6714771,236.12252073,38.71355666,25.19169,23.954203,21.794611,21.242867
147.05043321,0.83692501,235.96483244,38.82638943,25.943911,21.845091,20.110125,19.130093
147.04955216,0.83631029,235.96482998,38.82531454,21.419867,20.552547,19.847233,19.740158
146.90166091,0.71914835,235.97909473,38.6369779,24.357527,23.530302,24.504015,25.096212
146.90325061,0.79863288,235.89686778,38.68385692,24.693106,21.83182,20.526299,20.101332
146.90463911,0.77297839,235.92481514,38.67029021,22.975536,21.483692,20.256851,19.758427
146.90615821,0.77484177,235.92397494,38.67260321,24.115152,22.119698,20.80419,20.384922
146.90664888,0.7258436,235.97573818,38.64490423,23.254957,22.831863,22.726954,21.857441
146.90895294,0.81848798,235.88020461,38.69990614,23.016205,20.645107,19.42062,18.90189
146.90838978,0.82928651,235.86844942,38.70563016,21.944529,20.895954,21.264778,20.925121
146.90900716,0.74032187,235.9622856,38.65514127,23.271646,21.693861,20.514816,19.982094
146.90932289,0.68291164,236.0227088,38.6224525,22.524538,21.933096,20.954124,20.222178
146.91078386,0.68025494,236.02656635,38.62212379,22.232065,21.83882,21.453146,20.7868
146.91105164,0.74832849,235.95538856,38.66140852,26.213654,22.446545,21.672888,20.815697
146.91100393,0.71560347,235.98967515,38.64259493,23.432894,22.941772,22.240458,21.530079
146.9130228,0.65241481,236.05737974,38.60796661,22.402346,21.815657,21.085445,20.547268
146.91527133,0.75881098,235.94748953,38.67087656,25.574001,24.833044,21.584969,21.186047
146.91710096,0.70164623,236.00878772,38.63957651,24.512278,21.79417,20.285149,19.902575
146.91770221,0.70189452,236.0089697,38.64021115,25.218016,22.658693,21.48329,20.481962
146.91793049,0.80786159,235.89795402,38.70117467,22.786472,21.077684,20.060801,19.565466
146.91904821,0.78428381,235.92352973,38.68857697,22.534052,22.237432,22.337259,21.824045
146.91897061,0.79474879,235.91248655,38.694512,24.493494,21.611341,20.503101,20.005072
146.92320029,0.71471168,235.99957115,38.65206973,22.027832,24.079075,20.776655,20.462864
146.92447598,0.75866097,235.95440834,38.67833039,22.144791,20.705755,19.440195,19.025209
146.92492373,0.7918725,235.91987808,38.6977404,23.298674,21.310371,19.718006,19.188641
146.92667364,0.65191955,236.06793481,38.61885498,21.251226,20.20792,19.725584,19.481419
146.92646287,0.80163701,235.91075585,38.70459904,22.564459,23.102123,22.90801,21.652296
146.92745659,0.76046606,235.95470357,38.68180764,22.693798,22.243992,21.174124,20.550697
146.92909668,0.66453712,236.05649742,38.62808642,22.120291,21.056767,20.541027,20.243549
146.08985735,0.75852215,235.34712169,37.99308281,23.098761,23.91786,21.339279,20.613508
146.09328775,0.82734048,235.27770429,38.03499502,24.317272,23.368595,22.013359,20.909323
146.09279426,0.66749669,235.44421113,37.94372878,22.054426,22.155306,21.658966,21.035242
146.09399229,0.67353386,235.43878099,37.94814973,20.772625,22.838039,21.255817,20.511494
146.09399346,0.77020806,235.3379017,38.00312657,23.478504,22.238626,21.377157,21.37141
146.09423061,0.7588293,235.34995456,37.99685553,21.459108,23.843267,22.275896,21.003973
146.09722111,0.8197627,235.28845908,38.03393021,22.356913,22.732742,21.552271,20.473085
146.09768287,0.79018071,235.31970121,38.01751021,22.227108,22.501486,21.379421,20.602242
146.09756124,0.79388016,235.3157486,38.01951112,23.313715,24.392965,22.336432,21.169903
146.09757113,0.6351327,235.48139452,37.92923045,22.278997,24.794613,22.426413,21.410437
146.09844774,0.79528727,235.31491756,38.02104025,23.629095,22.032396,20.989849,20.182322
146.09942071,0.74631885,235.36675888,37.99401413,23.281778,23.443932,20.945147,20.251234
146.10128241,0.67390484,235.44365538,37.9543554,21.399916,22.146372,22.796093,22.09207
146.95538324,0.82900439,235.90325299,38.74398073,27.021748,22.846104,22.293016,22.496168
146.95595818,0.63298364,236.10931265,38.63193463,21.628645,21.546021,20.447498,20.204868
146.95580076,0.82391657,235.90890519,38.74140654,27.269815,23.00659,21.467077,21.11974
146.95778008,0.62989812,236.11388515,38.63165086,22.173319,22.640144,21.852907,21.6504
146.95825356,0.81662855,235.91836396,38.7392389,22.435976,20.588408,19.701345,19.163265
146.95801343,0.80713072,235.92816426,38.73359728,25.825361,23.07238,23.587021,23.550121
146.95819819,0.80139134,235.93432828,38.73045837,23.312399,23.118572,22.938896,23.743921
146.95967644,0.72275994,236.01794613,38.68655575,24.671591,21.672068,20.878313,20.688536
146.95971874,0.63059649,236.11458034,38.63363875,24.639845,23.10177,22.731169,23.040436
146.96214833,0.81184831,235.92624773,38.73968963,23.170994,21.226416,21.005926,21.067249
146.96330395,0.79546727,235.94430224,38.73124434,26.397387,21.461203,20.119869,19.689409
146.963231,0.79311242,235.9467217,38.72983377,24.614489,23.848505,22.519802,21.416828
146.96661749,0.80739795,235.93420666,38.74079964,21.657852,20.59329,19.729973,19.157774
146.96668613,0.83705093,235.9031021,38.75785387,22.780161,22.111942,21.174578,21.091372
146.96686119,0.7666836,235.97713931,38.71764726,25.614088,22.043444,20.773699,20.396498
146.96963543,0.65940748,236.09169453,38.65831507,22.775667,22.175522,20.937954,20.662029
146.97074294,0.82892494,235.91462321,38.75652035,23.340309,22.676319,21.779139,20.788166
146.97209607,0.79680873,235.94935651,38.73921577,23.824226,22.244011,20.448603,20.001554
146.97257677,0.64757437,236.10625899,38.65391916,24.57786,22.100338,20.3883,20.593969
146.97278678,0.67337464,236.07937554,38.66892059,22.426256,22.368494,22.215355,21.452822
146.97307114,0.71185705,236.03923525,38.69126085,23.090733,21.876324,22.158461,22.93609
146.97372704,0.82311445,235.92292166,38.75563457,24.594849,21.883114,20.909975,20.265921
146.97487533,0.6809056,236.07301828,38.67495706,21.560314,22.87055,21.19927,22.117594
146.97535222,0.68846128,236.06544764,38.67968921,22.359842,21.949091,21.526264,21.080492
146.98029432,0.83091157,235.91955596,38.76548469,22.007202,22.826965,20.877768,19.7008
146.98115685,0.82841963,235.92280796,38.76476301,24.175186,21.625027,20.85004,20.39319
146.98046151,0.82971667,235.92093426,38.76493657,23.486147,22.853699,21.873621,21.239128
146.98182032,0.6581328,236.10199964,38.66755229,22.265701,23.416027,21.371992,20.904711
146.98131451,0.65943444,236.10026289,38.66788674,21.780743,23.55073,21.49016,21.514023
146.98323058,0.73345235,236.02405501,38.7119779,21.961231,21.838303,20.584383,20.230225
146.98303548,0.83755925,235.91458394,38.77154129,24.411724,22.754667,21.412825,21.717894
146.98431114,0.7534383,236.00387602,38.72433587,24.662216,22.355751,21.053495,21.027746
146.98509513,0.74380944,236.01455843,38.71945076,24.899361,21.095364,20.057737,19.59074
146.985513,0.66676127,236.09567462,38.67553349,25.689848,22.9646,22.369871,21.369038
146.98450478,0.66585984,236.09587791,38.6741904,22.968512,23.406805,22.962049,22.248962
146.9861978,0.78629231,235.97077018,38.74473346,21.565405,20.035383,19.388056,18.865229
146.98766137,0.82688189,235.92920655,38.76921073,27.453215,24.584295,22.689905,22.484224
146.98633296,0.65537945,236.10820741,38.66966148,27.178766,23.035467,20.712961,19.710262
146.98968665,0.82943942,235.92800798,38.77233582,22.574276,23.343287,22.317677,21.685583
146.99065128,0.81875742,235.93994177,38.7670017,22.964464,22.263659,21.40283,21.718521
146.99221908,0.69569004,236.07028223,38.69764603,24.574488,22.010775,21.037935,21.588909
146.99312418,0.69672363,236.0698646,38.69898069,23.39732,22.728497,22.586893,21.672829
146.99291349,0.69910868,236.06720772,38.70017866,22.491013,22.127131,21.463791,21.465212
146.9947688,0.70937506,236.05780601,38.70759478,21.822084,21.900972,21.525517,20.96994
146.99552422,0.74663156,236.01927058,38.72960968,24.384438,22.181896,21.579807,21.349476
146.99628496,0.81164362,235.95155977,38.76753718,21.796059,21.949951,20.882364,20.709467
146.99661408,0.75291631,236.01347571,38.73410952,23.691263,24.124662,23.407743,21.777527
146.99908474,0.77440427,235.99273461,38.7484664,22.226868,20.940338,20.130245,19.651217
146.99931796,0.66198599,236.11084509,38.68408373,21.157351,20.473911,19.513699,19.10718
146.99926284,0.81662809,235.94851225,38.77283507,26.478382,22.212709,23.41379,23.931852
147.00114882,0.72447187,236.04666465,38.72148868,21.266922,20.817318,20.009914,19.649145
147.00138409,0.77436084,235.99447179,38.75032392,23.077221,22.256992,22.296207,21.802691
147.00085012,0.81462788,235.9517819,38.77298795,22.498436,22.059349,22.276535,21.616623
147.00205464,0.78037593,235.98864819,38.75432516,24.682749,23.009392,22.518442,20.903494
147.00233482,0.68867964,236.08508119,38.7018962,22.632435,22.764282,21.667873,21.077318
147.00365595,0.81279434,235.95577251,38.77423468,26.906214,22.573059,22.473608,22.047686
147.00389935,0.76056328,236.01080959,38.74446415,24.735472,21.692614,20.077919,19.490654
147.00562686,0.70409794,236.07133491,38.71344993,23.693624,21.593437,20.922104,20.278553
147.00589635,0.75658208,236.01645896,38.74381368,23.184004,22.889294,20.904675,20.207756
147.00668046,0.74784671,236.02620548,38.73944066,23.046164,22.001009,21.651979,21.596361
147.00786361,0.74693319,236.02803555,38.73988454,26.916462,22.144611,21.572529,21.712698
147.00851475,0.83120747,235.93999556,38.78877429,27.04475,22.83465,21.421053,20.822561
147.01005302,0.76727199,236.00829488,38.75335368,22.059971,21.458702,20.702259,20.44873
147.01001713,0.68673761,236.09277502,38.70706645,22.884289,22.641727,22.582783,21.489765
147.01047489,0.69232006,236.08725803,38.71064893,23.500444,22.859798,21.909121,21.152924
147.01183789,0.76215865,236.01497676,38.75187993,22.780293,22.037277,21.24338,21.247921
147.01170714,0.79468408,235.98072248,38.77043985,26.61265,22.191357,21.095613,20.302336
147.0116095,0.79347828,235.98191687,38.76966768,24.24975,23.704624,22.723389,22.367786
147.01250269,0.71561635,236.06431439,38.72569501,21.476574,21.685999,21.123417,21.096767
147.01268403,0.67139975,236.11082158,38.7004313,22.784252,21.993076,21.029739,20.683176
147.01454929,0.70799448,236.07381772,38.72299052,23.152809,22.332169,21.479712,21.122948
147.01524253,0.64602923,236.13929988,38.68793484,22.662943,22.175758,21.509645,20.907545
147.0166005,0.69836039,236.08543416,38.71913312,22.994244,21.879051,20.820354,20.215385
147.01945109,0.81398537,235.9661414,38.78785484,21.402267,20.940826,20.372961,19.986189
147.02305617,0.65540082,236.13523565,38.69971625,22.721031,22.114178,21.785917,22.122852
147.02393707,0.73304295,236.05444895,38.74506476,22.07773,21.508526,20.292,20.220469
147.02406548,0.76791761,236.01793135,38.76519703,22.395433,21.037146,19.9051,19.669697
147.02574094,0.82733611,235.95673813,38.80066446,23.439068,22.147484,21.408827,20.753389
147.0260486,0.73418976,236.05479985,38.74745184,21.84584,22.253574,21.649538,21.885752
146.00783639,0.73834364,235.30908714,37.91412684,26.059065,22.816109,22.06155,21.700205
146.04416108,0.7133732,235.36129772,37.92982732,22.87377,23.00177,22.204657,21.77519
146.04841987,0.63536291,235.44568857,37.88895627,21.924702,23.416693,22.308235,22.099985
146.05679966,0.75650259,235.32540174,37.96473572,25.793205,22.730253,22.060902,22.561943
146.07739875,0.71986773,235.37848242,37.96086114,23.424971,22.663103,22.297951,22.962152
146.07900681,0.83675963,235.25756894,38.02858485,23.887222,24.46471,22.950253,23.750948
146.14750778,0.75055599,235.39703703,38.03597723,23.274544,23.28677,22.124798,22.542959
146.04951177,0.74679895,235.33027867,37.95322504,26.610085,22.963182,22.41551,22.247021
146.08409655,0.70370883,235.40017037,37.95718058,22.598642,24.017206,22.364258,22.000534
146.15526877,0.6893857,235.466494,38.00754965,22.994455,22.478449,22.493488,22.076344
146.16001523,0.68294701,235.47664147,38.00778505,26.371786,23.770565,22.866842,21.548954
146.15849519,0.67568176,235.48312219,38.00239872,24.039587,24.883238,23.734623,21.519915
146.16652587,0.70378617,235.45960105,38.02500262,22.297882,22.338848,21.043097,19.97653
146.16114984,0.70833096,235.45097362,38.02316965,24.635231,23.106161,22.387331,21.517193
146.15918643,0.70903661,235.44881809,38.0219571,23.973248,24.668142,23.958565,21.547915
146.16620389,0.792772,235.36643318,38.07535949,22.308268,21.748661,20.258041,21.002911
146.17081822,0.7975123,235.36481043,38.08185015,23.044893,22.786583,21.189903,21.043152
146.1645526,0.78972662,235.36842347,38.07226947,20.449265,18.705944,18.563034,16.664341
146.16203763,0.79575719,235.3603049,38.07362884,26.702675,21.789356,21.833996,21.611692
146.1626552,0.80504127,235.35104721,38.07941414,24.880585,23.951546,23.429935,21.509621
146.16885088,0.8000051,235.36078455,38.08164852,22.507099,21.580643,21.999775,21.332882
146.17928326,0.79617795,235.37231838,38.08805471,23.132824,23.006231,21.81529,20.779152
146.17127758,0.79800961,235.36462292,38.08251033,23.199711,22.751673,21.523342,21.571087
146.16220042,0.80028915,235.35568574,38.07633883,26.055161,23.674784,21.648104,22.059328
146.15916324,0.80336642,235.3502768,38.07558892,23.807634,22.826746,23.868431,21.573153
146.17694087,0.78576062,235.38151453,38.08020511,24.644611,22.555204,23.313959,21.246902
146.17481882,0.79475862,235.37057792,38.08357559,23.900728,24.620295,21.522585,22.207838
146.17847,0.80528792,235.36220872,38.09256474,26.657541,24.907082,22.797295,21.993074
146.1895405,0.6892616,235.49139589,38.03564907,22.47633,23.695623,21.907564,20.74161
146.1887423,0.68166179,235.49874903,38.03066446,22.29355,22.561655,20.979115,20.344269
146.19061454,0.68728875,235.49423107,38.03540783,21.908472,20.91305,20.416775,19.80669
146.1819146,0.68991824,235.48519684,38.02975515,23.878021,22.258923,21.368391,20.482702
146.18172013,0.68403948,235.49119059,38.02624785,26.150778,23.33334,21.582615,21.252874
146.2096823,0.83859587,235.34992168,38.13717404,25.565521,22.495447,21.530226,20.322725
146.21075308,0.83775144,235.35157884,38.13757486,23.024292,22.39361,21.805223,20.974134
146.215754,0.83800676,235.35492482,38.14183448,24.604263,22.726128,22.505781,21.286839
146.23412365,0.78761367,235.42090538,38.12828777,24.546392,24.011574,21.669279,20.505182
146.23506925,0.75586582,235.45477248,38.11099813,22.685518,22.56778,22.054314,21.648138
146.23699771,0.75543343,235.45661873,38.11233707,25.068007,23.330301,21.916742,21.726828
146.23947917,0.75375053,235.46017263,38.11341914,22.376486,22.22385,21.49692,20.63719
146.22931864,0.75939384,235.44692603,38.10827838,25.221464,23.247385,22.64636,20.594959
146.23227727,0.75677817,235.45179889,38.10922215,26.670355,22.668617,22.410919,23.062695
146.23912854,0.75632092,235.4572329,38.11459431,26.785419,22.317801,21.808388,22.649101
146.25694128,0.71720415,235.51099022,38.1069588,21.598516,20.295385,19.843594,18.831593
146.25870808,0.70408311,235.52597247,38.10093432,21.475391,21.80497,20.834465,20.541615
146.28775536,0.74810847,235.50101562,38.14988681,23.56749,20.435404,19.959103,19.389656
146.29500066,0.75130805,235.50291953,38.15766417,22.873953,23.107794,21.503099,20.406483
146.28561693,0.73795911,235.51007311,38.14234795,27.507917,23.901234,23.731991,21.232922
146.28673555,0.75271809,235.49545899,38.15167477,24.333117,22.750559,22.415749,21.298115
146.29258333,0.75109567,235.50139017,38.15555685,22.407215,22.031143,21.591869,21.261578
146.28953898,0.75296953,235.49722636,38.15412169,24.321001,23.243465,23.283506,23.002205
146.28357655,0.75078135,235.49519561,38.14797552,23.731649,22.172215,21.927212,20.630688
146.28377726,0.74888755,235.49732004,38.14706148,25.413464,22.781151,22.001795,20.489141
146.28887589,0.75527242,235.49433912,38.15488863,21.384113,21.772625,21.436092,19.724808
146.28347687,0.74458094,235.50160312,38.14436103,25.620575,22.707827,23.302742,21.106058
146.28816379,0.75265172,235.49656253,38.15281021,22.985088,23.565365,23.072433,21.987345
146.28323415,0.74147452,235.50467376,38.14239253,26.38205,23.510874,22.046604,21.309399
146.15817552,0.83047726,235.32122057,38.09018074,21.920769,20.098038,18.981953,18.509993
146.15711979,0.83763317,235.31297566,38.09337671,22.404121,21.810745,20.9827,20.486317
146.17862833,0.78306331,235.38555188,38.08005953,24.781923,22.27713,20.925091,20.389235
146.18382755,0.82663829,235.34375396,38.1091069,20.8057,19.538588,18.604586,18.235428
146.23224476,0.81952718,235.38617456,38.14489412,27.527946,23.464569,21.29331,20.607079
146.24287004,0.69448721,235.52452507,38.0824521,23.756355,22.845308,21.754522,20.77751
146.24241419,0.66777317,235.55207808,38.06685111,22.219866,19.743002,18.238672,17.19128
146.2817145,0.69821565,235.5487636,38.11649252,20.835012,19.274494,18.493517,18.029087
146.97852165,0.67374286,236.08321028,38.6738252,24.258429,22.864687,23.304365,21.629604
146.9833942,0.64578827,236.11609432,38.66174274,23.895695,24.967102,23.270418,21.608826
146.98390303,0.74989501,236.00729477,38.72196773,25.535503,24.36883,24.153194,21.93049
146.99049461,0.68779845,236.0772879,38.69170048,23.496487,23.851362,22.823257,22.349869
147.00522288,0.83305535,235.93563211,38.78713702,23.627155,22.654741,22.034883,21.467297
147.00746393,0.74187997,236.03304486,38.73665586,21.931974,23.18074,22.450085,21.249527
147.01205847,0.65921187,236.12313782,38.69291168,24.084795,23.981516,23.316706,22.206316
147.02237727,0.69693299,236.09118632,38.72304013,24.638435,23.866066,22.95163,21.435781
147.02969801,0.67526688,236.11930219,38.71657421,24.450964,24.593571,22.920683,22.058025
147.02995975,0.7322566,236.0597096,38.74954248,24.484894,22.324677,23.875687,21.902426
