ra,dec,longitud,latitud,u,g,r,i
147.38945658,0.78556672,236.26947948,39.07421929,27.329672,23.870481,21.671362,20.878956
147.39182224,0.82375522,236.23102066,39.0981532,24.298609,23.789663,22.277842,21.624458
147.39492065,0.70888259,236.35421392,39.03446202,23.17774,23.204933,22.757135,21.65107
147.40134794,0.83128896,236.23015344,39.1102783,25.977657,24.071541,21.886068,20.744749
147.4025204,0.83361268,236.22857535,39.11257501,25.587229,22.979746,21.460848,20.790583
147.40317445,0.77537096,236.29039655,39.0795511,25.857286,21.87735,21.611887,21.512432
147.40374095,0.72418686,236.34467221,39.05049591,24.996775,24.08404,22.508041,21.47193
147.4057108,0.66405375,236.40935061,39.01739261,24.018444,22.978539,21.957766,22.13143
147.41116645,0.74445082,236.32887218,39.06825031,23.953012,23.605621,22.006762,21.271544
147.41335446,0.7082906,236.36853221,39.04917343,22.644642,22.915968,22.54981,22.390215
147.41988668,0.79086084,236.28649958,39.10213572,23.734175,22.364504,21.908871,21.807661
147.42077818,0.67851336,236.40535481,39.03804329,21.599697,23.160372,22.127661,22.065189
147.42209833,0.64604741,236.44045139,39.02036649,22.959368,23.282425,22.412071,21.79315
147.42199445,0.65989271,236.42582776,39.02828111,24.147751,24.253517,22.609077,22.146101
147.42637254,0.70463392,236.38205345,39.05769214,22.214775,22.843658,22.349491,22.327642
147.42891632,0.63839921,236.45355658,39.02151108,24.694328,23.455969,22.435886,21.968769
147.43374389,0.67271462,236.42109046,39.045278,26.362003,24.376831,22.259317,21.730215
148.44935122,0.69193298,237.16496685,39.88306719,22.195463,20.735966,20.168051,20.052691
148.46806523,0.80372343,237.06085062,39.96351354,21.27639,20.604239,20.125057,19.872704
148.46744742,0.8025433,237.06163165,39.96232345,23.239214,23.366322,22.057081,21.842888
148.47193002,0.69131263,237.18281558,39.90102747,21.092779,19.996817,19.228493,18.91111
148.47195487,0.65397614,237.22231731,39.87922393,22.182669,23.601767,22.69117,23.208466
148.47731127,0.68076619,237.19807006,39.89923003,22.583677,21.719671,20.988148,21.172609
148.48127577,0.68092783,237.20091969,39.9025415,21.491695,20.817179,20.192871,19.91946
148.4847291,0.65784254,237.22796307,39.89184655,22.627489,22.51136,22.129126,21.248608
148.48636783,0.65764495,237.22942109,39.89306067,22.753139,21.93462,21.827793,22.183887
148.48753688,0.65866647,237.22923182,39.89460639,23.698589,23.682943,22.930782,22.215019
148.49144664,0.71198327,237.17581179,39.92894249,21.450905,21.188242,20.128086,19.714197
148.49332348,0.72738154,237.16094316,39.93946139,21.735439,21.64571,20.835024,20.473585
148.49397749,0.76952828,237.1168081,39.96460317,21.716976,20.89765,20.205177,19.895565
148.50288077,0.76998195,237.12310816,39.97209634,22.716213,22.3895,21.609871,20.916512
148.50432838,0.72019043,237.17694011,39.94419079,20.908077,20.357557,19.937746,19.754915
148.51081417,0.73208053,237.1692947,39.95640124,21.446056,20.239428,19.716869,19.378092
148.39891919,0.71428024,237.10296542,39.8551771,25.280375,23.224916,22.170395,21.859358
148.40117029,0.80139265,237.01246127,39.90781002,25.293045,22.649996,22.315294,21.66103
148.40123415,0.63080028,237.19296724,39.80830054,22.799644,22.277924,21.203951,20.408394
148.39197866,0.67648015,237.13765939,39.82747504,24.33498,23.74897,22.000622,21.508221
148.39271341,0.7234013,237.08859936,39.85546038,22.688103,22.68502,21.451893,20.6425
148.39326951,0.64830591,237.16841588,39.81206685,22.91441,23.253883,22.394802,21.716309
148.39526225,0.8311995,236.97638984,39.92037573,22.578276,22.14893,21.364553,21.130867
148.3962421,0.75587516,237.05691666,39.8772698,24.850475,22.489882,21.955111,22.194391
148.3966026,0.66454151,237.15379389,39.82425617,23.483271,21.532833,21.006062,20.462543
148.39783035,0.81277708,236.99786305,39.91173082,22.556986,22.691742,22.556129,22.356369
148.25137479,0.82179812,236.87725991,39.79791226,22.689425,22.181501,21.197645,20.469015
148.25492694,0.77013549,236.93462548,39.7707406,22.601152,23.634235,22.237228,21.996088
148.25659823,0.75558324,236.9512843,39.76362658,23.832287,23.164112,22.061033,22.141716
148.25756332,0.66101409,237.05195528,39.70930311,23.48098,23.735025,22.502638,21.51684
148.25757927,0.68485065,237.02679262,39.72321423,25.764181,24.649334,22.606003,21.746204
148.2577322,0.79879696,236.90642169,39.78970233,27.278357,24.252445,21.67182,21.238008
148.25868385,0.69713866,237.0146474,39.7312742,24.073528,22.722141,22.47821,21.89584
148.26015197,0.81658089,236.88942844,39.80201676,25.00865,23.167479,22.586866,21.394953
148.26091395,0.69623825,237.01728874,39.73256172,23.302338,23.546001,22.656336,21.307192
148.26127755,0.67038965,237.04487,39.71778729,22.559845,22.961828,22.640669,21.676859
148.26184372,0.68249548,237.03251274,39.72530598,23.93243,23.587578,21.809919,20.937527
148.26191549,0.72078093,236.99211027,39.74767807,22.104773,24.635061,22.166759,21.135477
148.26465246,0.74859218,236.96477904,39.76610314,23.933498,23.412067,23.884531,22.369497
148.26448148,0.71420665,237.00100389,39.74593184,22.93084,22.900358,22.005886,22.361641
148.26578143,0.80889917,236.90182347,39.80212562,25.027803,22.626783,21.37595,20.815243
148.2667943,0.64830952,237.0723684,39.70938957,22.517485,23.291386,22.139118,21.270947
148.27152431,0.75121647,236.9672101,39.773217,26.769661,24.388573,21.945206,20.494165
148.27177316,0.74981949,236.96887606,39.77260583,25.982937,23.840185,22.506519,21.344244
148.27479966,0.71829685,237.00450037,39.75670052,24.296103,23.729677,22.804552,21.726515
148.27709395,0.64364379,237.08510505,39.71503225,23.064455,24.466963,21.791691,22.226791
148.27950586,0.76840675,236.95507354,39.78971573,26.03776,23.457928,21.818972,20.340025
148.2798156,0.78488799,236.93786902,39.7995635,23.291517,22.418673,21.805378,20.742554
148.28481366,0.74617853,236.98261015,39.78108325,21.973581,22.63809,21.382917,20.666821
148.28612035,0.75270043,236.97670242,39.78594501,23.923717,24.9657,22.693422,22.329891
148.28794367,0.73003799,237.00205165,39.77422333,23.068819,23.629353,24.71903,23.088034
148.29102143,0.776116,236.95564316,39.80356627,26.441158,22.992384,23.508875,23.049152
148.29354894,0.74148191,236.99419924,39.78544644,26.815126,23.634041,21.388792,21.125467
148.2960629,0.69380972,237.04650426,39.75970095,23.232037,23.346716,22.282927,21.447029
148.29692456,0.66020477,237.08266097,39.7407991,26.085995,23.755466,21.336174,20.307285
148.2986256,0.72091241,237.01980014,39.77758423,23.36087,24.703302,23.441174,21.625799
148.30170864,0.7781971,236.96154205,39.81346485,26.513969,23.709438,22.898821,22.220913
148.30591758,0.83381149,236.90584574,39.84926067,24.971338,22.395161,22.353191,22.385336
148.30722213,0.73515038,237.01126389,39.79286747,25.542519,22.920803,22.988636,22.60327
148.3163009,0.74560077,237.00709649,39.80633472,23.73974,23.842327,22.668377,22.300714
148.32065621,0.72483497,237.03236368,39.79776956,25.266483,24.563475,22.019815,20.695688
148.32088288,0.63947641,237.12273553,39.74815464,27.215729,23.04726,21.67473,20.956106
148.32230454,0.69199054,237.06833759,39.77995498,24.586452,23.377434,23.189344,22.216047
148.32495478,0.78399468,236.97303198,39.83573628,26.372656,23.331799,21.658588,21.121323
148.32557612,0.66786458,237.09631502,39.76853516,25.402187,23.548584,21.86179,21.158506
148.32627518,0.63999236,237.12628538,39.75283314,24.667572,22.578304,22.259167,21.670437
148.3269716,0.76710713,236.99243572,39.82753803,22.407587,22.413599,21.293903,21.273279
148.32711239,0.74902647,237.01167403,39.81711621,25.999977,22.83412,22.096905,21.555344
148.3271285,0.75917616,237.00094742,39.82304451,21.476009,21.612726,21.59091,21.128315
148.33090578,0.65342521,237.11561509,39.76443459,25.798862,24.015018,22.228937,22.364367
148.33273287,0.71431895,237.05264883,39.8014482,23.184732,24.344879,22.680662,23.183992
148.33423439,0.77695231,236.98752586,39.83917644,25.036293,23.493931,22.455391,22.440908
148.33333844,0.77649945,236.98732539,39.83818446,24.466717,23.940233,23.254204,21.541759
148.33832356,0.81074899,236.95484297,39.86218446,23.083469,23.295702,21.428154,20.43292
148.34240529,0.66403845,237.11313635,39.77996683,26.713535,24.963568,22.118694,20.929373
148.34666502,0.77602543,236.99793942,39.84873819,24.685976,22.813171,22.616983,22.455269
148.34922809,0.78801686,236.98718858,39.85780788,24.098663,24.322088,21.612747,21.266731
148.34976927,0.79447151,236.98076506,39.86200771,25.506121,22.881718,21.525406,20.648207
148.35228607,0.64860561,237.13694604,39.778978,22.861097,24.052448,22.78245,22.856535
148.35559836,0.69418663,237.09129488,39.8082744,22.623781,23.825256,22.649311,21.770329
148.35734072,0.76876281,237.01372947,39.85318072,22.481817,23.353321,22.352837,23.09985
148.35898545,0.73204298,237.05383462,39.8331088,22.570211,22.692364,22.038986,21.53825
148.35992066,0.81133816,236.97060492,39.88008252,23.959515,21.527393,21.450279,20.797678
148.35963981,0.67855044,237.11089296,39.80242983,24.475971,23.583353,22.68302,23.389505
148.36313591,0.77288466,237.01376591,39.86029166,24.898439,23.325609,22.101219,21.281593
148.36354737,0.72207231,237.06784532,39.83099876,23.379305,24.27998,22.101809,22.183662
148.36484507,0.68699511,237.10592152,39.81158545,23.168293,24.148956,22.918301,21.9692
148.36488911,0.68191603,237.11132388,39.808657,25.851345,23.896122,22.303299,21.415304
148.365142,0.7828716,237.00471544,39.86774143,25.53056,22.908484,22.762571,22.940941
148.36724267,0.69334473,237.10103105,39.81723801,23.174095,22.679026,21.585247,21.395964
148.3674159,0.72248127,237.07035174,39.8343794,22.205284,24.467791,22.028147,21.642912
148.36800625,0.77185817,237.01854997,39.86365036,26.44449,23.423023,21.925547,21.532623
148.36935312,0.81087998,236.97824965,39.88748217,23.745516,22.677402,22.069338,20.600269
148.3701467,0.71982009,237.07524064,39.83504476,26.946447,24.074963,22.483633,21.407448
148.37265539,0.80516573,236.9868093,39.88683733,24.090649,23.254864,22.785286,21.878511
148.37599063,0.72542842,237.07374772,39.84306277,23.020416,24.221962,23.053822,21.682865
148.3765629,0.75691963,237.04086067,39.86189358,24.951982,23.039337,22.903112,21.636677
148.37696646,0.6739879,237.12888119,39.81383324,27.460976,24.07021,22.617907,21.576159
148.37854837,0.77425434,237.0240186,39.87361275,24.729795,22.165607,20.727812,20.102186
148.37845673,0.76535115,237.03337488,39.86834815,21.759554,22.131004,21.12039,21.005869
148.3783534,0.65472684,237.15028992,39.80371122,21.892191,23.02651,22.506876,21.386534
148.38302294,0.69925313,237.10677498,39.83349955,21.754282,24.495653,22.337919,21.489706
148.38590169,0.65029651,237.16070966,39.80725021,26.508993,22.743341,22.116598,22.868958
148.38668611,0.68228445,237.12749987,39.82656769,22.772535,22.482603,21.891918,20.871363
148.38801709,0.65981135,237.15226405,39.81452479,22.656227,22.45241,21.560799,21.477873
148.38844653,0.79131694,237.01346861,39.89160014,23.145739,22.809025,21.887831,21.336342
148.38985261,0.72921005,237.0802803,39.85652643,21.924555,23.25108,22.180706,22.023737
148.3921988,0.79622029,237.01112528,39.89750651,22.080175,24.624281,22.187851,22.405602
148.39414855,0.63953172,237.17835402,39.80765328,24.533039,22.700237,20.855904,20.535868
148.39374476,0.65001162,237.16697498,39.81344912,26.292528,23.692165,22.730419,21.711512
148.39406019,0.80873419,236.9992826,39.90631152,22.628294,22.84012,22.424345,21.953804
146.84620989,0.6731679,235.98656934,38.56518361,21.684484,21.774193,21.426216,20.96649
146.8478809,0.69347609,235.96652127,38.57820421,22.341312,21.649874,20.279799,19.989925
146.85120662,0.754248,235.9052559,38.61577485,22.758089,23.617445,21.900372,20.871044
146.85034608,0.753795,235.90509942,38.61480998,25.597816,22.113798,21.99968,22.454971
146.85144761,0.70634513,235.95565307,38.58850732,21.851448,21.980574,20.878368,20.867367
146.85147116,0.80463488,235.85258295,38.64485728,23.198162,21.801805,20.835033,20.346642
146.85196066,0.77377067,235.88533004,38.62757993,22.128401,21.551954,21.293308,21.005249
146.85209279,0.79565379,235.86246518,38.64022346,21.947395,21.222111,19.693056,19.067583
146.851957,0.76354332,235.89605663,38.62171661,23.549965,22.247381,21.832211,21.59803
146.85301488,0.76469316,235.89562598,38.6232424,27.119879,22.915693,21.632681,21.652311
146.85275197,0.66984833,235.99484802,38.56863536,21.478075,21.854834,20.780119,20.306694
146.85483717,0.70341114,235.96121553,38.58960044,24.663609,22.514624,21.175304,21.261341
146.85580578,0.70921181,235.95584656,38.59372135,21.838606,22.107843,21.207197,21.461958
146.85868512,0.70390135,235.9635255,38.59303368,21.375708,20.77548,20.069094,19.953337
146.85998917,0.70535082,235.96296358,38.59493285,21.895103,22.367664,22.272942,21.889116
146.86032623,0.83888806,235.82311048,38.67172787,26.759144,22.541084,20.74296,20.129473
146.86094724,0.77906916,235.88636181,38.63797968,22.46632,22.188803,21.351887,21.089836
146.86132458,0.69091802,235.97906798,38.5877464,22.012917,22.61965,21.463888,20.885902
146.86136099,0.68936615,235.98072038,38.5868858,22.361671,22.176235,20.71804,20.409075
146.86024104,0.69108222,235.97810011,38.5869531,24.785982,23.9174,23.139975,22.649323
146.86214611,0.79707395,235.86834633,38.6492771,21.196001,20.813864,19.769386,19.436251
146.86241153,0.78967212,235.87630966,38.64525447,26.606672,22.323061,21.401304,21.346214
146.86494687,0.73566453,235.93482351,38.61637899,26.173403,22.411669,21.67391,20.613701
146.86643827,0.68018942,235.9940618,38.5857776,21.882559,20.935818,19.989277,19.910593
147.63688538,0.75845637,236.48222785,39.2606003,22.610487,22.833561,22.981125,21.262199
147.63754638,0.7849474,236.45479877,39.27645272,24.465456,23.798033,22.003769,21.173326
147.63929239,0.64109049,236.6075869,39.19464239,24.107054,24.496206,23.100245,22.184111
147.6399662,0.7506871,236.49271468,39.25862201,23.044462,23.402365,22.667381,22.685886
147.64084929,0.79151757,236.45033707,39.28294476,22.913462,23.891165,23.254965,21.394148
147.64277467,0.70270962,236.54534624,39.23315904,24.705864,23.43284,23.217888,22.008556
147.64498237,0.74715496,236.50018289,39.26067111,24.026201,23.195436,21.57148,20.067648
147.50364488,0.66892753,236.47709976,39.1001327,22.159735,24.526737,22.06208,21.316549
147.50696679,0.70799439,236.43848474,39.1254227,23.480658,24.586054,22.547861,22.032646
147.51002214,0.6865613,236.46330659,39.11552987,23.199827,23.476778,22.103973,21.664309
147.51373594,0.78731786,236.36001134,39.17675252,26.45192,23.312664,23.563774,21.721066
147.51703553,0.69314793,236.46160314,39.12505957,21.945486,24.373295,21.769232,20.982998
147.51787224,0.82451757,236.32388641,39.20159109,24.582937,23.144274,22.374788,21.960934
147.51890673,0.67506937,236.48201184,39.11613569,25.343723,23.714842,23.429661,21.057417
147.52433875,0.69550079,236.46456927,39.13237904,23.310244,24.784029,24.118904,21.923653
147.52980655,0.80436747,236.35400916,39.19971434,23.136627,23.982038,22.585777,22.006216
147.53639442,0.72698644,236.44041888,39.16041237,22.305563,23.725958,22.457981,21.746464
147.54992086,0.63059847,236.55188769,39.11570701,22.632288,24.663195,22.648726,21.603935
147.55006235,0.80490606,236.36852551,39.21656602,21.184092,22.77104,22.461254,21.185547
147.571333,0.70443302,236.49020325,39.17588486,22.822834,24.258352,23.215622,22.412111
147.57952623,0.72867068,236.47079971,39.19658265,22.045458,23.034925,22.45252,20.301645
147.59780951,0.68579303,236.52957461,39.18669999,25.445572,24.61314,22.816586,22.063948
147.60836045,0.67514535,236.54865478,39.18914296,23.74859,24.978914,23.323145,22.917736
147.62739753,0.77543943,236.45724617,39.26267614,21.845776,22.605103,22.898993,21.892017
147.62789969,0.79353825,236.43854164,39.27354412,23.673925,24.513021,24.040051,21.99164
147.62979184,0.74681427,236.48919867,39.24808256,23.839087,23.000847,22.692493,22.737036
147.63290505,0.77247291,236.46448398,39.26545585,26.653643,24.059622,22.108202,20.86524
147.64649699,0.82332821,236.42100236,39.3059318,25.529512,23.132887,22.050329,21.515068
147.50046353,0.80178092,236.33489589,39.17425746,23.523941,24.03676,22.626408,22.12677
147.54515195,0.73892901,236.43437202,39.17445991,24.245678,22.435886,22.773602,22.774097
147.53743175,0.69044692,236.4796433,39.14014051,25.500143,22.632551,21.674459,21.778688
147.58433692,0.63357994,236.57443551,39.14549385,23.016838,22.915876,22.139742,21.258739
147.5399362,0.80439764,236.36151932,39.2080036,26.495319,22.930719,22.526457,21.913261
147.5462027,0.76488117,236.40782423,39.19030754,23.326321,22.857006,22.053513,22.558815
147.56997315,0.74945874,236.44178449,39.20080074,26.895239,22.910141,22.364523,23.2516
147.61915872,0.77530401,236.45124056,39.25587418,19.945322,21.823229,21.955334,21.797447
147.53105817,0.68531967,236.48028643,39.13197577,23.163109,24.570292,22.422144,22.00495
147.53334228,0.7779689,236.38445817,39.18736523,22.380093,22.662722,23.153763,21.733385
147.5552079,0.79821907,236.37940677,39.21690798,26.859297,23.678347,22.45668,21.612005
147.60158133,0.8285221,236.38201742,39.27226368,26.470064,23.405481,23.370836,21.766369
147.62690703,0.7417255,236.49240606,39.24278662,21.599098,23.631741,24.011257,22.03023
147.6399371,0.8133764,236.42660422,39.29482947,24.552031,23.621323,22.06741,21.612976
147.64484083,0.83339764,236.40914216,39.31039523,21.428366,22.568613,22.009035,21.245386
147.68589313,0.72569214,236.5533665,39.28162061,23.118309,22.729021,22.091269,20.846357
147.68655624,0.72826815,236.55114875,39.28365185,22.827982,24.984365,22.332962,22.092136
147.68695264,0.75493735,236.52334018,39.29940712,24.530827,23.678621,23.147331,21.491734
147.68405837,0.748726,236.52772335,39.293453,25.379835,23.453838,23.464718,22.259172
147.68406395,0.74774233,236.52876405,39.29288868,24.364166,23.744772,22.213909,21.335915
147.69258761,0.78677444,236.49398472,39.32241703,22.385208,21.654089,20.746613,20.097298
147.71569536,0.81544907,236.48100725,39.35784841,23.103661,21.07073,19.868961,19.386337
147.7209904,0.78131505,236.5209782,39.34242806,21.841911,20.21909,18.844992,18.25198
147.72972019,0.63758912,236.67892757,39.26629847,23.883751,24.706385,21.7561,20.723608
148.45992503,0.73348242,237.12905247,39.91591458,22.50201,24.012518,22.475594,21.860964
148.46426835,0.66032329,237.20975199,39.87669902,22.884338,22.184956,21.138418,20.643179
148.46460817,0.63922043,237.232317,39.86463601,25.008211,23.022238,21.907234,20.89645
148.4656408,0.63841723,237.23395241,39.86500377,24.791521,23.090595,22.302757,21.665083
148.46789264,0.72729105,237.14167163,39.91876777,21.762833,22.629669,22.190571,21.551252
148.46844533,0.64832924,237.22561273,39.87307495,21.749043,23.282064,21.677526,21.068539
148.4688141,0.78644087,237.07973432,39.95404034,26.231243,22.309206,22.010317,22.056583
148.47130401,0.76326513,237.10617926,39.942539,24.535772,23.827074,22.3454,21.795691
148.47141995,0.76868972,237.10052264,39.94579883,24.654345,23.853355,21.81546,21.165752
148.47319417,0.73200016,237.14072302,39.92582123,23.394287,24.529137,22.230673,20.991486
148.47435711,0.80941501,237.05960537,39.97194368,23.001825,22.771139,21.923246,21.884026
148.48042082,0.76807339,237.10802664,39.95274731,24.634121,23.871319,23.416601,21.895693
148.48170442,0.74837403,237.12986743,39.9422898,22.990452,23.854065,22.270235,21.952925
148.48369703,0.78927742,237.08805622,39.96778119,24.628063,23.319662,21.580322,21.023296
148.48639794,0.80665028,237.07169959,39.98011022,22.9569,22.446417,21.649607,21.728273
148.48764618,0.77003516,237.1114502,39.95975841,23.016825,23.721354,22.349751,22.275915
147.60112637,0.65411358,236.56537845,39.17107083,21.35726,22.034271,20.797527,20.67948
147.60578117,0.6539371,236.56903961,39.17476354,21.492342,22.030457,23.389248,22.824375
147.60448896,0.65501955,236.56693656,39.17433697,23.025709,23.723986,21.756115,21.472374
147.60133348,0.64123315,236.57907872,39.16378226,22.190565,21.615093,21.084673,20.053102
147.59997609,0.64259512,236.57663281,39.16346412,24.204062,23.377924,22.039587,22.565031
147.59056273,0.64541629,236.56663835,39.15742237,23.977633,22.946577,22.290936,20.897543
147.60677428,0.64422351,236.57999776,39.16994921,25.115055,23.629118,21.994568,21.02668
147.60848798,0.64474043,236.58073339,39.17164552,25.403156,22.620827,22.532499,22.593313
147.59241306,0.64518874,236.56825909,39.15879966,23.273581,24.877895,23.072325,20.883772
147.60335148,0.65656277,236.56446396,39.17430253,24.248676,23.036911,24.345346,23.723757
147.62400178,0.73203296,236.50044625,39.23481107,24.628912,22.455561,21.36837,20.65164
147.62196956,0.73312676,236.49777721,39.23378639,22.881889,22.906485,22.699636,22.066683
147.6290845,0.66056673,236.57947169,39.19760074,22.605085,22.998028,23.141825,21.919008
147.6229581,0.70275236,236.53050016,39.21702275,21.678272,20.331148,18.959398,18.418003
147.62958806,0.70638372,236.53162778,39.22453079,23.602007,22.630077,21.733671,20.698978
147.6351215,0.70448614,236.53775872,39.22794525,21.857443,21.891413,21.188826,20.655413
147.63291352,0.69931922,236.54154913,39.22315511,24.596899,22.058306,20.734716,19.717451
147.62556746,0.69819058,236.53725078,39.21651094,22.699451,22.887251,21.370539,20.463182
147.62993157,0.70334911,236.53507944,39.22305516,21.688364,22.032068,21.411167,21.361509
147.6299004,0.69966396,236.53893552,39.22089723,23.978317,22.606628,21.434614,20.663218
147.62768834,0.6984214,236.53859181,39.21837441,23.378756,23.051369,22.675913,21.230453
147.63774529,0.70709805,236.53696824,39.23159684,22.735989,22.486412,21.808836,21.36585
147.63005163,0.70932638,236.5288764,39.22661165,22.851761,22.282616,21.50272,20.625515
147.6279843,0.70161283,236.53545304,39.22046258,23.092308,22.873444,22.642324,21.319996
147.63180948,0.70893294,236.53060276,39.22781741,22.591875,22.460487,21.962803,21.237328
147.63567747,0.70104222,236.54179969,39.22640607,24.073778,22.752661,23.000961,21.15324
147.63132453,0.7108053,236.52826964,39.2285052,24.141951,23.811872,22.476908,21.609835
147.63735272,0.69978061,236.54437946,39.2270422,25.415834,23.766607,22.464731,23.20145
147.50004041,0.64489866,236.49967341,39.08329823,19.240343,18.027317,17.422405,17.054787
147.50055121,0.83688823,236.2979579,39.19457485,20.785656,19.758034,19.284666,18.982502
147.50113033,0.83512922,236.30024326,39.19403387,22.151213,20.839684,19.9844,19.684269
147.51277041,0.76299839,236.38490866,39.16192693,26.000154,22.291676,22.184793,21.710672
147.51487645,0.73544105,236.41549039,39.14773345,19.696526,18.659864,18.07333,17.765772
147.5147366,0.83433323,236.31120456,39.20469033,21.104698,19.019043,17.911041,17.413515
147.52506591,0.67213535,236.48968701,39.1194645,25.940941,22.006638,20.986042,20.41309
147.52838788,0.770031,236.38913036,39.17873748,20.755249,19.262997,18.201378,17.713318
147.54774819,0.66767212,236.51128959,39.13538541,20.840059,19.188778,17.811348,17.293018
147.54830954,0.6704292,236.5088086,39.13743863,23.33268,21.799021,20.409128,20.017031
147.55383571,0.7668315,236.41145794,39.1976652,21.082399,19.746315,18.620665,18.029493
147.56255434,0.72154052,236.46565036,39.17861244,22.094345,22.635872,21.393856,21.319361
147.56857733,0.7060885,236.48640547,39.1745938,19.769209,18.644091,17.71612,17.298853
147.5704438,0.70719411,236.48663453,39.17675591,22.240406,22.168785,21.420628,21.013245
148.48654817,0.72484337,237.15846858,39.93248018,23.385256,22.958435,22.484352,21.378418
148.48762413,0.73519282,237.14833238,39.93939781,23.114271,22.249357,20.877434,21.828617
148.48882132,0.6400038,237.24994051,39.88473285,24.377981,21.94182,21.2038,20.620707
148.4889882,0.79305842,237.08807726,39.9742843,22.480549,21.691311,20.426891,19.890038
148.48878896,0.71194401,237.1738283,39.92676322,23.361801,22.670103,22.276266,22.24267
148.48967653,0.7176188,237.16849879,39.9307985,21.611147,22.294765,22.258205,22.028618
148.49079253,0.70159424,237.18630702,39.92234097,22.694046,22.773132,22.331675,21.230837
148.49159683,0.80115724,237.08147965,39.98112821,26.89362,23.582832,21.936481,21.36804
148.49215801,0.77249232,237.11228218,39.96485602,23.456776,20.757952,19.855103,19.444651
148.49190246,0.79572239,237.08747283,39.97820514,25.586401,22.156326,21.467035,20.94113
148.49296024,0.76380001,237.12210153,39.9604337,22.790539,22.339043,21.920366,21.897306
148.49359856,0.66067617,237.23172686,39.90069801,22.104988,22.281488,21.775379,21.51742
148.49378667,0.81574344,237.06768454,39.9914155,22.210218,23.177059,23.206833,23.027107
148.49513902,0.77351197,237.11347248,39.96787179,22.445002,22.864298,22.919456,22.617405
148.49584655,0.67714394,237.21602436,39.91215039,21.388548,20.66581,19.853247,19.231077
148.49633274,0.7677252,237.12051197,39.96546264,22.247265,22.563547,21.628201,21.971617
148.49672933,0.81871869,237.06677022,39.99554051,24.654348,21.919664,21.928909,21.036001
148.49701698,0.73767542,237.15285831,39.948472,24.984388,22.614094,21.744759,21.896107
148.49747706,0.74021648,237.15051801,39.95032922,22.623089,22.409672,21.846537,21.15712
148.49775328,0.72704459,237.16467442,39.9428595,23.190823,22.722918,22.075623,22.695621
148.49849542,0.82471155,237.06176054,40.00047037,23.605949,21.307402,20.480036,20.134743
148.49839527,0.82270791,237.06380849,39.99922034,25.587694,21.688137,21.114836,21.040094
148.49833772,0.77774581,237.1114225,39.97293973,25.447453,22.992153,22.397497,21.574577
148.50019418,0.71893346,237.1751201,39.94010182,25.64492,23.061197,22.065178,21.923948
148.50058837,0.75851032,237.13351431,39.96353759,23.27564,22.281189,21.554497,21.666874
148.50323033,0.74601186,237.14876406,39.95838404,21.698574,20.903557,20.255302,20.458296
148.50247647,0.74735377,237.14676896,39.95855512,23.278183,22.940348,22.454725,21.971169
148.50384529,0.72389026,237.17265572,39.94596106,25.011774,22.617796,21.380535,20.658154
148.50419545,0.69583305,237.20261667,39.92984892,22.049431,21.915449,20.726269,20.295336
148.5045517,0.65711785,237.24383916,39.90750104,21.68136,22.13513,21.404579,21.067993
148.50442979,0.63529907,237.26681336,39.89463813,23.232624,22.523914,21.404594,21.248535
148.50452857,0.76331273,237.13142869,39.96954026,24.627783,22.693892,21.321732,20.66897
148.50502259,0.78122414,237.11282824,39.98039738,26.554907,22.808403,21.379528,20.9133
148.50616313,0.74579125,237.15123222,39.96063555,22.437174,21.794054,21.057882,20.349985
148.50627934,0.71146678,237.18766042,39.94067665,23.159971,21.580212,20.960371,20.740494
148.51009217,0.66022679,237.24477606,39.91381323,27.237534,22.268167,21.499084,21.987736
148.51013719,0.74998463,237.14981919,39.96630987,24.797392,21.386099,19.969496,19.539856
148.51027114,0.76933868,237.12941962,39.97771994,22.08563,21.237715,19.910881,19.625216
148.51096477,0.75548328,237.14462569,39.97019282,23.078579,22.019028,22.071352,22.447807
148.51156619,0.70067755,237.20310823,39.93866086,26.001131,22.141539,21.837988,21.237833
148.51345642,0.65113433,237.25695666,39.91122309,24.630611,21.786474,20.791117,20.709324
148.51468904,0.71619896,237.18906182,39.95026598,22.57802,21.841282,21.414303,20.833509
148.51546779,0.80775608,237.09266217,40.00436278,22.19474,21.621193,21.562155,21.284901
148.51589338,0.7265937,237.17897561,39.95731749,26.095997,22.815622,21.139277,20.520954
148.51778156,0.83852807,237.06179152,40.02419312,22.338497,22.895329,22.299292,22.218922
148.51840155,0.67904703,237.23120645,39.9315598,21.947178,22.943453,22.11669,21.736898
148.5186259,0.69505926,237.21443571,39.94110376,22.429491,23.255907,21.281643,21.021496
148.5196298,0.64259266,237.2706961,39.91123172,22.424749,24.677816,22.738533,21.679739
148.5197514,0.68128841,237.22986415,39.93396508,21.942209,23.47617,22.422834,21.679026
148.52150668,0.72630714,237.18355764,39.9617049,25.698946,23.445869,21.999052,21.53384
147.54858919,0.6770568,236.50204611,39.14150009,21.999586,20.797878,19.580198,19.108667
147.55757273,0.67505897,236.51084659,39.14767212,22.805458,20.50708,19.157663,18.726219
147.55713969,0.67362885,236.51202833,39.14649212,25.50322,22.25288,21.443954,21.170977
147.56100804,0.66788527,236.5209544,39.14632433,21.521645,20.914259,19.743885,19.288208
147.5655513,0.64769417,236.54557602,39.13834665,22.426628,22.865952,22.187933,23.022312
147.56434036,0.83408917,236.34839156,39.24506637,21.016651,20.575438,20.065239,19.570412
