Name,ra,dec,GLAT,GLON
NGC7492,347.1086730957031,-15.628942489624023,-63.4900016784668,53.369998931884766
ROSLUND1,296.2620544433594,17.521963119506836,-3.4200000762939453,54.619998931884766
CR399,291.34552001953125,20.18343734741211,1.9600000381469727,54.68000030517578
NGC6802,292.64593505859375,20.27263832092285,0.9300000071525574,55.34000015258789
NGC6793,290.78472900390625,22.1809139251709,3.3399999141693115,56.189998626708984
H20,298.2846374511719,18.330724716186523,-4.670000076293945,56.29999923706055
NGC6838,298.4326171875,18.781362533569336,-4.559999942779541,56.7400016784668
CZERNIK40,295.6435546875,21.18596076965332,-1.0800000429153442,57.5
DOL-DZIM9,272.19512939453125,31.52620506286621,22.270000457763672,58.099998474121094
BERK48,297.2198486328125,21.19283103942871,-2.3499999046325684,58.2400016784668
ROSLUND3,299.67547607421875,20.486669540405273,-4.679999828338623,58.810001373291016
NGC6820,295.65887451171875,23.086048126220703,-0.1599999964237213,59.15999984741211
NGC6800,291.7945556640625,25.135526657104492,3.930000066757202,59.2400016784668
NGC6823,295.7828674316406,23.303260803222656,-0.15000000596046448,59.40999984741211
NGC6830,297.7608642578125,23.078519821166992,-1.8300000429153442,60.13999938964844
ROSLUND2,296.35516357421875,23.922435760498047,-0.28999999165534973,60.209999084472656
STOCK1,293.946044921875,25.21183967590332,2.259999990463257,60.2400016784668
DOL-DZIM5,246.84019470214844,38.07289505004883,43.88999938964844,60.880001068115234
DOL-DZIM6,251.3325653076172,38.27659606933594,40.369998931884766,61.5
CZERNIK41,297.6499938964844,25.16139793395996,-0.6700000166893005,61.869998931884766
NGC6815,295.2384338378906,26.834243774414062,2.049999952316284,62.220001220703125
NGC6885,302.9994812011719,26.483884811401367,-4.070000171661377,65.52999877929688
NGC6882,302.9240417480469,26.550243377685547,-3.9800000190734863,65.55000305175781
NGC6834,298.05230712890625,29.413177490234375,1.1799999475479126,65.69999694824219
BERK83,300.3346862792969,28.622865676879883,-0.9300000071525574,66.06999969482422
ISKUDARIAN,281.9866638183594,36.856788635253906,16.520000457763672,66.37000274658203
STEPHENSON,283.38739013671875,36.91343307495117,15.510000228881836,66.8499984741211
ROSLUND4,301.2326965332031,29.2099609375,-1.2599999904632568,66.95999908447266
NGC6846,299.0983581542969,30.35099220275879,0.8799999952316284,66.9800033569336
BERK52,303.58740234375,28.969635009765625,-3.140000104904175,67.9000015258789
NGC6940,308.6486511230469,28.306201934814453,-7.159999847412109,69.9000015258789
NGC6791,290.1878356933594,37.84507751464844,10.960000038146973,70.01000213623047
BERK84,301.2060241699219,33.859901428222656,1.2300000190734863,70.9000015258789
BERK49,299.9493713378906,34.60464859008789,2.5,70.9800033569336
ROSLUND5,302.5088195800781,33.76528549194336,0.25,71.4000015258789
BERK51,303.0062255859375,34.35066223144531,0.23999999463558197,72.12000274658203
BERK50,302.60198974609375,34.932350158691406,0.8399999737739563,72.41999816894531
NGC6871,301.4696960449219,35.777687072753906,2.0799999237060547,72.63999938964844
BIUR1,301.87103271484375,35.67934799194336,1.75,72.7300033569336
BIUR2,302.2980651855469,35.48110580444336,1.350000023841858,72.76000213623047
RUP172,302.92327880859375,35.633670806884766,1.0,73.1500015258789
NGC6883,302.8217468261719,35.84992599487305,1.190000057220459,73.29000091552734
DOLIDZE1,302.0408630371094,36.54672622680664,2.0999999046325684,73.5199966430664
DOLIDZE37,300.7559509277344,37.69140625,3.569999933242798,73.95999908447266
NGC6819,295.32830810546875,40.18482208251953,8.470000267028809,73.9800033569336
DOLIDZE3,303.91802978515625,36.78772735595703,0.9800000190734863,74.55999755859375
DOLIDZE4,304.44482421875,36.673179626464844,0.5699999928474426,74.70999908447266
IC4996,304.113037109375,37.63852310180664,1.309999942779541,75.36000061035156
DOLIDZE39,304.1115417480469,37.87185287475586,1.440000057220459,75.55000305175781
BERK85,304.7138671875,37.707603454589844,0.9599999785423279,75.68000030517578
BERK87,305.4175720214844,37.36040115356445,0.3100000023841858,75.70999908447266
DOLIDZE40,304.56268310546875,37.84033203125,1.1299999952316284,75.7300033569336
DOLIDZE41,304.8138732910156,37.741336822509766,0.9100000262260437,75.76000213623047
DOLIDZE42,304.9366760253906,38.12516403198242,1.0499999523162842,76.12999725341797
RUP173,310.4393310546875,35.54632568359375,-4.019999980926514,76.62999725341797
DOL-DZIM10,301.437744140625,40.527618408203125,4.650000095367432,76.63999938964844
BERK86,305.1083679199219,38.69252395629883,1.2599999904632568,76.66000366210938
NGC6913,305.98638916015625,38.52933120727539,0.6000000238418579,76.91999816894531
RUP175,311.29150390625,35.49946594238281,-4.599999904632568,77.0199966430664
DOLIDZE38,301.43292236328125,41.19427490234375,4.989999771118164,77.22000122070312
DOLIDZE5,305.12890625,39.375946044921875,1.6399999856948853,77.23999786376953
DOLIDZE36,300.62432861328125,42.10758590698242,5.989999771118164,77.66999816894531
IC1311,302.61041259765625,41.215797424316406,4.25,77.69999694824219
DOLIDZE2,302.4840393066406,41.36528396606445,4.409999847412109,77.77999877929688
DOLIDZE43,305.4258117675781,39.94379806518555,1.7799999713897705,77.83999633789062
RUP174,310.8818359375,37.047977447509766,-3.380000114440918,78.04000091552734
CR419,304.5183410644531,40.72352600097656,2.7899999618530273,78.08999633789062
ROSLUND6,307.208740234375,39.384117126464844,0.27000001072883606,78.12000274658203
DOL-DZIM11,312.7424011230469,35.95471954345703,-5.230000019073486,78.12000274658203
DOLIDZE10,306.5774230957031,40.1150016784668,1.1399999856948853,78.4800033569336
NGC6910,305.7709655761719,40.778507232666016,2.0299999713897705,78.66000366210938
DOLIDZE6,305.19036865234375,41.376216888427734,2.740000009536743,78.91000366210938
NGC6866,300.9353332519531,43.99224853515625,6.78000020980835,79.41000366210938
CR421,305.814697265625,41.69535827636719,2.5299999713897705,79.43000030517578
NGC6811,294.5484619140625,46.5648307800293,11.949999809265137,79.44000244140625
DOLIDZE11,306.6184387207031,41.44851303100586,1.899999976158142,79.58000183105469
ROSLUND7,313.1073303222656,37.922706604003906,-4.260000228881836,79.79000091552734
DOLIDZE9,306.41455078125,41.931053161621094,2.299999952316284,79.87999725341797
DOLIDZE8,306.1114196777344,42.26320266723633,2.6600000858306885,80.02999877929688
DOLIDZE44,307.41864013671875,41.718292236328125,1.5700000524520874,80.1500015258789
DOLIDZE45,317.24505615234375,37.60357666015625,-6.889999866485596,81.73999786376953
NGC7063,321.1112365722656,36.49922180175781,-9.899999618530273,83.08999633789062
BERK89,306.1582336425781,45.980106353759766,4.78000020980835,83.11000061035156
BERK54,315.8000793457031,40.465423583984375,-4.139999866485596,83.12999725341797
BERK88,305.3881530761719,48.07710266113281,6.400000095367432,84.54000091552734
BERK90,308.8348388671875,46.80711364746094,3.759999990463257,84.86000061035156
NGC6996,314.1184387207031,44.626338958740234,-0.4699999988079071,85.45999908447266
NGC7044,318.24578857421875,42.490230560302734,-4.130000114440918,85.87000274658203
BERK56,319.4281311035156,41.89401626586914,-5.179999828338623,86.04000091552734
BARHATOVA1,313.43109130859375,46.04060745239258,0.8399999737739563,86.19999694824219
CR428,315.79937744140625,44.582130432128906,-1.409999966621399,86.20999908447266
NGC6991,314.17352294921875,47.40989685058594,1.3899999856948853,87.52999877929688
NGC7039,317.7992858886719,45.65547180175781,-1.7300000190734863,87.95999908447266
IC1369,318.0357971191406,47.739601135253906,-0.41999998688697815,89.58999633789062
NGC7062,320.8059387207031,46.38169479370117,-2.7200000286102295,89.93000030517578
BERK91,317.9300231933594,48.47259521484375,0.12999999523162842,90.06999969482422
BERK53,314.1438903808594,51.026512145996094,3.6600000858306885,90.33999633789062
NGC7067,321.04608154296875,48.01578140258789,-1.6699999570846558,91.19000244140625
NGC7082,322.3576354980469,47.08639907836914,-2.950000047683716,91.19000244140625
NGC7031,316.8319091796875,50.83567428588867,2.259999990463257,91.31999969482422
NGC7092,323.0517883300781,48.43846130371094,-2.2799999713897705,92.45999908447266
BERK55,319.1846618652344,51.776676177978516,1.840000033378601,93.0199966430664
IC5146,328.35723876953125,47.26968765258789,-5.5,94.38999938964844
NGC7086,322.6274719238281,51.587242126464844,0.20000000298023224,94.41000366210938
NGC7209,331.29937744140625,46.493568420410156,-7.340000152587891,95.51000213623047
BARHATOVA2,326.07208251953125,51.21368408203125,-1.5099999904632568,95.75
NGC6939,307.8507995605469,60.636985778808594,12.300000190734863,95.87999725341797
NGC7128,326.00347900390625,53.71352005004883,0.41999998688697815,97.3499984741211
NGC7127,325.97119140625,54.613441467285156,1.1200000047683716,97.91000366210938
BERK92,321.2925720214844,57.49998092651367,5.010000228881836,97.94000244140625
NGC7243,333.8193359375,49.882591247558594,-5.550000190734863,98.86000061035156
IC1396,324.76361083984375,57.493465423583984,3.7300000190734863,99.29000091552734
IC1434,332.621337890625,52.82997131347656,-2.700000047683716,99.93000030517578
IC1442,334.12255859375,54.049930572509766,-2.200000047683716,101.36000061035156
NGC7245,333.8190002441406,54.33261489868164,-1.8700000047683716,101.37000274658203
NGC7226,332.62957763671875,55.4133415222168,-0.6000000238418579,101.41999816894531
KING9,333.8688659667969,54.39938735961914,-1.8300000429153442,101.44000244140625
NGC7296,337.049560546875,52.28916931152344,-4.630000114440918,101.88999938964844
NGC7235,333.1444396972656,57.281166076660156,0.7799999713897705,102.72000122070312
NGC7772,357.9373474121094,16.2614803314209,-44.27000045776367,102.75
BERK94,335.6709289550781,55.8531494140625,-1.1799999475479126,103.0999984741211
BERK96,337.35955810546875,55.406436920166016,-2.059999942779541,103.66999816894531
CR427,314.8753356933594,68.16279602050781,14.34000015258789,103.93000030517578
BERK98,340.7958068847656,52.41243362426758,-5.670000076293945,103.94000244140625
NGC7023,315.1274719238281,68.16365814208984,14.270000457763672,103.98999786376953
NGC7160,328.4346008300781,62.603363037109375,6.449999809265137,104.0199966430664
NGC7261,335.1018981933594,58.0853385925293,0.8600000143051147,104.04000091552734
NGC7281,336.1862487792969,57.837520599365234,0.3400000035762787,104.4000015258789
BERK93,329.048095703125,63.93826675415039,7.320000171661377,105.08000183105469
NGC7129,325.3341979980469,66.09519958496094,9.979999542236328,105.26000213623047
NGC7142,326.4742126464844,65.79829406738281,9.449999809265137,105.41999816894531
BERK95,337.08367919921875,59.12260055541992,1.190000057220459,105.47000122070312
BERK97,339.88031005859375,59.010948181152344,0.3700000047683716,106.66000366210938
NGC7380,341.74957275390625,58.097286224365234,-0.8999999761581421,107.08000183105469
CZERNIK42,339.95025634765625,59.87773513793945,1.1100000143051147,107.11000061035156
BERK57,343.8194274902344,57.13362503051758,-2.25,107.6500015258789
KING18,343.0330810546875,58.28252410888672,-1.0299999713897705,107.7699966430664
KING10,343.73382568359375,59.16684341430664,-0.4000000059604645,108.48999786376953
NGC7429,343.9814453125,59.98385238647461,0.2800000011920929,108.94999694824219
NGC7419,343.5733947753906,60.83329391479492,1.1399999856948853,109.12999725341797
NGC7686,352.54754638671875,49.125797271728516,-11.630000114440918,109.5199966430664
CR285 UMa Mov Cl,220.28057861328125,69.5707778930664,44.86000061035156,110.25
DOLIDZE46,350.4713134765625,55.774261474609375,-4.920000076293945,110.5199966430664
KING19,347.0790100097656,60.52099609375,0.15000000596046448,110.56999969482422
CR471,331.78729248046875,71.9949951171875,13.079999923706055,110.87999725341797
NGC7510,347.885498046875,60.57185745239258,0.05000000074505806,110.95999908447266
MARK50,348.81866455078125,60.4727897644043,-0.20000000298023224,111.36000061035156
STOCK12,354.3031005859375,52.426815032958984,-8.470000267028809,111.44999694824219
STOCK11,353.2160949707031,55.47621154785156,-5.369999885559082,111.76000213623047
NGC7654,351.0587463378906,61.591400146484375,0.46000000834465027,112.76000213623047
CZERNIK43,351.43798828125,61.308353424072266,0.12999999523162842,112.83000183105469
KING20,353.3359680175781,58.50961685180664,-2.8299999237060547,112.87000274658203
BERK102,354.6744689941406,56.64365768432617,-4.820000171661377,113.0199966430664
BERK100,351.6566467285156,63.74184799194336,2.4000000953674316,113.72000122070312
CZERNIK44,353.3783264160156,61.90964126586914,0.4099999964237213,113.9000015258789
BERK103,356.3081970214844,59.31098556518555,-2.4800000190734863,114.55999755859375
BERK101,353.3717956542969,64.20963287353516,2.609999895095825,114.58000183105469
STOCK17,356.5059814453125,62.17771530151367,0.10000000149011612,115.33000183105469
NGC7789,359.2579040527344,56.7282829284668,-5.360000133514404,115.48999786376953
KING21,357.464111328125,62.71131896972656,0.6800000071525574,115.94000244140625
BERK99,350.3974304199219,71.75755310058594,10.109999656677246,115.94999694824219
KING12,358.24700927734375,61.96147918701172,-0.12999999523162842,116.12000274658203
H21,358.5246276855469,61.76152420043945,-0.3700000047683716,116.20999908447266
STOCK19,1.09624445438385,56.02830505371094,-6.25,116.37000274658203
NGC7788,359.1806640625,61.39493942260742,-0.7900000214576721,116.43000030517578
NGC7790,359.6094970703125,61.211639404296875,-1.0099999904632568,116.58999633789062
BERK58,0.0382625013589859,60.9616584777832,-1.2899999618530273,116.75
CZERNIK45,359.07818603515625,64.54492950439453,2.299999952316284,117.05000305175781
KING11,356.949462890625,68.62784576416016,6.46999979019165,117.16000366210938
NGC7762,357.4566955566406,68.0279769897461,5.840000152587891,117.19999694824219
STOCK18,0.39143139123916626,64.64498901367188,2.2799999713897705,117.62999725341797
BERK104,0.8710380792617798,63.59497833251953,1.2200000286102295,117.62999725341797
CZERNIK1,1.9299052953720093,61.41155242919922,-1.0199999809265137,117.7300033569336
BERK1,2.4083991050720215,60.42814254760742,-2.0299999713897705,117.79000091552734
KING13,2.535081148147583,61.21145248413086,-1.2599999904632568,117.9800033569336
BERK59,0.6444466710090637,67.3783187866211,4.949999809265137,118.25
DOL-DZIM1,41.84732437133789,17.19183349609375,-37.52000045776367,158.63999938964844
BERK60,4.4262375831604,60.96095275878906,-1.6399999856948853,118.8499984741211
BERK2,6.316364765167236,60.39348220825195,-2.309999942779541,119.69999694824219
KING1,5.492476463317871,64.39386749267578,1.7000000476837158,119.75
NGC103,6.31838321685791,61.343482971191406,-1.3799999952316284,119.80000305175781
STOCK20,6.2204203605651855,62.643531799316406,-0.07999999821186066,119.88999938964844
STOCK21,7.520964622497559,57.97615051269531,-4.789999961853027,120.0999984741211
NGC129,7.475708484649658,60.22617721557617,-2.5399999618530273,120.25
NGC136,7.882552623748779,61.52592468261719,-1.2599999904632568,120.55999755859375
NGC133,7.81226921081543,63.35930252075195,0.5699999928474426,120.66999816894531
KING 14,7.963074684143066,63.15920639038086,0.36000001430511475,120.72000122070312
KING15,8.236637115478516,61.85902786254883,-0.9300000071525574,120.75
NGC146,8.266361236572266,63.29234313964844,0.49000000953674316,120.87000274658203
NGC110,6.833087921142578,71.3932113647461,8.609999656677246,121.0
NGC189,9.898674011230469,61.07447814941406,-1.7699999809265137,121.51000213623047
BERK3,9.92701244354248,61.95779037475586,-0.8799999952316284,121.55000305175781
DOLIDZE12,10.200509071350098,60.857566833496094,-2.0,121.63999938964844
CZERNIK2,10.929152488708496,60.15694046020508,-2.700000047683716,121.97000122070312
NGC225,10.85964584350586,61.79033660888672,-1.0800000429153442,121.98999786376953
KING16,10.920409202575684,64.1902847290039,1.3300000429153442,122.08999633789062
BERK4,11.37590503692627,64.40653991699219,1.5399999618530273,122.29000091552734
BERK61,12.12475872039795,67.23916625976562,4.369999885559082,122.6500015258789
NGC188,11.093727111816406,85.34034729003906,22.459999084472656,122.77999877929688
DOLIDZE13,12.510627746582031,64.1387710571289,1.2699999809265137,122.77999877929688
KING2,12.761482238769531,58.188507080078125,-4.679999828338623,122.87999725341797
NGC272,12.833940505981445,35.83843231201172,-27.030000686645508,122.91000366210938
NGC281,13.209101676940918,56.62136459350586,-6.239999771118164,123.12999725341797
BERK62,15.260947227478027,63.952335357666016,1.100000023841858,123.98999786376953
CZERNIK3,15.783620834350586,62.801673889160156,-0.03999999910593033,124.2699966430664
NGC366,16.612516403198242,62.23391342163086,-0.5899999737739563,124.68000030517578
NGC381,17.087636947631836,61.58325958251953,-1.2200000286102295,124.94000244140625
STOCK3,18.07596778869629,62.33184814453125,-0.4699999988079071,125.36000061035156
NGC433,18.818017959594727,60.13072967529297,-2.5999999046325684,125.9000015258789
NGC436,18.91097068786621,58.81391525268555,-3.9100000858306885,126.06999969482422
NGC457,19.764554977416992,58.32923889160156,-4.349999904632568,126.55999755859375
NGC559,22.371444702148438,63.30814743041992,0.75,127.19000244140625
BERK8,30.27193832397461,75.57511901855469,13.300000190734863,127.33000183105469
CR463,27.0950870513916,71.94888305664062,9.5600004196167,127.37000274658203
NGC609,24.300983428955078,64.55452728271484,2.109999895095825,127.83000183105469
NGC581,23.30765151977539,60.70640182495117,-1.7599999904632568,128.02000427246094
CZERNIK4,23.842849731445312,61.438720703125,-0.9900000095367432,128.16000366210938
TR1,23.91720199584961,61.288578033447266,-1.1399999856948853,128.22000122070312
