Name,ra,dec,GLAT,GLON
DOLIDZE29,277.8479309082031,-6.6302642822265625,1.409999966621399,24.739999771118164
DOLIDZE31,278.7239074707031,-6.84271764755249,0.5400000214576721,24.959999084472656
NGC6712,283.2574462890625,-8.704426765441895,-4.320000171661377,25.350000381469727
DOLIDZE30,278.219970703125,-6.028465747833252,1.3600000143051147,25.450000762939453
NGC6683,280.5460510253906,-6.283973217010498,-0.8100000023841858,26.280000686645508
CR350,267.0343933105469,1.3007333278656006,14.670000076293945,26.739999771118164
NGC6705,282.7707824707031,-6.273373126983643,-2.7699999809265137,27.309999465942383
BASEL1,282.0437927246094,-5.843489646911621,-1.9299999475479126,27.360000610351562
DOLIDZE34,280.48785400390625,-4.584231853485107,0.019999999552965164,27.770000457763672
DOLIDZE33,280.1619873046875,-4.402455806732178,0.3700000047683716,27.780000686645508
DOLIDZE32,280.1105651855469,-4.102698802947998,0.5600000023841858,28.030000686645508
NGC6426,266.2253723144531,3.1634998321533203,16.239999771118164,28.09000015258789
NGC6704,282.7156982421875,-5.206955909729004,-2.2300000190734863,28.229999542236328
TR35,280.73565673828125,-4.133041858673096,-0.009999999776482582,28.290000915527344
MEL186,270.2766418457031,2.8998312950134277,12.539999961853027,29.75
IC4665,266.5628967285156,5.715167045593262,17.079999923706055,30.610000610351562
BERK79,281.29669189453125,-1.2136627435684204,0.8399999737739563,31.139999389648438
BERK80,283.621826171875,-1.2526183128356934,-1.25,32.16999816894531
BERK81,285.3933410644531,-0.510931670665741,-2.490000009536743,33.630001068115234
NGC6994,314.76068115234375,-12.63846206665039,-33.95000076293945,35.72999954223633
NGC6633,276.8840026855469,6.565243244171143,8.279999732971191,36.09000015258789
BERK42,286.28216552734375,1.8765889406204224,-2.190000057220459,36.16999816894531
NGC6760,287.93609619140625,1.0509402751922607,-4.050000190734863,36.189998626708984
DOL-DZIM7,257.64007568359375,15.539085388183594,29.190000534057617,36.290000915527344
IC4756,279.73968505859375,5.445634841918945,5.260000228881836,36.369998931884766
CZERNIK38,282.4174499511719,4.925075531005859,2.640000104904175,37.119998931884766
NGC6755,286.94622802734375,4.229711055755615,-1.7000000476837158,38.54999923706055
CZERNIK39,286.8959045410156,4.296144008636475,-1.6200000047683716,38.599998474121094
CR401,294.58953857421875,0.3311091661453247,-10.260000228881836,38.63999938964844
NGC6756,287.16912841796875,4.680753231048584,-1.690000057220459,39.060001373291016
NGC6709,282.8663024902344,10.343935012817383,4.699999809265137,42.15999984741211
NGC6738,285.3607177734375,11.60571575164795,3.0899999141693115,44.400001525878906
BERK43,288.88861083984375,11.222113609313965,-0.17000000178813934,45.650001525878906
BERK82,287.8543701171875,13.067357063293457,1.5800000429153442,46.81999969482422
DOL-DZIM8,261.5420227050781,24.191164016723633,28.81999969482422,47.040000915527344
DOLIDZE35,291.5877380371094,11.60110855102539,-2.3299999237060547,47.22999954223633
KING25,291.1275634765625,13.699045181274414,-0.9399999976158142,48.869998931884766
BERK45,289.79217529296875,15.709644317626953,1.149999976158142,50.029998779296875
KING26,292.2474670410156,14.87078857421875,-1.3300000429153442,50.40999984741211
BERK47,292.1600341796875,17.40375518798828,-0.05000000074505806,52.599998474121094
BERK44,289.2974853515625,19.557418823242188,3.359999895095825,53.220001220703125
