id,longitud,latitud,radio,distancia
#         deg      deg     kpc   kpc
  605, 045.122, +00.133,  6.2,  6.0
  606, 045.129, +00.131,  6.2,  6.0
  607, 045.132, +00.128,  6.2,  6.0
  608, 045.133, +00.146,  6.2,  6.0
  609, 045.133, +00.133,  6.2,  6.0
  610, 045.195, -00.439,  6.0,  6.0
  611, 045.197, +00.740, 11.2, 15.5
  612, 045.391, -00.724,  6.4,  8.0
  613, 045.453, +00.045,  6.3,  7.7
  614, 045.463, +00.028,  6.2,  7.4
  615, 045.466, +00.045,  6.1,  6.5
  616, 045.467, +00.136,  6.1,  6.0
  617, 045.470, +00.134,  6.1,  6.0
  618, 045.475, +00.130,  6.3,  7.7
  619, 045.485, +00.144,  6.1,  6.0
  620, 045.542, -00.006,  6.3,  6.0
  621, 045.544, -00.035,  6.3,  6.0
  622, 045.634, -00.016,  8.1, 11.4
  623, 045.806, -00.353,  6.2,  5.9
  624, 045.825, -00.290,  6.1,  6.6
  625, 045.839, -00.295,  6.1,  5.9
  626, 045.933, -00.402,  6.1,  5.9
  627, 046.114, +00.397,  6.3,  5.9
  628, 046.174, +00.533,  8.3, 11.5
  629, 046.213, +00.548,  8.3, 11.5
  630, 046.495, -00.240,  6.3,  4.7
  631, 046.948, +00.371, 12.1, 16.2
  632, 047.028, +00.216,  6.3,  5.8
  633, 047.095, +00.492, 13.3, 17.5
  634, 047.100, +00.480, 13.6, 17.8
  635, 048.418, +00.118,  7.8, 10.2
  636, 048.548, -00.005,  7.7,  9.9
  637, 048.599, +00.045,  7.7, 10.0
  638, 048.604, +00.023,  7.7, 10.0
  639, 048.630, +00.230,  8.1, 10.7
  640, 048.635, +00.231,  7.9, 10.3
  641, 048.679, +00.225,  8.0, 10.4
  642, 048.923, -00.284,  6.4,  5.4
  643, 049.003, -00.302,  6.4,  5.4
  644, 049.052, -00.254,  6.4,  5.4
  645, 049.078, -00.375,  6.4,  5.4
  646, 049.163, -00.066,  6.4,  5.4
  647, 049.163, -00.213,  6.4,  5.6
  648, 049.201, -00.365,  6.4,  5.4
  649, 049.267, -00.337,  6.4,  5.5
  650, 049.287, -00.057,  6.4,  5.5
  651, 049.355, -00.298,  6.5,  5.5
  652, 049.358, -00.300,  6.5,  5.5
  653, 049.380, -00.264,  6.6,  5.5
  654, 049.381, -00.170,  6.6,  5.5
  655, 049.390, -00.325,  6.5,  5.5
  656, 049.395, -00.367,  6.5,  5.5
  657, 049.400, -00.489,  6.5,  5.5
  658, 049.409, +00.333,  9.9, 13.1
  659, 049.413, -00.376,  6.5,  5.5
  660, 049.420, +00.320,  9.9, 13.1
  661, 049.420, -00.373,  6.5,  5.5
  662, 049.428, -00.464,  6.5,  5.4
  663, 049.431, -00.008,  6.5,  5.5
  664, 049.456, -00.357,  6.5,  5.5
  665, 049.474, -00.329,  6.5,  5.5
  666, 049.485, -00.390,  6.5,  5.4
  667, 049.488, -00.352,  6.5,  5.5
  668, 049.490, -00.377,  6.5,  5.4
  669, 049.491, -00.369,  6.5,  5.5
  670, 049.491, -00.367,  6.5,  5.5
  671, 049.494, -00.344,  6.5,  5.5
  672, 049.495, -00.348,  6.5,  5.5
  673, 049.498, -00.471,  6.5,  5.5
  674, 049.501, -00.524,  6.5,  5.4
  675, 049.503, -00.348,  6.5,  5.5
  676, 049.528, -00.338,  6.5,  5.5
  677, 049.536, -00.386,  6.5,  5.5
  678, 049.554, -00.333,  6.5,  5.5
  679, 049.583, -00.383,  6.5,  5.4
  680, 049.593, -00.455,  6.5,  5.4
  681, 049.667, -00.456,  6.5,  5.4
  682, 049.691, -00.166,  6.5,  5.4
  683, 049.720, -00.015,  6.7,  5.5
  684, 049.733, -00.633,  6.5,  5.5
  685, 049.828, +00.366,  8.4, 10.8
  686, 049.840, +00.368,  8.4, 10.8
  687, 049.997, -00.129,  6.6,  5.5
  688, 049.998, -00.086,  6.5,  5.5
  689, 050.039, -00.274,  6.5,  5.5
  690, 050.079, +00.571,  8.7, 11.2
  691, 050.137, -00.659,  6.5,  5.4
  692, 050.220, -00.605,  6.9,  3.1
  693, 050.263, -00.409,  8.1, 10.2
  694, 050.288, -00.391,  8.1, 10.2
  695, 050.298, +00.674,  7.4,  8.9
  696, 050.317, -00.420,  8.1, 10.2
  697, 050.489, +00.993,  6.6,  5.4
  698, 050.785, +00.168,  6.7,  5.4
  699, 051.010, +00.060,  6.9,  7.2
  700, 051.401, -00.890,  6.6,  5.3
  701, 051.679, +00.719,  8.5, 10.5
  702, 051.681, -00.256,  6.7,  5.3
  703, 051.760, +00.791,  8.5, 10.5
  704, 051.779, +00.714,  8.5, 10.7
  705, 051.820, +01.247,  6.8,  5.3
  706, 051.831, +00.463,  8.4, 10.3
  707, 052.098, +01.042,  6.8,  4.0
  708, 052.160, +00.708,  8.2, 10.0
  709, 052.201, +00.752,  8.2,  9.9
  710, 052.202, +00.723,  8.5, 10.6
  711, 052.207, +00.688,  8.4, 10.3
  712, 052.232, +00.735,  8.8, 10.9
  713, 052.256, +00.703,  8.3, 10.0
  714, 052.398, -00.590,  6.7,  5.2
  715, 052.538, -00.946,  6.7,  5.2
  716, 052.540, -00.927,  6.7,  5.2
  717, 052.657, -01.086,  6.8,  5.2
  718, 052.669, -01.092,  6.8,  5.2
  719, 052.751, +00.335,  7.9,  9.1
  720, 052.767, +00.334,  7.9,  9.1
  721, 052.848, -00.664,  6.8,  5.1
  722, 052.921, -00.489,  6.8,  5.1
  723, 052.981, +00.134,  8.5, 10.3
  724, 053.036, +00.114,  8.4, 10.0
  725, 053.095, +00.212,  8.5, 10.3
  726, 053.169, -00.248,  6.8,  5.1
  727, 053.184, +00.155,  8.2,  9.7
  728, 053.188, +00.210,  8.4, 10.0
  729, 053.592, -00.249,  6.8,  5.0
  730, 053.630, -00.239,  6.8,  5.0
  731, 053.645, +00.015,  7.3,  7.5
  732, 053.822, -00.057,  6.9,  5.0
  733, 053.958, +00.032,  7.0,  5.0
  734, 054.491, +00.930,  7.3,  7.3
  735, 054.717, -00.144,  7.3,  7.2
  736, 054.779, +00.862,  7.0,  4.9
  737, 055.114, +02.422, 16.1, 19.4
  738, 055.856, -03.802,  7.4,  2.3
  739, 055.997, -00.086,  7.0,  4.8
  740, 056.083, -00.175,  7.1,  4.7
  741, 056.154, +00.076,  8.7,  9.9
  742, 056.251, -00.157,  7.2,  4.7
  743, 056.264, -00.171,  7.2,  4.7
  744, 056.369, -00.633,  7.3,  4.7
  745, 056.412, +00.423,  8.8,  9.9
  746, 056.413, -00.027,  8.9, 10.0
  747, 056.806, -00.421,  9.0, 10.2
  748, 057.542, -00.279,  8.3,  8.8
  749, 057.546, -00.274,  8.3,  8.8
  750, 058.453, +00.431,  7.2,  4.4
  751, 058.467, +00.436,  7.2,  4.4
  752, 058.477, +00.428,  7.2,  4.4
  753, 058.770, +00.649,  7.4,  4.4
  754, 059.321, -00.222,  7.5,  4.3
  755, 059.557, -00.185,  7.4,  4.3
  756, 059.603, +00.911,  7.3,  4.3
  757, 059.612, +00.918,  7.3,  4.3
  758, 059.635, -00.182,  7.5,  4.3
  759, 059.781, +00.065,  7.6,  2.2
  760, 059.797, +00.241,  8.8,  9.1
  761, 059.801, +00.630,  7.3,  4.3
  762, 059.829, +00.671,  7.3,  4.3
  763, 061.292, -00.331,  9.4,  9.9
  764, 061.473, +00.095,  7.5,  4.1
  765, 061.721, +00.863, 14.4, 16.3
  766, 062.578, +02.389, 13.6, 15.2
  767, 062.873, +00.888,  7.7,  3.9
  768, 063.052, -00.332,  9.1,  8.8
  769, 063.113, +00.341,  7.8,  3.8
  770, 063.119, +00.331,  7.8,  3.8
  771, 064.066, +01.647,  7.6,  3.7
  772, 064.131, -00.474,  7.7,  3.7
  773, 064.152, +01.281, 12.1, 13.1
  774, 066.608, +02.061, 13.3, 14.2
  775, 066.747, +00.850,  7.8,  3.4
  776, 068.342, +01.314, 12.9, 13.3
  777, 069.539, -00.976,  8.0,  2.5
  778, 069.922, +01.512, 12.6, 12.7
  779, 070.150, +01.726,  9.7,  8.3
  780, 070.280, +01.584,  9.8,  8.6
  781, 070.293, +01.599,  9.8,  8.6
  782, 070.304, +01.596,  9.8,  8.6
  783, 070.313, +01.662,  9.7,  8.4
  784, 070.315, +01.649,  9.7,  8.4
  785, 070.329, +01.590,  9.6,  8.2
  786, 070.334, +01.629,  9.7,  8.4
  787, 071.151, +00.398,  9.5,  7.7
  788, 071.764, +03.077,  8.1,  2.7
  789, 071.893, +01.315,  8.2,  2.6
  790, 072.507, -01.169,  9.9,  8.2
  791, 073.879, +01.024, 11.7, 10.7
  792, 074.120, +01.503, 10.5,  8.9
  793, 074.136, +01.509, 10.5,  8.9
  794, 074.754, +00.913, 11.8, 10.7
  795, 074.769, +00.622,  8.2,  1.5
  796, 074.791, +00.578,  8.2,  1.5
  797, 075.295, +01.322, 10.9,  9.3
  798, 075.769, +00.345,  8.4,  3.8
  799, 075.843, +00.404,  8.3,  1.5
  800, 075.845, +00.360,  8.3,  1.5
  801, 076.181, +00.065,  8.3,  1.5
  802, 076.188, +00.098,  8.3,  1.5
  803, 076.362, -00.624,  8.3,  1.3
  804, 076.384, -00.621,  8.3,  1.3
  805, 077.385, -03.659,  8.3,  1.5
  806, 077.402, +00.842,  8.3,  1.5
  807, 077.463, +01.760,  8.3,  1.5
  808, 077.475, -01.085,  8.3,  1.5
  809, 077.900, +01.769,  8.3,  1.5
  810, 077.926, +01.678,  8.3,  1.5
  811, 077.977, -00.003,  8.3,  1.5
  812, 078.032, +00.607,  8.3,  1.5
  813, 078.124, +03.631,  8.3,  1.5
  814, 078.147, +01.821,  8.3,  1.5
  815, 078.177, -00.362,  8.3,  1.5
  816, 078.378, +02.786,  8.3,  1.5
  817, 078.439, +02.658,  8.3,  1.5
  818, 078.516, +01.188,  8.3,  1.5
  819, 078.698, +01.902,  8.3,  1.5
  820, 078.715, +03.115,  8.3,  1.5
  821, 078.870, +02.768,  8.3,  1.5
  822, 078.886, +00.709,  8.5,  3.3
  823, 078.965, +03.656,  8.3,  1.5
  824, 078.976, +00.356,  8.3,  1.5
  825, 079.297, +00.270,  8.4,  1.5
  826, 079.351, +00.001,  8.4,  1.5
  827, 079.870, +01.180,  8.4,  1.6
  828, 079.915, -00.504,  8.4,  1.5
  829, 079.964, +00.580,  8.4,  1.5
  830, 080.079, +02.145,  8.4,  1.5
  831, 080.192, +00.534,  8.4,  1.5
  832, 080.308, +00.722,  8.4,  1.5
  833, 080.362, +01.213,  8.4,  1.5
  834, 080.368, +00.441,  8.4,  1.5
  835, 080.634, +00.683,  8.4,  1.5
  836, 080.694, +00.691,  8.4,  1.5
  837, 080.831, +00.569,  8.4,  1.5
  838, 080.880, +00.410,  8.4,  1.5
  839, 080.925, -00.213,  8.4,  1.5
  840, 080.931, -00.204,  8.4,  1.5
  841, 080.939, -00.128,  8.4,  1.5
  842, 081.120, -00.132,  8.4,  1.5
  843, 081.450, +00.730,  8.4,  1.5
  844, 081.452, +00.595,  8.4,  1.5
  845, 081.470, +01.031,  8.4,  1.5
  846, 081.681, +00.540,  8.4,  1.5
  847, 081.832, +00.862,  8.4,  1.5
  848, 081.879, +00.779,  8.4,  1.3
  849, 081.921, +00.138,  8.4,  1.5
  850, 082.036, +02.330,  8.4,  1.5
  851, 082.566, +00.363,  8.4,  1.5
  852, 082.568, +00.406,  8.4,  1.5
  853, 083.094, +03.273,  8.5,  1.5
  854, 083.704, +03.282,  8.5,  1.5
  855, 083.793, +03.270,  8.5,  1.5
  856, 083.936, +00.771,  8.5,  1.5
  857, 084.194, +01.440,  8.5,  1.5
  858, 084.742, +03.873,  8.5,  1.5
  859, 085.055, -00.157,  8.5,  1.5
  860, 085.193, +03.902,  8.5,  1.5
  861, 085.326, -00.789,  8.5,  1.5
  862, 085.890, +02.221,  8.5,  1.5
  863, 090.213, +02.040, 13.3, 10.1
  864, 090.227, +01.718, 12.1,  8.6
  865, 092.681, +03.073,  8.7,  1.6
  866, 092.921, +02.823, 12.1,  8.2
  867, 093.159, +01.866, 12.3,  8.4
  868, 093.534, +01.473, 12.5,  8.7
  869, 093.857, +01.547, 12.0,  7.9
  870, 094.263, -00.414, 11.1,  6.5
  871, 094.326, -00.165, 10.5,  5.6
  872, 094.463, -00.803, 10.9,  6.2
  873, 094.495, -01.513, 10.5,  5.5
  874, 095.002, -01.579, 10.7,  5.8
  875, 095.053, +03.972, 14.3, 10.8
  876, 096.290, +02.594, 16.1, 12.8
  877, 096.357, +01.291, 13.0,  9.0
  878, 096.434, +01.325, 12.8,  8.6
  879, 096.547, +01.359, 12.8,  8.7
  880, 097.312, +03.270, 13.3,  9.2
  881, 097.515, +03.173, 13.6,  9.5
  882, 097.529, +03.184, 13.6,  9.5
  883, 097.661, +00.907, 12.0,  7.5
  884, 097.998, +01.469, 12.5,  8.1
  885, 098.037, +01.448, 12.4,  7.9
  886, 100.162, +01.665, 12.3,  7.6
  887, 100.169, +02.026, 12.3,  7.5
  888, 100.205, +01.885, 12.2,  7.4
  889, 100.214, +01.883, 12.2,  7.4
  890, 101.016, +02.590, 12.9,  8.2
  891, 102.311, +03.677, 14.9, 10.6
  892, 102.327, +03.682, 14.9, 10.6
  893, 102.334, +03.608, 14.9, 10.5
  894, 102.354, +03.636, 15.0, 10.7
  895, 102.877, -00.694, 11.2,  5.7
  896, 103.804, +00.405, 12.4,  7.3
  897, 103.875, +01.857,  9.5,  2.6
  898, 105.402, +09.886,  8.8,  0.9
  899, 105.509, +00.230, 11.6,  5.9
  900, 105.635, +00.346, 11.5,  5.8
  901, 105.779, +00.048, 11.1,  5.2
  902, 105.852, +00.142, 11.1,  5.1
  903, 106.809, +03.310, 12.6,  7.1
  904, 107.034, -00.801, 10.5,  4.1
  905, 107.209, -01.334, 10.5,  4.1
  906, 107.298, +05.638,  8.8,  0.8
  907, 107.683, -02.239, 11.9,  6.1
  908, 108.185, +05.518,  8.8,  0.8
  909, 108.191, +00.587, 11.9,  6.1
  910, 108.213, -01.293, 11.8,  5.9
  911, 108.273, -01.065, 11.7,  5.8
  912, 108.375, -01.056, 12.2,  6.5
  913, 108.603, +00.495, 11.6,  5.6
  914, 108.753, -00.971, 11.4,  5.3
  915, 108.758, -00.988, 11.4,  5.3
  916, 108.764, -00.951, 11.4,  5.3
  917, 108.771, -00.973, 11.4,  5.3
  918, 109.104, -00.346, 11.2,  5.0
  919, 109.875, +02.116,  8.8,  0.7
  920, 109.994, -00.091, 11.6,  5.5
  921, 110.016, +00.260, 11.6,  5.5
  922, 110.054, -00.106, 11.7,  5.6
  923, 110.094, -00.064, 11.7,  5.6
  924, 110.099, +00.042, 11.6,  5.6
  925, 110.252, +00.010, 11.8,  5.8
  926, 111.046, +01.085, 12.1,  6.0
  927, 111.196, -00.798, 11.8,  5.6
  928, 111.237, -01.238, 11.9,  5.8
  929, 111.286, -00.660, 11.4,  5.1
  930, 111.543, +00.776, 12.1,  6.1
  931, 111.558, +00.804,  9.8,  2.7
  932, 111.567, +00.752, 12.1,  6.1
  933, 111.612, +00.372, 12.7,  6.8
  934, 111.774, +00.689, 11.8,  5.6
  935, 111.860, +00.801, 11.5,  5.3
  936, 111.873, +00.821, 11.7,  5.4
  937, 111.893, +00.992, 11.5,  5.1
  938, 111.941, +00.678, 11.9,  5.7
  939, 111.947, +00.800, 11.6,  5.4
  940, 112.212, +00.229, 11.0,  4.4
  941, 113.595, -00.748, 11.0,  4.4
  942, 113.900, -01.612, 11.4,  4.9
  943, 114.079, +02.855, 11.9,  5.5
  944, 114.569, +00.290, 10.5,  3.5
  945, 114.605, -00.800, 10.4,  3.4
  946, 114.626, +00.219, 11.5,  4.9
  947, 114.979, +03.182, 13.1,  7.0
  948, 114.987, +03.227, 13.1,  7.0
  949, 115.785, -01.561, 11.0,  4.2
  950, 115.885, -01.707, 11.2,  4.5
  951, 117.639, +02.276, 12.1,  5.6
  952, 118.621, -01.329, 11.2,  4.3
  953, 119.437, -00.916, 10.6,  3.4
  954, 120.152, +03.375, 13.8,  7.4
  955, 120.348, +01.969, 12.3,  5.6
  956, 121.298, +00.659,  9.0,  0.9
  957, 122.002, -07.083,  9.8,  2.1
  958, 122.459, -00.780, 11.3,  4.2
  959, 122.775, +02.849, 13.3,  6.6
  960, 123.155, -06.306, 10.3,  2.8
  961, 123.207, +02.832, 13.3,  6.6
  962, 123.809, -01.781, 10.5,  3.1
  963, 124.637, +02.536, 16.9, 10.6
  964, 125.606, +02.099, 12.5,  5.4
  965, 125.634, +02.018, 12.6,  5.6
  966, 132.156, -00.729, 13.4,  6.2
  967, 133.678, +01.213, 11.7,  4.1
  968, 133.712, +01.222,  9.9,  2.0
  969, 133.739, +01.186, 11.5,  3.8
  970, 133.781, +01.428,  9.9,  2.0
  971, 133.950, +01.067, 12.4,  4.8
  972, 134.279, +00.854, 13.0,  5.5
  973, 134.970, +00.699, 11.9,  4.2
  974, 135.278, +02.796, 13.4,  6.0
  975, 136.084, +02.088, 12.4,  4.8
  976, 136.117, +02.058, 12.5,  4.9
  977, 136.119, +02.119, 13.0,  5.4
  978, 136.384, +02.266, 12.1,  4.4
  979, 136.448, +02.519, 12.8,  5.3
  980, 136.826, +01.113, 11.7,  3.9
  981, 136.884, +00.912, 10.0,  2.0
  982, 136.915, +01.085, 12.0,  4.3
  983, 138.299, +01.561, 11.8,  4.0
  984, 138.494, +01.635, 11.4,  3.6
  985, 139.914, +00.188, 12.2,  4.3
  986, 142.245, +01.430, 13.4,  5.7
  987, 143.555, -01.542, 12.2,  4.2
  988, 145.195, +02.988, 16.6,  8.9
  989, 148.121, +00.295, 12.5,  4.4
  990, 148.890, +02.492, 12.2,  4.1
  991, 150.596, -00.955, 11.4,  3.2
  992, 150.983, -00.470, 11.2,  3.0
  993, 151.180, +02.124, 12.4,  4.3
  994, 151.273, +01.961, 12.5,  4.3
  995, 151.609, -00.232, 16.9,  9.0
  996, 151.616, -00.462, 16.9,  8.9
  997, 152.332, -00.296, 12.8,  4.6
  998, 154.646, +02.438, 14.1,  6.0
  999, 155.372, +02.614, 15.7,  7.6
 1000, 159.159, +03.332, 11.8,  3.5
 1001, 159.354, +02.576, 14.7,  6.4
 1002, 159.916, -18.649,  8.7,  0.2
 1003, 168.066, +00.820, 20.0, 11.6
 1004, 188.795, +01.030, 10.5,  2.0
 1005, 189.830, +00.418, 10.6,  2.1
 1006, 192.151, -03.805, 10.0,  1.5
 1007, 192.638, -00.008, 10.1,  1.6
 1008, 196.448, -01.673, 13.7,  5.3
 1009, 200.078, -01.633, 16.1,  7.9
 1010, 200.915, -01.582, 16.0,  7.7
 1011, 201.535, +01.597, 13.0,  4.7
 1012, 208.921, -19.268,  8.9,  0.4
 1013, 209.037, -19.376,  8.9,  0.4
 1014, 209.107, -19.509,  8.9,  0.4
 1015, 211.535, +01.005, 14.5,  6.5
 1016, 211.598, +01.050, 14.5,  6.6
 1017, 211.896, -01.202, 14.3,  6.4
 1018, 212.021, -01.309, 14.4,  6.4
 1019, 212.235, -03.498, 14.6,  6.7
 1020, 212.247, -01.103, 13.7,  5.8
 1021, 212.962, +01.298, 13.6,  5.7
 1022, 213.031, -03.640, 15.8,  8.0
 1023, 213.076, -02.213, 15.6,  7.7
 1024, 213.918, +00.379, 13.3,  5.3
 1025, 214.493, -01.810, 11.1,  3.0
 1026, 214.635, +00.770, 14.4,  6.6
 1027, 215.890, -02.009, 16.0,  8.3
 1028, 216.729, -00.112, 12.7,  4.9
 1029, 217.258, -00.032, 11.1,  3.1
 1030, 217.302, -00.058, 10.9,  2.8
 1031, 217.307, -00.042, 10.9,  2.8
 1032, 217.605, -02.617, 16.8,  9.2
 1033, 218.023, -00.314, 10.7,  2.7
 1034, 218.147, -00.566, 10.7,  2.6
 1035, 218.737, +01.851, 14.4,  6.7
 1036, 221.955, -01.992, 12.1,  4.4
 1037, 224.158, +01.213, 11.2,  3.3
 1038, 227.760, -00.127, 13.5,  6.2
 1039, 229.569, +00.154, 12.8,  5.5
 1040, 231.142, +01.504, 11.9,  4.6
 1041, 231.481, -04.401, 13.3,  6.2
 1042, 232.594, +00.851,  9.6,  1.7
 1043, 233.753, -00.192, 11.1,  3.7
 1044, 233.830, -00.179, 11.7,  4.4
 1045, 234.576, +00.834, 10.9,  3.5
 1046, 234.644, +00.835, 10.9,  3.5
 1047, 237.317, -01.284, 15.2,  8.8
 1048, 240.319, +00.073, 13.6,  7.2
 1049, 243.244, +00.407, 12.1,  5.6
 1050, 250.655, -03.466, 15.6, 10.5
 1051, 251.234, -01.953, 11.8,  5.9
 1052, 253.694, -00.414, 10.4,  4.1
 1053, 254.056, -00.097, 10.2,  3.8
 1054, 254.683, +00.221, 12.5,  7.2
 1055, 259.612, -02.697, 11.7,  6.7
 1056, 261.169, -00.896, 13.4,  9.1
 1057, 264.597, -00.245,  9.3,  3.1
 1058, 269.068, -01.113,  9.3,  3.6
 1059, 269.454, -01.468, 12.9,  9.7
 1060, 284.636, -00.496,  8.8,  5.4
 1061, 284.712, +00.318,  9.1,  6.0
 1062, 285.596, -00.849,  9.1,  6.2
 1063, 286.191, +00.174,  8.2,  2.4
 1064, 286.260, -00.154,  8.2,  2.4
 1065, 286.391, -01.351, 10.6,  9.2
 1066, 286.412, -01.467, 10.6,  9.2
 1067, 286.439, -01.495, 10.6,  9.2
 1068, 286.861, +02.895,  8.1,  2.5
 1069, 286.951, -00.954, 10.4,  8.9
 1070, 287.025, -00.321,  8.1,  2.5
 1071, 287.247, +00.355,  8.1,  2.5
 1072, 287.524, -00.735,  8.1,  2.6
 1073, 287.814, -00.817,  8.1,  2.6
 1074, 288.670, -00.324,  9.7,  8.2
 1075, 288.675, +00.634,  8.9,  6.5
 1076, 289.077, -00.345,  9.5,  7.9
 1077, 289.806, -01.242,  9.7,  8.4
 1078, 289.880, -00.800,  9.7,  8.4
 1079, 289.944, -00.889, 10.3,  9.4
 1080, 290.714, +00.244,  8.0,  3.0
 1081, 291.030, -00.784,  9.4,  8.2
 1082, 291.070, -00.793,  9.6,  8.5
 1083, 291.214, -00.245,  9.0,  7.4
 1084, 291.255, -00.776,  7.9,  3.1
 1085, 291.281, -00.725,  7.9,  3.1
 1086, 291.467, -00.142,  8.9,  7.2
 1087, 291.614, -00.525,  9.1,  7.7
 1088, 291.863, -00.682,  9.9,  9.1
 1089, 291.947, -00.910,  9.3,  8.2
 1090, 292.921, -00.907,  9.2,  8.1
 1091, 293.024, -01.029, 13.0, 13.7
 1092, 293.565, -00.670,  7.8,  3.4
 1093, 293.613, -01.290,  7.8,  3.4
 1094, 293.824, -00.760, 10.4, 10.3
 1095, 293.829, -00.743, 10.4, 10.3
 1096, 293.952, -00.894, 10.4, 10.4
 1097, 293.967, -00.983, 10.4, 10.4
 1098, 294.793, -01.330,  7.7,  3.6
 1099, 295.015, -01.860,  7.9,  3.6
 1100, 295.163, -00.674, 10.8, 11.1
 1101, 295.728, -00.214,  9.5,  9.3
 1102, 296.660, -00.924,  9.9, 10.2
 1103, 297.457, -00.763, 10.2, 10.7
 1104, 297.458, -00.772, 10.2, 10.7
 1105, 297.463, -00.732, 10.2, 10.7
 1106, 297.469, -00.767, 10.2, 10.7
 1107, 297.471, -00.735, 10.2, 10.7
 1108, 297.472, -00.728, 10.2, 10.7
 1109, 297.497, -00.757,  9.8, 10.2
 1110, 297.651, -00.973, 10.0, 10.5
 1111, 298.183, -00.783,  9.4,  9.8
 1112, 298.224, -00.334, 10.3, 11.1
 1113, 298.262, +00.739,  7.5,  4.0
 1114, 298.529, -00.251,  9.8, 10.5
 1115, 298.833, +00.118,  9.8, 10.4
 1116, 298.834, +00.128,  9.8, 10.4
 1117, 298.846, +00.121,  9.8, 10.4
 1118, 298.846, -00.334, 10.0, 10.7
 1119, 298.862, -00.432, 10.0, 10.7
 1120, 299.013, +00.130,  9.8, 10.6
 1121, 299.043, +00.186,  9.8, 10.6
 1122, 299.153, +00.009,  8.7,  8.7
 1123, 299.349, -00.266,  7.4,  4.2
 1124, 300.344, -00.219,  7.3,  4.3
 1125, 300.402, +00.545,  7.3,  4.3
 1126, 300.502, -00.180, 10.1, 11.2
 1127, 300.948, +00.912,  7.3,  4.4
 1128, 300.964, +00.895,  7.3,  4.4
 1129, 300.965, +01.163,  7.3,  4.4
 1130, 301.116, +00.968,  7.3,  4.4
 1131, 301.138, -00.226,  7.3,  4.4
 1132, 301.733, +01.104,  7.2,  4.5
 1133, 301.817, +00.784,  7.2,  4.5
 1134, 301.996, +00.948,  7.2,  4.5
 1135, 302.024, -00.113,  7.2,  4.5
 1136, 302.151, -00.949, 10.5, 12.1
 1137, 302.384, +00.294,  7.2,  4.6
 1138, 302.391, +00.281,  7.2,  4.6
 1139, 302.453, -00.740, 10.7, 12.6
 1140, 302.481, -00.034,  7.2,  4.6
 1141, 302.503, -00.762, 10.4, 12.1
 1142, 302.582, -00.083, 10.4, 12.2
 1143, 302.631, +00.030,  7.3,  4.6
 1144, 302.805, +01.287,  7.3,  4.6
 1145, 302.988, +00.352,  7.1,  4.6
 1146, 303.116, -00.971, 10.1, 11.8
 1147, 303.445, -00.744, 10.5, 12.5
 1148, 303.484, -00.460, 10.0, 11.8
 1149, 303.919, -00.687, 10.4, 12.4
 1150, 303.924, -00.685, 10.4, 12.4
 1151, 303.938, -00.690, 10.4, 12.4
 1152, 303.939, -00.683, 10.4, 12.4
 1153, 304.087, +00.433,  7.0,  4.8
 1154, 304.557, +00.329,  7.0,  4.8
 1155, 304.925, +00.556,  7.2,  4.9
 1156, 305.200, +00.208,  7.0,  4.9
 1157, 305.201, +00.009,  7.1,  4.9
 1158, 305.215, +00.200,  7.0,  4.9
 1159, 305.224, +00.213,  7.0,  4.9
 1160, 305.233, +00.110,  7.0,  4.9
 1161, 305.261, +00.244,  7.0,  4.9
 1162, 305.265, -00.007,  7.3,  7.0
 1163, 305.272, +00.165,  7.0,  4.9
 1164, 305.322, -00.255,  6.9,  4.9
 1165, 305.352, +00.223,  7.0,  4.9
 1166, 305.362, +00.198,  7.1,  4.9
 1167, 305.363, +00.151,  7.1,  4.9
 1168, 305.373, +00.184,  7.2,  4.9
 1169, 305.483, +00.225,  7.1,  4.9
 1170, 305.536, +00.358,  7.0,  4.9
 1171, 305.558, +00.012,  6.9,  4.9
 1172, 305.579, +00.037,  7.1,  4.9
 1173, 305.689, +01.613,  6.9,  5.0
 1174, 305.789, +00.138,  6.9,  5.0
 1175, 306.321, -00.358,  7.9,  8.9
 1176, 307.396, -00.578, 10.8, 13.6
 1177, 307.758, +00.353,  6.8,  5.2
 1178, 308.031, -01.052, 11.5, 14.6
 1179, 308.033, -01.053, 11.5, 14.6
 1180, 308.079, -00.405,  7.8,  9.3
 1181, 308.713, +00.646,  6.6,  5.3
 1182, 308.747, +00.547,  6.7,  5.3
 1183, 308.916, +00.125,  6.6,  5.3
 1184, 309.075, +00.172,  6.7,  5.4
 1185, 309.370, -00.153,  6.6,  5.4
 1186, 309.540, -00.720,  6.8,  5.4
 1187, 309.896, +00.393,  6.5,  5.4
 1188, 309.917, +00.343,  6.5,  5.5
 1189, 309.922, +00.481,  6.5,  5.5
 1190, 309.980, +00.549,  6.8,  5.5
 1191, 310.143, +00.759,  6.5,  5.5
 1192, 310.168, -00.131,  8.8, 11.5
 1193, 310.375, -00.298,  6.5,  5.5
 1194, 310.519, -00.219, 10.1, 13.3
 1195, 310.887, +00.010,  6.4,  5.6
 1196, 310.901, -00.373, 10.5, 13.8
 1197, 310.983, +00.405,  6.5,  5.6
 1198, 311.003, -00.354, 11.0, 14.5
 1199, 311.034, +00.380,  6.4,  5.6
 1200, 311.137, -00.234, 10.8, 14.3
 1201, 311.138, -00.278, 11.1, 14.7
 1202, 311.178, -00.399,  6.6,  5.6
