ra,dec,u,g,r,i,z,redshift,velocidad,distancia_arcmin,tipo
194.874842,27.956428,16.874,14.818,14.018,13.568,13.385,0.02267,6801.0,4.3833,galaxia
194.877704,27.791424,17.993,16.473,15.713,15.335,15.077,0.02591,7773.0,12.0285,galaxia
194.878434,27.884207,16.919,15.105,14.3,13.889,13.59,0.01571,4712.999999999999,7.0006,galaxia
194.882884,27.861297,19.386,17.973,17.244,16.914,16.687,0.01555,4665.0,8.0614,galaxia
194.883652,27.720455,20.013,18.202,17.508,17.213,17.046,0.02561,7683.0,16.0328,galaxia
194.891155,27.917355,17.176,32.699,17.521,28.638,30.067,,,5.0095,galaxia
194.892163,27.946836,17.134,15.305,14.486,14.06,13.791,0.02395,7185.0,3.8025,galaxia
194.894151,27.914554,17.592,17.445,17.551,17.701,17.901,0.00197,591.0,5.0382,estrella
194.894561,27.919231,17.193,32.619,17.539,20.757,29.951,,,4.8067,galaxia
194.897021,27.863631,18.862,17.126,16.384,16.025,15.797,0.02099,6297.000000000001,7.6156,galaxia
194.898771,27.959263,14.721,12.953,12.158,11.654,11.493,0.02391,7173.0,3.1408,galaxia
194.904041,27.825804,18.625,17.061,16.342,15.982,15.75,0.02087,6261.0,9.64,galaxia
194.904348,27.924856,17.383,31.766,17.637,17.205,29.429,,,4.2184,galaxia
194.907439,27.702587,20.208,18.564,17.533,17.137,16.803,0.12712,38136.0,16.8517,galaxia
194.907624,27.776824,17.901,16.539,15.792,15.479,15.292,0.02269,6806.999999999999,12.4577,galaxia
194.90795,27.907319,17.388,15.507,14.667,14.263,13.96,0.02671,8013.0,4.999,galaxia
194.914488,27.854598,18.017,17.224,16.64,16.308,16.376,0.03134,9402.0,7.8273,galaxia
194.915234,27.953905,17.832,15.891,15.085,14.672,14.572,0.02679,8037.0,2.5582,galaxia
194.917094,27.854937,18.535,16.634,15.87,15.476,15.245,0.01267,3801.0,7.7727,galaxia
194.917373,27.927429,17.735,18.707,17.412,16.541,27.078,,,3.7026,galaxia
194.91875,27.767608,20.761,18.647,17.725,17.31,17.048,,,12.9047,estrella
194.918972,27.909299,16.165,33.185,17.754,31.846,30.89,,,4.6385,galaxia
194.922819,27.91099,16.116,32.937,17.572,31.419,30.803,,,4.4684,galaxia
194.92457,27.723668,19.42,18.371,17.759,17.386,17.225,,,15.4864,galaxia
194.926075,27.858867,19.284,17.891,17.161,16.725,16.504,,,7.4387,galaxia
194.926266,27.924733,17.886,16.168,15.369,14.992,14.722,0.02304,6912.0,3.635,galaxia
194.934177,27.958413,18.312,16.506,15.788,15.395,15.171,0.02303,6908.999999999999,1.6587,galaxia
194.934219,27.867678,18.502,17.031,16.309,15.96,15.718,0.02081,6243.0,6.8448,galaxia
194.935019,27.912455,16.814,15.102,14.289,13.875,13.603,0.02235,6704.999999999999,4.1947,galaxia
194.936228,27.889762,19.252,18.002,17.292,16.952,16.767,0.02271,6813.0,5.519,galaxia
194.937274,27.737204,18.91,17.669,17.208,16.907,16.766,0.08168,24504.0,14.6247,galaxia
194.937369,27.94921,17.535,15.827,16.022,14.9,14.807,,,2.0533,estrella
194.942174,27.857228,17.474,15.777,14.984,14.606,14.348,0.02699,8097.0,7.4215,galaxia
194.942831,27.74625,19.239,17.779,17.436,17.299,17.15,0.03241,9723.0,14.0685,galaxia
194.942866,27.714577,19.673,17.024,15.826,15.39,15.136,,,15.9676,estrella
194.946451,27.710301,16.32,14.612,13.86,13.477,13.248,0.02798,8394.0,16.2189,galaxia
194.958769,27.924836,18.424,16.879,16.103,15.715,15.456,0.0328,9840.0,3.3575,galaxia
194.959091,27.912635,19.356,18.167,17.433,17.049,16.944,0.02417,7251.0,4.0884,galaxia
194.962503,27.832951,18.626,17.057,16.291,15.933,15.653,0.02634,7902.0,8.8708,galaxia
194.966632,27.961213,21.501,18.973,17.681,16.581,16.004,,,1.3693,estrella
194.966646,27.961826,20.408,18.435,17.626,17.377,17.26,,,1.3387,estrella
194.970163,27.832065,18.889,17.883,17.528,17.413,17.4,,,8.9562,estrella
194.970746,27.900085,17.554,16.417,16.016,15.883,15.851,,,4.9199,estrella
194.973834,27.746968,19.353,18.086,17.568,17.381,17.255,,,14.0591,estrella
194.978598,27.796,18.56,17.019,16.29,15.939,15.687,0.02751,8253.0,11.1568,galaxia
194.982747,27.901397,19.247,16.764,15.58,15.145,14.921,,,5.0058,estrella
194.983802,27.746312,17.946,16.784,16.446,16.259,16.059,0.02976,8928.0,14.1498,galaxia
194.986047,27.930025,17.678,16.079,15.287,14.902,14.662,0.02571,7713.0,3.5036,galaxia
194.989319,27.932408,21.346,18.53,17.7,17.327,17.181,,,3.4738,galaxia
194.991453,27.738095,19.745,17.546,16.724,16.453,16.3,,,14.6906,estrella
194.997788,27.940571,19.287,17.887,17.178,16.889,17.002,0.02037,6111.0,3.3779,galaxia
194.998301,27.84595,19.026,17.821,17.318,17.123,17.045,,,8.4272,estrella
195.004041,27.945431,19.175,17.821,17.154,16.839,16.645,0.02282,6846.0,3.4325,galaxia
195.006214,27.731263,18.433,16.991,16.355,16.049,15.979,0.02692,8076.0,15.2224,galaxia
195.006949,27.728865,20.399,18.576,17.753,17.471,17.159,,,15.371,galaxia
195.015169,27.926429,15.67,14.449,13.044,12.8,12.684,,,4.6295,estrella
195.015613,27.964706,24.661,17.819,16.493,16.293,17.533,0.01778,5334.0,3.4557,galaxia
195.017565,27.715177,19.801,17.402,16.364,15.989,15.782,,,16.2879,estrella
195.022466,27.868577,21.329,19.093,17.751,17.164,16.834,,,7.6639,estrella
195.022925,27.807595,17.494,15.65,14.864,14.456,14.198,0.02193,6579.000000000001,11.0217,galaxia
195.026051,27.685293,17.95,16.258,15.481,15.102,14.855,0.02517,7551.0,18.1358,galaxia
195.02621,27.775764,17.37,15.715,14.92,14.509,14.236,0.02061,6183.0,12.8877,galaxia
195.027781,27.721109,20.314,18.773,17.683,17.234,16.908,0.14554,43662.0,16.0654,galaxia
195.031143,27.958069,21.159,17.645,17.51,16.812,17.108,0.02072,6216.0,4.3594,galaxia
195.031181,27.810597,14.671,12.811,14.256,13.76,11.829,,,11.0097,estrella
195.031432,27.808282,19.654,20.879,16.894,15.893,20.403,,,11.1435,galaxia
195.03358,27.773318,18.644,17.167,16.817,16.597,16.43,0.02892,8676.0,13.1496,galaxia
195.038093,27.866477,17.224,15.94,15.439,15.193,15.007,0.01773,5319.0,8.2,galaxia
195.039431,27.915646,21.164,17.013,16.111,15.665,17.525,,,6.0162,galaxia
195.040619,27.917037,13.284,12.332,12.042,11.987,12.024,,,6.011,estrella
195.041705,27.956851,20.05,18.394,17.739,17.551,17.53,,,4.9154,estrella
195.042653,27.863948,18.251,16.542,15.903,15.59,15.373,0.03311,9933.0,8.4607,galaxia
195.04312,27.959068,19.895,17.657,17.535,17.312,16.936,0.02111,6333.0,4.9508,galaxia
195.043892,27.814037,20.819,18.625,17.662,17.266,17.043,,,11.0948,estrella
195.044692,27.964395,16.893,14.442,15.22,14.259,12.741,,,4.9589,estrella
195.052609,27.781821,17.788,16.35,15.636,15.29,15.141,0.02337,7010.999999999999,13.0437,galaxia
195.053845,27.718872,19.639,18.159,17.514,17.206,17.012,,,16.5889,galaxia
195.056167,27.80264,18.472,17.519,17.22,17.11,17.108,,,11.9972,estrella
195.056811,27.867177,18.989,17.3,16.496,16.148,16.029,0.02468,7404.0,8.7529,galaxia
195.067356,27.764004,20.72,18.354,17.011,16.133,15.62,,,14.341,estrella
195.073137,27.78442,18.985,17.961,17.226,16.963,16.918,0.02325,6975.0,13.3843,galaxia
195.073669,27.955262,16.542,14.731,13.903,13.507,13.271,,,6.5765,galaxia
195.0754,27.956573,17.544,15.673,14.838,14.449,14.26,0.02124,6371.999999999999,6.6483,galaxia
195.077386,27.815523,18.461,16.916,16.121,15.874,15.745,0.01789,5367.0,11.9001,galaxia
195.078096,27.761402,20.632,18.224,16.857,16.028,15.566,,,14.7304,estrella
195.07823,27.937037,18.136,16.42,15.724,15.399,15.29,0.01762,5286.0,7.1361,galaxia
195.078682,27.702059,17.751,15.647,14.842,14.495,14.342,,,17.9927,estrella
195.08404,27.843494,18.89,17.509,16.748,16.415,16.227,0.02625,7875.0,10.7686,galaxia
195.090288,27.898538,18.988,17.669,16.938,16.625,16.374,0.01626,4878.0,8.7885,galaxia
195.091445,27.956406,18.21,16.14,16.078,15.186,15.115,,,7.4826,estrella
195.093589,27.910298,19.373,17.857,17.275,17.065,16.975,,,8.5653,estrella
195.101504,27.95418,16.001,17.497,17.329,32.226,29.887,,,8.0315,galaxia
195.103426,27.926622,18.909,17.62,16.903,16.606,16.362,0.02653,7959.0,8.6083,galaxia
195.116532,27.955969,17.519,15.925,15.116,14.74,14.486,0.02336,7008.0,8.795,galaxia
195.116647,27.910675,18.385,16.228,15.473,15.112,14.973,,,9.6381,estrella
195.124692,27.770252,19.536,18.344,17.612,17.294,17.108,0.02788,8364.0,15.5635,galaxia
195.128276,27.786974,19.184,17.497,16.816,16.577,16.483,,,14.8794,estrella
195.135484,27.766142,18.034,16.368,15.574,15.176,14.921,0.02226,6678.0,16.1018,galaxia
195.13902,27.824244,18.379,16.808,16.119,15.786,15.617,0.02735,8205.0,13.6139,galaxia
195.140395,27.750324,17.253,19.892,17.678,29.047,15.668,,,17.021,estrella
195.143448,27.934692,19.307,17.933,17.122,16.957,16.773,0.02923,8769.0,10.466,galaxia
195.147592,27.942744,19.274,17.94,17.075,16.945,16.963,0.02325,6975.0,10.5635,galaxia
195.14871,27.902285,16.492,14.661,13.974,13.752,13.656,,,11.3912,estrella
194.575196,28.421673,15.403,13.49,12.755,12.451,12.278,,,33.1575,estrella
194.583034,28.324779,14.263,14.835,14.394,14.873,12.223,,,28.4507,estrella
194.598762,28.328806,22.46,17.54,16.768,16.459,19.54,0.0273,8190.0,28.0642,galaxia
194.599825,28.546708,18.71,16.831,16.1,15.847,15.738,,,38.7567,estrella
194.609671,28.452602,18.792,17.725,17.36,17.249,17.226,,,33.6378,estrella
194.619247,28.526825,18.225,16.424,15.577,15.252,14.921,0.06149,18447.0,37.2191,galaxia
194.622956,28.301121,30.328,16.097,15.438,16.101,18.84,0.0197,5910.0,25.975,galaxia
194.625138,28.426631,20.956,18.323,17.728,17.31,17.519,,,31.8862,galaxia
194.627954,28.382128,19.401,17.675,17.015,16.8,16.696,,,29.5958,estrella
194.631298,28.44531,17.104,15.725,15.111,14.875,14.773,,,32.661,estrella
194.631853,28.464994,18.949,17.193,16.369,15.985,15.724,0.09593,28779.0,33.6593,galaxia
194.634529,28.377972,18.833,17.66,17.135,17.001,17.265,0.01962,5886.0,29.1913,galaxia
194.635917,28.317513,24.634,25.114,16.122,14.064,22.827,,,26.2676,galaxia
194.638159,28.324875,33.681,13.339,13.578,13.854,31.47,,,26.5342,galaxia
194.639772,28.343348,20.167,18.169,17.47,17.194,17.084,,,27.3533,estrella
194.643209,28.340232,15.91,14.521,14.596,15.461,13.918,,,27.0946,estrella
194.643424,28.379608,17.866,16.977,16.759,16.684,16.576,,,29.0034,estrella
194.645029,28.321443,24.634,25.114,14.609,13.704,22.827,,,26.1464,galaxia
194.650068,28.271841,18.214,16.962,16.537,16.267,16.453,0.09804,29412.0,23.7119,galaxia
194.652127,28.289583,18.472,19.133,17.437,18.351,23.337,,,24.4351,estrella
194.652947,28.314182,16.793,15.42,14.972,14.843,14.817,,,25.545,estrella
194.654267,28.485924,18.795,16.103,14.779,14.238,13.957,,,34.1857,estrella
194.657981,28.315764,24.634,16.845,17.607,19.457,16.355,,,25.4553,galaxia
194.666789,28.486267,15.036,13.963,13.767,13.734,13.774,,,33.9035,estrella
194.670328,28.527655,21.004,18.775,17.579,17.09,16.8,,,36.0639,estrella
194.682939,28.282672,19.311,17.195,16.345,16.025,15.951,0.02545,7635.0,23.0792,galaxia
194.683862,28.323238,14.685,13.369,14.907,14.638,12.792,,,25.0069,estrella
194.696196,28.469949,19.882,18.441,17.568,17.172,16.968,0.085,25500.000000000004,32.3483,galaxia
194.703919,28.539998,19.46,17.91,17.183,16.889,16.953,0.02097,6291.0,36.0537,galaxia
194.707128,28.318778,18.854,17.462,16.862,16.645,16.54,,,24.1018,estrella
194.723207,28.288988,19.584,17.925,17.227,16.902,16.549,0.02617,7851.0,22.1402,galaxia
194.725089,28.500023,17.162,15.865,15.439,15.304,15.286,,,33.4136,estrella
194.733757,28.463629,17.389,15.961,15.515,15.272,15.19,0.01972,5916.0,31.2144,galaxia
194.737039,28.533736,20.758,18.499,17.567,17.246,17.084,,,35.097,estrella
194.741155,28.257784,17.162,16.267,16.039,15.972,15.972,,,20.0563,estrella
194.745429,28.446968,16.823,15.079,14.39,14.131,14.013,,,30.0581,estrella
194.748729,28.372117,16.253,14.714,12.833,12.491,12.273,,,25.8569,estrella
194.751377,28.40606,19.656,18.036,17.144,16.745,16.454,0.0871,26130.0,27.6655,galaxia
194.751431,28.374256,18.956,18.575,17.305,16.632,27.524,,,25.9145,galaxia
194.758988,28.468409,21.14,18.735,17.569,17.125,16.892,0.18366,55098.0,31.0147,galaxia
194.788985,28.507129,19.822,18.292,17.602,17.348,17.248,,,32.761,estrella
194.797206,28.462349,20.438,17.782,16.422,15.852,15.544,,,30.0569,estrella
194.803762,28.437253,17.331,15.773,15.237,15.084,15.036,,,28.5141,estrella
194.816472,28.499004,16.312,15.15,14.769,14.643,14.626,,,31.932,estrella
194.823412,28.348464,18.046,16.506,15.935,15.77,15.696,,,23.113,estrella
194.82557,28.534138,20.28,17.734,16.267,14.793,14.082,,,33.8899,estrella
194.827431,28.515976,21.932,19.074,17.592,16.521,15.968,,,32.8027,estrella
194.831189,28.417337,13.522,14.257,12.068,11.965,11.944,,,26.9858,estrella
194.83755,28.441477,19.153,17.485,16.803,16.445,16.314,0.02189,6567.0,28.32,galaxia
194.843928,28.352619,17.164,15.883,15.436,15.301,15.273,,,23.0562,estrella
194.846474,28.488598,17.413,16.247,15.796,15.546,15.4,0.02335,7005.0,30.9975,galaxia
194.850516,28.347201,18.619,17.199,16.504,16.067,15.83,0.06771,20313.000000000004,22.6558,galaxia
194.858943,28.287542,18.219,16.74,16.048,15.723,15.487,0.02668,8004.0,19.0785,galaxia
194.861724,28.40528,16.284,15.034,14.591,14.59,14.42,,,25.9357,estrella
194.867782,28.540169,19.779,17.962,17.244,16.992,16.832,-1.0E-5,-3.0000000000000004,33.8769,estrella
194.871081,28.352562,18.812,16.967,16.277,16.061,15.957,,,22.7362,estrella
194.871441,28.386098,19.734,18.06,17.449,17.244,17.186,,,24.7111,estrella
194.873708,28.464925,21.441,18.656,17.335,16.508,16.197,,,29.3623,estrella
194.874154,28.465228,20.423,18.024,16.65,16.199,15.856,,,29.3769,estrella
194.882909,28.304729,20.473,18.246,17.234,16.866,16.666,,,19.7999,estrella
194.890809,28.492942,17.44,15.657,14.971,14.728,14.612,,,30.918,estrella
194.89283,28.440538,20.414,17.822,16.511,15.966,15.657,,,27.7812,estrella
194.896689,28.368404,17.271,15.443,14.518,14.332,14.171,,,23.4602,estrella
194.904027,28.480646,19.562,18.024,17.288,16.871,16.841,0.14377,43131.0,30.1165,galaxia
194.913213,28.367753,17.433,16.004,15.46,15.279,15.207,,,23.3266,estrella
194.917401,28.421222,20.842,18.533,17.688,17.362,17.133,,,26.5066,estrella
194.917493,28.421819,19.613,17.735,17.025,16.807,16.732,,,26.542,estrella
194.922106,28.507195,17.544,15.964,15.253,14.916,14.834,0.02748,8244.0,31.6403,galaxia
194.925922,28.361652,16.774,15.689,15.322,15.204,15.188,,,22.9103,estrella
194.934428,28.348575,20.591,18.209,17.16,16.789,16.579,,,22.1028,estrella
194.935674,28.256526,18.809,18.444,17.701,17.367,17.208,0.0263,7890.0,16.5833,galaxia
194.936088,28.508321,21.758,18.695,17.27,16.626,16.261,,,31.6784,estrella
194.939214,28.259639,21.645,18.751,17.356,16.709,16.375,,,16.7607,estrella
194.940279,28.399439,18.632,16.778,16.058,15.806,15.687,,,25.1419,estrella
194.944099,28.274966,20.217,18.318,17.492,17.156,16.905,0.09096,27288.0,17.6708,galaxia
194.945073,28.336603,16.273,15.09,14.538,14.417,14.26,,,21.3669,estrella
194.94594,28.374573,18.978,17.903,17.501,17.35,17.308,,,23.6439,estrella
194.949681,28.331467,20.871,18.25,16.833,16.102,15.694,,,21.0554,estrella
194.957718,28.501655,14.965,13.837,13.466,13.441,13.326,,,31.267,estrella
194.970324,28.531792,21.897,18.97,17.738,17.173,16.88,,,33.087,estrella
194.975714,28.402506,19.809,16.223,15.941,16.322,16.225,,,25.3457,galaxia
194.976128,28.402482,15.68,14.847,16.032,18.069,13.721,,,25.3453,estrella
194.976212,28.401376,15.557,14.307,14.515,15.371,13.714,,,25.2793,estrella
194.976353,28.402491,16.79,15.963,15.673,15.661,17.039,,,25.3464,galaxia
194.977157,28.337941,18.038,16.169,15.397,15.076,14.898,,,21.4814,estrella
194.983304,28.422161,21.378,18.501,17.166,16.47,16.089,,,26.545,estrella
194.984552,28.528326,16.306,15.109,14.694,14.558,14.513,,,32.9087,estrella
195.007641,28.434816,18.731,17.149,16.417,15.971,15.827,0.02699,8097.0,27.4088,galaxia
195.013095,28.390278,18.795,17.855,17.561,17.46,17.448,,,24.7885,estrella
195.017063,28.414088,24.634,15.389,14.585,11.95,22.827,,,26.2322,galaxia
195.017191,28.41411,14.547,14.542,12.229,14.703,11.755,,,26.2344,estrella
195.017732,28.40171,16.487,14.029,12.624,11.923,11.643,,,25.5007,estrella
195.040389,28.414002,19.329,16.771,15.351,14.617,14.194,,,26.4149,estrella
195.041064,28.430344,17.414,16.47,16.127,16.0,15.974,-1.8E-4,-54.0,27.3868,estrella
195.051967,28.441815,18.148,16.375,15.663,15.409,15.285,,,28.1667,estrella
195.058084,28.468158,19.242,16.74,15.626,15.232,15.023,,,29.7797,estrella
195.059241,28.458066,19.496,18.448,17.71,17.454,17.453,0.0261,7830.000000000001,29.1969,galaxia
195.071936,28.394563,15.718,14.575,14.202,14.082,14.063,,,25.6255,estrella
195.075581,28.368744,21.006,18.801,17.446,16.779,16.433,,,24.178,estrella
195.082823,28.439228,20.19,18.518,17.725,17.361,17.616,0.02369,7107.0,28.3645,galaxia
195.082981,28.357393,17.606,15.168,13.764,12.66,12.08,,,23.6337,estrella
195.088908,28.296519,19.394,16.943,15.579,14.406,13.804,,,20.2773,estrella
195.092327,28.400726,17.097,16.837,16.442,15.945,15.885,0.09117,27351.0,26.2661,galaxia
195.118884,28.502819,17.361,16.986,17.018,17.015,17.032,0.64684,194052.0,32.5406,estrella
195.122312,28.455643,19.357,18.009,17.368,16.699,17.057,0.02412,7236.0,29.879,galaxia
195.123951,28.546013,19.276,18.214,17.762,17.605,17.583,,,35.1108,estrella
195.128197,28.346364,16.233,14.47,13.687,13.295,12.993,0.01987,5961.0,23.8265,galaxia
195.150421,28.319122,19.701,18.307,17.755,17.561,17.468,,,22.8436,estrella
195.152059,28.141797,17.938,15.546,14.475,14.079,13.817,,,14.3098,estrella
195.157699,28.20288,21.149,18.865,17.531,16.449,15.891,,,17.1882,estrella
195.157753,28.057967,16.618,15.422,14.966,14.677,14.424,0.02553,7659.0,11.802,galaxia
195.159285,28.055179,18.371,16.928,16.471,16.286,16.446,,,11.8124,galaxia
195.160575,28.016059,24.645,25.414,16.833,24.475,16.389,,,11.2056,galaxia
195.161501,28.014526,17.428,15.478,14.826,14.289,14.254,0.02535,7605.0,11.2368,galaxia
195.161672,28.0175,15.575,14.457,14.141,14.408,14.039,,,11.2793,estrella
195.170195,27.996604,17.307,15.355,14.566,14.175,13.846,0.02364,7092.0,11.5521,galaxia
195.171636,28.045119,19.836,17.999,17.262,16.918,16.678,0.02877,8631.0,12.2162,galaxia
195.172048,28.031008,16.146,14.944,14.562,14.443,14.418,,,11.9965,estrella
195.173408,28.014518,19.797,18.059,17.446,17.247,17.114,,,11.8576,estrella
195.177272,28.016018,33.463,16.556,16.947,16.333,15.001,,,12.0748,galaxia
195.177341,28.116306,20.698,18.001,17.389,17.071,17.314,,,14.4073,galaxia
195.178132,27.971262,16.65,14.8,13.988,13.576,13.304,0.02126,6378.0,11.9469,galaxia
195.183037,28.192228,20.158,18.883,17.713,17.261,16.925,0.18958,56874.0,17.5978,galaxia
195.185976,28.100636,17.914,16.188,15.42,15.045,14.766,0.02201,6602.999999999999,14.2911,galaxia
195.193371,28.161371,19.811,18.251,17.766,17.605,17.585,,,16.7259,estrella
195.197508,28.148275,15.345,14.465,13.939,13.947,12.276,,,16.4002,estrella
195.200026,28.167005,32.459,16.863,15.949,14.73,29.724,,,17.2131,galaxia
195.202695,28.090736,16.685,14.8,13.974,13.562,13.279,0.02324,6972.0,14.788,galaxia
195.202818,28.17933,32.043,16.271,16.283,14.789,30.374,,,17.8115,galaxia
195.203326,28.158343,15.656,14.05,13.323,12.899,12.777,0.01937,5810.999999999999,17.0161,galaxia
195.203445,28.001038,33.471,16.539,16.252,18.585,14.787,,,13.3301,galaxia
195.213151,28.047139,20.56,16.922,16.115,15.848,15.986,0.02116,6348.000000000001,14.3519,galaxia
195.213543,27.994535,33.712,16.904,16.452,32.037,14.906,,,13.8342,galaxia
195.214754,28.042873,16.584,14.561,13.736,13.31,13.063,,,14.365,galaxia
195.224008,27.968247,20.096,18.4,17.713,17.39,17.298,,,14.3839,galaxia
195.226118,28.220298,18.718,17.803,17.56,17.474,17.46,,,20.3961,estrella
195.226908,28.007634,15.88,13.988,13.222,12.801,12.48,0.01662,4986.0,14.6066,galaxia
195.22762,27.997589,27.437,19.388,17.698,17.132,16.931,,,14.5902,galaxia
195.230707,28.174797,32.452,17.484,17.466,15.187,30.788,,,18.764,galaxia
195.232026,27.967804,18.155,16.866,16.411,16.253,16.176,,,14.8096,estrella
195.233537,28.158705,30.553,17.589,17.395,15.632,29.565,,,18.3024,galaxia
195.234223,28.213379,20.205,18.028,16.545,15.259,14.577,,,20.4165,estrella
195.234324,28.201465,17.739,16.303,15.772,15.575,15.488,,,19.9389,estrella
195.25961,28.181757,17.766,16.536,16.105,15.972,15.928,,,20.2317,estrella
195.273563,28.02309,19.432,18.063,17.583,17.419,17.372,,,17.1772,estrella
195.273564,28.062057,19.323,17.954,17.419,17.158,16.977,0.02479,7437.0,17.6735,galaxia
195.273801,28.087912,21.057,18.609,17.463,17.007,16.734,,,18.1738,estrella
195.277213,28.247179,14.819,12.786,12.055,11.787,12.23,,,23.4617,estrella
195.280675,28.121567,19.786,18.27,17.656,17.289,17.201,0.15209,45627.0,19.3078,galaxia
195.283896,28.201069,15.532,14.42,14.696,13.949,13.926,,,21.9541,estrella
195.28931,28.033118,18.653,16.854,16.113,15.752,15.515,0.02343,7029.0,18.0968,galaxia
195.297698,28.151241,19.478,17.852,17.228,17.007,16.907,,,20.9308,estrella
195.306932,28.083123,19.261,17.863,17.156,16.793,16.652,0.01937,5810.999999999999,19.7332,galaxia
195.317367,28.165111,20.878,18.455,17.103,15.842,15.194,,,22.2461,estrella
195.323172,28.232881,16.494,14.892,14.307,14.102,14.018,,,24.7626,estrella
195.324347,28.097074,20.954,18.122,17.412,17.021,16.866,0.02682,8046.0,20.8756,galaxia
195.326873,28.172372,19.666,18.33,17.592,17.08,16.747,0.08518,25554.0,22.8992,galaxia
195.328724,28.137407,20.506,17.736,16.584,16.163,15.951,,,22.0115,estrella
195.329407,28.128138,19.163,17.482,16.798,16.441,16.216,0.02271,6813.0,21.8133,galaxia
195.334897,28.020553,19.179,17.819,17.325,17.149,17.057,,,20.3778,estrella
195.335078,28.117928,19.992,17.953,17.153,16.871,16.711,,,21.8506,estrella
195.340033,28.014038,18.092,15.6,14.49,14.118,13.917,,,20.6069,estrella
195.344804,28.089019,16.015,14.245,13.652,13.466,13.403,,,21.7506,estrella
195.344906,28.196036,17.31,15.561,14.816,14.439,14.209,0.02536,7608.0,24.4477,galaxia
195.350332,28.121954,18.467,17.316,16.917,16.778,16.708,,,22.6896,estrella
195.354423,28.034207,18.076,16.33,15.669,15.406,15.268,,,21.5113,estrella
195.359801,28.220779,19.751,18.377,17.358,16.933,16.635,0.1523,45690.0,25.9136,galaxia
195.363104,27.999196,18.302,16.481,15.677,15.274,14.967,0.02549,7647.0,21.7612,galaxia
195.363801,28.182137,19.891,18.214,17.143,16.693,16.328,0.16274,48822.0,24.8875,galaxia
195.372144,27.968602,19.624,17.668,16.941,16.669,16.545,,,22.2261,estrella
195.375811,28.032278,20.648,18.425,17.677,17.395,17.22,,,22.6162,estrella
195.385138,28.112688,21.464,18.864,17.525,16.728,16.27,,,24.222,estrella
195.388861,28.075686,17.079,15.517,14.97,14.768,14.683,,,23.784,estrella
195.391559,28.101587,18.463,17.376,17.023,16.917,16.847,,,24.3377,estrella
195.394554,28.170903,18.023,16.766,16.346,16.211,16.138,,,26.0204,estrella
195.395282,28.126671,15.92,14.242,13.692,13.523,13.472,,,25.0103,estrella
195.396838,28.146948,19.371,17.565,16.963,16.627,16.415,0.01759,5277.0,25.5361,galaxia
195.398472,27.977339,20.139,17.66,16.212,15.061,14.461,,,23.6095,estrella
195.403178,28.057782,20.139,18.319,17.363,16.957,16.645,0.09851,29553.0,24.2951,galaxia
195.405522,28.015768,19.954,18.113,17.32,17.007,16.757,0.02384,7152.0,24.0709,galaxia
195.412867,28.245877,19.249,17.483,16.854,16.577,16.343,0.02534,7602.0,29.0845,galaxia
195.418201,28.152155,20.295,18.475,17.722,17.399,17.216,,,26.6991,estrella
195.423045,28.211154,19.933,18.203,17.108,16.549,16.405,,,28.4716,galaxia
195.424759,28.041929,14.963,14.266,13.977,13.068,13.025,,,25.2639,estrella
195.433532,28.034495,19.617,18.264,17.761,17.587,17.484,,,25.6646,estrella
195.434066,28.214359,18.724,17.1,16.364,16.005,15.719,0.0261,7830.000000000001,29.0747,galaxia
195.434543,28.064685,16.346,14.755,14.179,13.984,13.893,,,26.0043,estrella
195.445639,28.018666,14.443,13.166,12.817,12.721,12.705,,,26.2029,estrella
195.445896,28.095001,17.116,15.044,14.247,13.856,13.594,0.01935,5805.0,26.9952,galaxia
195.451541,28.173416,17.689,15.927,15.32,15.135,15.063,,,28.8216,estrella
195.452787,28.155601,19.738,18.186,17.523,17.232,17.124,,,28.4726,estrella
195.453551,28.171948,18.584,16.938,16.235,15.876,15.785,0.02542,7626.000000000001,28.8841,galaxia
195.466007,28.139017,19.102,17.582,16.951,16.572,16.38,0.09621,28863.0,28.7825,galaxia
195.475492,28.193977,18.577,17.133,16.464,16.039,15.736,0.09614,28842.0,30.4821,galaxia
195.485509,28.10947,15.218,14.573,13.641,13.349,13.259,,,29.2447,estrella
195.489891,28.005836,16.121,14.343,13.483,13.032,12.721,0.02575,7725.0,28.4894,galaxia
195.49243,28.012619,16.197,14.962,14.536,14.389,14.347,,,28.6473,estrella
195.496729,28.103497,16.855,14.305,13.16,12.743,12.544,,,29.7279,estrella
195.499823,28.195362,14.936,13.648,13.22,13.075,13.033,,,31.689,estrella
195.508827,28.022222,13.886,12.382,11.871,11.698,11.641,,,29.5559,estrella
195.5109,28.238286,17.144,15.824,15.387,15.248,15.223,,,33.334,estrella
195.513256,28.090089,14.669,12.759,12.144,11.912,11.807,,,30.3943,estrella
195.516634,28.181631,20.477,18.245,17.277,16.945,16.777,,,32.1879,estrella
195.518386,28.011862,16.973,15.455,14.942,14.777,14.719,,,30.0166,estrella
195.533971,28.151026,19.556,18.187,17.549,17.207,17.027,0.01637,4911.0,32.4193,galaxia
195.534694,28.225321,16.454,29.3,17.609,17.448,16.358,,,34.1141,galaxia
195.537484,28.017492,17.749,15.688,14.896,14.628,14.5,,,31.048,estrella
195.542861,28.191818,18.441,16.203,15.385,15.035,14.91,0.01914,5742.0,33.7028,galaxia
195.546799,28.219853,15.824,29.378,16.169,15.895,15.767,,,34.5566,galaxia
