ra,dec,u,g,r,i,z,redshift,velocidad,distancia_arcmin,tipo
194.401131,28.233401,18.687,17.576,16.95,16.601,16.676,0.02275,6825.0,32.9082,galaxia
194.401851,28.077043,18.491,16.488,15.741,15.396,15.193,0.02249,6747.0,29.7545,galaxia
194.404966,28.040383,21.256,17.492,16.799,16.574,16.304,0.02145,6435.0,29.247,galaxia
194.407392,28.145787,21.12,18.177,17.149,16.743,16.452,0.15061,45183.0,30.5372,galaxia
194.437246,28.108412,17.945,16.832,16.44,16.321,16.311,,,28.3644,estrella
194.439036,28.134621,20.425,17.897,16.724,16.271,16.028,,,28.7366,estrella
194.441594,28.116912,18.277,17.112,16.7,16.569,16.541,,,28.285,estrella
194.444608,28.140785,18.655,16.697,15.984,15.655,15.356,0.02139,6417.0,28.5789,galaxia
194.448421,28.040735,18.505,17.403,17.029,16.921,16.903,,,26.9668,estrella
194.452787,28.180438,17.294,15.485,14.701,14.317,14.05,0.02411,7233.0,29.0651,galaxia
194.459317,28.170358,18.219,17.132,17.007,16.93,16.951,0.02308,6924.0,28.5047,galaxia
194.465695,28.092131,18.862,17.869,17.518,17.398,17.372,,,26.657,estrella
194.470381,28.239651,20.846,18.333,16.977,15.936,15.398,,,29.8966,estrella
194.473001,27.967851,19.769,17.638,16.686,16.317,16.139,,,25.4419,estrella
194.486341,28.133086,16.415,15.172,14.765,14.651,14.65,,,26.3453,estrella
194.486651,27.991752,17.888,17.143,16.98,16.976,16.824,0.01523,4569.0,24.7136,galaxia
194.488232,28.107822,17.518,15.299,14.383,15.206,13.936,,,25.765,estrella
194.490496,28.06178,16.845,15.804,15.327,15.072,14.957,0.02714,8142.0,24.9729,galaxia
194.492962,28.062351,23.239,17.59,16.89,16.585,17.101,,,24.8515,galaxia
194.49975,28.002525,15.974,14.159,13.525,13.331,13.257,,,24.0454,estrella
194.511941,27.978349,19.084,17.727,17.01,16.655,16.426,0.0219,6570.0,23.3663,galaxia
194.513035,27.970543,17.43,16.212,15.43,15.044,14.749,0.06863,20589.0,23.3166,galaxia
194.52229,28.010928,18.74,17.877,17.564,17.271,17.215,0.06898,20694.0,22.8868,galaxia
194.523282,28.242591,15.43,14.281,13.641,13.285,13.032,0.02399,7197.0,27.6434,galaxia
194.539735,28.18497,19.547,18.098,17.607,17.262,17.08,0.04415,13245.0,25.0763,galaxia
194.543654,28.098119,18.815,17.541,16.953,16.712,16.593,,,22.7925,estrella
194.543721,28.084136,15.281,14.095,13.711,13.585,13.566,,,22.5449,estrella
194.557508,28.182545,16.922,15.448,14.738,14.353,14.128,0.02395,7185.0,24.187,galaxia
194.558485,28.236192,19.266,16.952,15.982,15.646,15.472,,,25.9039,estrella
194.560659,28.172466,19.705,18.229,17.675,17.491,17.466,,,23.7446,estrella
194.562537,28.177195,19.458,17.926,17.379,17.201,17.107,,,23.7967,estrella
194.562693,28.125907,17.356,15.55,14.739,14.364,14.076,,,22.4277,galaxia
194.563082,28.169427,20.38,18.081,16.653,15.616,15.053,,,23.5444,estrella
194.568339,28.254058,18.972,17.646,17.183,17.034,16.969,,,26.1433,estrella
194.204705,27.955613,20.412,17.789,16.414,15.8,15.471,,,39.6778,estrella
194.205445,27.926473,18.207,16.972,16.515,16.361,16.306,,,39.7484,estrella
194.221408,27.929497,17.785,16.005,15.2,14.778,14.498,0.02041,6123.0,38.89,galaxia
194.232177,27.814552,19.011,17.992,17.677,17.59,17.566,,,39.4952,estrella
194.259948,27.811577,19.181,17.804,17.25,17.036,16.949,,,38.1196,estrella
194.26305,27.917448,19.381,17.705,17.058,16.819,16.735,,,36.7597,estrella
194.263972,27.779096,19.853,17.955,17.507,17.009,17.316,0.08411,25233.0,38.4861,galaxia
194.266754,27.855092,19.689,17.418,15.902,14.244,13.343,,,37.1491,estrella
194.267666,27.73004,18.582,16.675,15.961,15.65,15.552,0.02964,8892.0,39.336,galaxia
194.268936,27.773011,17.756,16.359,15.688,15.321,15.077,0.02513,7539.0,38.3542,galaxia
194.273964,27.931581,19.765,17.463,16.485,16.124,15.945,,,36.1032,estrella
194.281311,27.89948,16.742,15.383,14.907,14.746,14.552,,,35.9301,estrella
194.299489,27.780954,17.961,16.849,16.48,16.364,16.368,,,36.6657,estrella
194.303761,27.772868,15.848,14.782,14.443,14.33,14.308,,,36.6151,estrella
194.313779,27.729827,19.126,18.209,17.512,17.259,17.476,0.01922,5766.0,37.0924,galaxia
194.322801,27.858915,19.66,17.156,15.813,15.202,14.873,,,34.1943,estrella
194.324192,27.810922,17.477,16.021,15.472,15.207,15.064,0.02383,7149.0,34.8589,galaxia
194.326051,27.747358,18.611,17.327,16.786,16.45,16.189,0.02288,6864.0,36.0751,galaxia
194.334513,27.928969,18.288,17.047,16.541,16.346,16.266,,,32.9206,estrella
194.336195,27.715319,18.797,17.572,17.062,16.867,16.782,,,36.383,estrella
194.336991,27.767935,17.341,19.066,17.667,30.638,16.578,,,35.0703,galaxia
194.338341,27.858469,18.934,17.401,16.541,16.136,15.776,0.08448,25344.0,33.3958,galaxia
194.340586,27.880429,17.592,16.131,15.483,15.165,14.914,0.02481,7443.0,33.0115,galaxia
194.347771,27.766278,17.237,15.716,14.934,14.575,14.301,0.03044,9132.0,34.5754,galaxia
194.360554,27.693795,16.721,15.281,14.859,14.592,14.539,,,35.8301,estrella
194.367264,27.700766,19.437,17.62,16.92,16.551,16.396,0.02155,6465.0,35.3167,galaxia
194.368463,27.676771,17.295,15.677,15.071,14.877,14.811,,,35.9714,estrella
194.370143,27.750336,21.112,18.813,17.65,17.179,16.908,,,33.8578,estrella
194.385705,27.756814,14.341,13.146,12.73,12.605,12.572,,,32.9448,estrella
194.385836,27.821937,18.1,16.951,16.582,16.449,16.439,,,31.5398,estrella
194.388895,27.681909,20.354,17.793,16.591,16.153,15.947,,,34.8811,estrella
194.396891,27.899712,15.303,13.976,13.533,13.396,13.361,,,29.8693,estrella
194.39765,27.780109,18.787,16.421,15.431,15.109,14.948,,,31.81,estrella
194.39866,27.723988,21.02,18.632,17.154,15.987,15.37,,,33.1889,estrella
194.401534,27.748126,17.663,16.6,16.238,16.131,16.12,,,32.4019,estrella
194.40876,27.749029,18.178,17.042,16.566,16.259,16.092,0.08565,25695.0,32.0327,galaxia
194.424703,27.728661,17.66,16.798,16.5,16.401,16.408,,,31.8368,estrella
194.427638,27.796225,19.505,17.702,17.107,16.814,16.654,0.08525,25575.000000000004,29.9716,galaxia
194.436896,27.685094,18.456,17.505,17.174,17.066,17.059,,,32.6175,estrella
194.43876,27.905977,19.088,18.038,17.525,17.251,17.196,0.02702,8106.0,27.6176,galaxia
194.442322,27.757028,17.111,15.542,14.803,14.44,14.185,0.02045,6135.0,30.2214,galaxia
194.447097,27.833309,17.474,15.742,14.96,14.559,14.328,0.02019,6057.0,28.2375,galaxia
194.449426,27.769443,18.521,17.019,16.313,15.975,15.739,0.01928,5784.0,29.556,galaxia
194.449859,27.726541,18.843,17.406,16.672,16.261,16.008,0.0699,20970.0,30.732,galaxia
194.450278,27.883057,16.701,15.17,14.405,14.014,13.743,0.01953,5859.0,27.2796,galaxia
194.451432,27.721151,18.078,16.532,15.967,15.793,15.739,,,30.8221,estrella
194.458821,27.727514,17.621,16.212,15.707,15.549,15.503,,,30.2906,estrella
194.459207,27.740118,17.736,16.801,16.538,16.453,16.471,,,29.8995,estrella
194.460981,27.879485,17.678,16.034,15.241,14.845,14.57,0.02317,6951.0,26.7739,galaxia
194.461507,27.774456,18.483,17.372,16.964,16.842,16.795,,,28.8477,estrella
194.462009,27.841879,18.338,16.951,16.434,16.246,16.19,,,27.3257,estrella
194.462155,27.846002,20.553,18.809,17.512,17.03,16.717,0.19047,57141.0,27.2435,galaxia
194.467957,27.739634,19.882,18.445,17.747,17.401,17.265,0.0231,6930.0,29.508,galaxia
194.471376,27.707306,18.677,17.459,16.719,16.379,16.267,0.02151,6453.0,30.3556,galaxia
194.479106,27.730066,16.434,15.213,14.782,14.634,14.587,,,29.2853,estrella
194.488521,27.809298,19.717,17.762,16.789,16.399,16.051,0.11237,33711.0,26.6839,galaxia
194.490536,27.694334,21.195,18.625,17.173,16.172,15.646,,,29.9459,estrella
194.492376,27.762346,17.708,16.574,16.172,16.044,16.021,,,27.7145,estrella
194.49536,27.756918,19.887,17.887,17.057,16.778,16.63,,,27.7318,estrella
194.497797,27.919112,17.378,15.576,14.905,14.646,14.521,,,24.4021,estrella
194.502862,27.803306,20.399,18.238,17.245,16.84,16.49,0.11204,33612.0,26.1286,galaxia
194.507132,27.853559,18.502,16.985,16.237,15.881,15.667,0.01898,5694.0,24.8324,galaxia
194.507811,27.78561,20.618,18.513,17.697,17.438,17.291,,,26.3448,estrella
194.509301,27.832695,18.562,17.609,17.351,17.267,17.227,,,25.1391,estrella
194.51012,27.850469,19.345,17.499,16.636,16.228,15.938,0.06555,19665.0,24.7398,galaxia
194.514624,27.814948,17.306,15.625,14.808,14.383,14.178,0.02377,7131.0,25.2763,galaxia
194.514658,27.682448,19.272,17.415,16.618,16.244,15.954,0.02413,7239.0,29.337,galaxia
194.523795,27.746285,18.187,17.299,17.046,16.953,16.956,,,26.7525,estrella
194.546304,27.860264,19.752,18.339,17.579,17.196,16.904,0.02336,7008.0,22.7331,galaxia
194.54763,27.939948,18.533,16.957,16.214,15.862,15.645,0.02838,8514.0,21.6165,galaxia
194.548548,27.893662,19.976,18.556,17.765,17.368,17.219,0.01915,5745.0,22.0596,galaxia
194.556044,27.793716,18.859,17.163,16.515,16.297,16.191,,,23.8464,estrella
194.561332,27.933122,17.236,14.633,16.147,13.14,12.892,,,20.9475,estrella
194.561655,27.869016,21.065,18.666,17.36,16.873,16.642,,,21.7952,estrella
194.561962,27.933351,19.74,18.063,13.538,15.374,15.329,,,20.9125,galaxia
194.56841,27.827027,18.931,17.108,16.187,15.698,15.435,0.08537,25611.0,22.3725,galaxia
194.568853,27.802552,19.272,17.999,17.215,16.904,16.623,0.01899,5697.0,22.9973,galaxia
195.153037,28.520519,31.431,20.473,17.617,33.659,31.196,,,34.0806,galaxia
195.153333,28.304818,16.146,14.748,14.258,14.112,14.078,,,22.1575,estrella
195.157709,28.458847,20.416,17.772,16.718,16.366,16.169,,,30.672,estrella
195.164968,28.47215,14.13,13.787,12.746,12.665,12.678,,,31.5541,estrella
195.169506,28.519893,19.537,16.191,15.903,15.911,16.939,,,34.3253,galaxia
195.171933,28.455008,19.864,18.397,17.551,17.128,16.823,0.14457,43371.0,30.732,galaxia
195.178156,28.510423,19.396,31.616,16.77,15.103,17.096,,,33.948,galaxia
195.178356,28.302926,18.464,17.352,16.75,16.396,16.155,0.09644,28932.0,22.724,galaxia
195.179649,28.461538,15.001,13.829,13.552,13.396,13.344,,,31.2493,estrella
195.182795,28.416333,18.598,17.068,16.331,15.979,15.752,0.02093,6279.0,28.8341,galaxia
195.184284,28.337265,17.014,15.363,14.614,14.24,13.947,0.02641,7923.0,24.6549,galaxia
195.191988,28.53835,18.906,16.545,15.582,15.261,15.099,,,35.7731,estrella
195.193153,28.402359,20.751,18.049,16.589,15.576,15.031,,,28.3179,estrella
195.19894,28.406146,18.804,17.621,17.204,16.892,16.874,0.06196,18588.0,28.6587,galaxia
195.202016,28.487426,19.945,17.78,16.909,16.609,16.453,,,33.1405,estrella
195.202404,28.414317,19.835,17.949,16.905,16.46,16.098,0.14366,43098.0,29.1785,galaxia
195.202772,28.384638,17.654,16.524,16.138,16.019,15.997,,,27.6121,estrella
195.215176,28.314328,18.092,16.395,15.68,15.4,15.268,,,24.3631,estrella
195.216636,28.314781,19.76,17.575,17.255,16.915,16.822,,,24.4294,galaxia
195.217014,28.366127,16.197,14.491,13.705,13.321,13.035,0.02548,7644.0,27.0243,galaxia
195.220001,28.349371,18.314,16.583,15.892,15.656,15.538,,,26.2541,estrella
195.225931,28.362172,17.43,16.533,16.292,16.213,16.201,,,27.0702,estrella
195.227125,28.308509,16.428,15.485,15.152,15.041,15.027,,,24.4469,estrella
195.237898,28.466353,17.114,15.68,15.179,14.998,14.925,,,32.8113,estrella
195.240307,28.338549,16.213,14.944,14.503,14.372,14.377,,,26.3151,estrella
195.242798,28.36132,19.816,18.123,17.333,16.864,16.514,0.14357,43071.0,27.514,galaxia
195.243781,28.393121,20.24,18.59,17.755,17.37,17.196,0.09116,27348.0,29.1439,galaxia
195.247489,28.472777,17.583,16.005,15.426,15.233,15.163,,,33.3874,estrella
195.253605,28.32909,17.507,17.385,17.15,17.07,17.076,1.36043,408129.0,26.2742,estrella
195.254926,28.338929,17.321,16.179,15.806,15.694,15.674,,,26.7876,estrella
195.269692,28.373063,21.444,18.995,17.629,17.016,16.685,,,28.902,estrella
195.273647,28.376221,18.145,16.91,16.376,16.164,16.067,,,29.1775,estrella
195.277552,28.294846,18.305,16.801,16.259,16.084,16.01,,,25.5073,estrella
195.284546,28.399111,21.354,18.725,17.252,16.185,15.593,,,30.6308,estrella
195.287645,28.359782,17.106,15.775,15.09,14.742,14.505,0.02301,6903.0,28.8302,galaxia
195.291677,28.412117,18.303,17.226,16.885,16.779,16.743,,,31.4862,estrella
195.297447,28.337904,20.588,18.579,17.564,17.15,16.79,0.22208,66624.0,28.1401,galaxia
195.299355,28.366276,21.424,18.916,17.394,16.315,15.734,,,29.5188,estrella
195.306109,28.483473,16.944,15.308,14.747,14.573,14.51,,,35.4841,estrella
195.312319,28.521755,18.529,17.504,17.134,16.993,16.983,0.02813,8439.0,37.6198,galaxia
195.315657,28.277306,16.287,15.184,14.817,14.703,14.692,,,26.1805,estrella
195.332472,28.4455,17.768,15.749,15.025,14.765,14.628,,,34.3647,estrella
195.345871,28.352655,20.759,18.164,17.031,16.628,16.395,,,30.5036,estrella
195.357463,28.380156,21.425,18.853,17.429,16.386,15.823,,,32.1344,estrella
195.358206,28.495998,19.044,17.63,17.078,16.875,16.769,,,37.6218,estrella
195.361207,28.435894,18.951,17.229,16.481,16.177,15.988,0.01922,5766.0,34.82,galaxia
195.371607,28.516019,19.502,17.963,17.145,16.759,16.509,0.06855,20565.0,39.0116,galaxia
195.373217,28.338258,19.009,17.854,17.401,17.242,17.159,,,30.902,estrella
195.395426,28.274694,18.574,17.696,17.363,17.245,17.193,,,29.321,estrella
195.398235,28.48617,18.619,17.055,16.429,16.199,16.086,,,38.3987,estrella
195.399268,28.363081,21.18,18.721,17.418,16.892,16.604,,,32.9261,estrella
195.400669,28.323633,17.366,14.839,14.791,12.996,12.7,,,31.3814,estrella
195.401833,28.494592,19.832,18.374,17.749,17.482,17.307,,,38.9143,estrella
195.406428,28.316753,21.478,19.037,17.571,16.588,16.082,,,31.3454,estrella
195.409166,28.369892,13.979,12.624,12.289,12.172,12.15,,,33.5859,estrella
195.410542,28.411568,19.931,17.243,15.677,14.491,13.844,,,35.4172,estrella
195.410768,28.412156,22.151,18.884,17.315,15.894,15.12,,,35.4511,estrella
195.430341,28.297787,19.254,18.03,17.385,17.061,16.886,0.02566,7698.0,31.6281,galaxia
195.447124,28.413052,19.074,18.078,17.723,17.583,17.51,,,36.8286,estrella
195.448451,28.468184,17.797,16.297,15.737,15.538,15.464,,,39.272,estrella
195.448762,28.427171,19.087,17.856,17.409,17.236,17.157,,,37.4897,estrella
195.471431,28.417507,20.478,18.799,17.482,17.054,16.901,0.2223,66690.0,37.9354,galaxia
195.483418,28.28893,18.999,17.944,17.496,17.267,17.059,,,33.6186,galaxia
195.485726,28.388659,19.041,17.918,17.228,16.866,16.657,0.16252,48756.0,37.3305,galaxia
195.491178,28.303286,19.879,18.368,17.457,17.058,16.734,0.16199,48597.0,34.4374,galaxia
195.496838,28.325018,19.073,17.603,17.081,16.911,16.856,,,35.4275,estrella
195.510979,28.302855,18.085,16.261,15.576,15.344,15.24,,,35.2945,estrella
195.513206,28.419821,16.986,15.239,14.597,14.391,14.308,,,39.6533,estrella
195.526752,28.394857,18.41,17.48,17.153,15.54,29.512,,,39.2282,galaxia
195.527034,28.398824,18.961,17.82,17.155,15.657,29.399,,,39.3905,galaxia
195.536084,28.387108,16.702,15.005,14.186,13.761,13.465,0.02527,7581.0,39.3219,galaxia
195.541836,28.367858,32.195,17.853,17.275,15.329,28.567,,,38.8617,galaxia
195.544503,28.345918,16.473,17.492,17.664,28.123,16.23,,,38.2072,galaxia
195.546257,28.376171,31.945,19.105,16.775,14.844,28.098,,,39.3473,galaxia
195.559644,28.352645,17.035,15.714,15.031,14.672,14.421,0.02885,8655.0,39.0942,galaxia
195.58411,28.314234,17.996,16.523,16.015,15.851,15.792,,,38.9345,estrella
195.590368,28.264577,15.681,17.333,17.197,17.76,15.251,,,37.7919,galaxia
195.592616,28.320906,15.396,14.303,13.671,15.075,13.468,,,39.5256,estrella
195.605312,28.266453,15.954,14.734,14.315,14.166,14.138,,,38.549,estrella
195.628793,28.262508,18.166,16.938,16.537,16.412,16.369,,,39.5644,estrella
195.157187,27.555412,15.22,13.723,13.226,13.853,13.027,,,27.7182,estrella
195.163068,27.384146,20.752,18.544,17.357,16.885,16.626,,,37.4861,estrella
195.163274,27.663397,16.337,15.063,15.536,14.525,14.493,,,22.0618,estrella
195.174617,27.647536,19.454,18.212,17.674,17.469,17.325,,,23.1876,estrella
195.177387,27.534681,21.696,19.079,17.69,16.829,16.371,,,29.2872,estrella
195.204405,27.485356,17.523,16.613,16.359,16.282,16.28,,,32.5758,estrella
195.207488,27.439711,19.682,17.767,16.975,16.702,16.582,,,35.1554,estrella
195.208009,27.405782,16.25,14.754,14.063,13.698,13.399,0.02198,6594.0,37.0537,galaxia
195.21694,27.621651,17.701,16.452,15.99,15.812,15.741,,,25.6921,estrella
195.222673,27.447745,17.182,14.764,13.706,13.347,13.163,,,35.0328,estrella
195.223116,27.528821,17.883,16.847,16.431,16.296,16.265,,,30.6669,estrella
195.224953,27.413787,15.001,14.884,13.357,13.232,13.213,,,36.9496,estrella
195.243238,27.652088,17.447,15.81,15.115,14.762,14.535,0.01737,5211.0,25.0153,galaxia
195.24336,27.661895,16.582,19.962,17.585,31.876,29.009,,,24.558,galaxia
195.255565,27.520426,19.525,18.121,17.446,17.106,16.843,0.0,0.0,31.9444,galaxia
195.256854,27.622251,15.297,14.05,13.625,13.49,13.451,,,26.8773,estrella
195.258108,27.587298,17.498,16.21,15.74,15.56,15.49,,,28.6216,estrella
195.268108,27.51596,14.26,12.713,12.163,11.939,11.895,,,32.5142,estrella
195.271315,27.510591,17.057,15.671,15.08,15.91,14.761,,,32.8782,estrella
195.272431,27.412993,18.779,17.632,17.224,17.086,17.056,,,38.0497,estrella
195.2758,27.397826,18.093,16.6,15.924,15.586,15.337,0.02706,8118.0,38.9453,galaxia
195.277226,27.585122,18.139,15.119,13.884,14.022,13.07,,,29.3137,estrella
195.289483,27.670191,20.503,18.08,16.784,16.237,15.928,,,25.8015,estrella
195.294365,27.559944,20.412,17.815,16.383,15.703,15.358,,,31.0723,estrella
195.297143,27.536182,18.661,17.721,17.403,17.278,17.247,,,32.3252,estrella
195.301202,27.604476,17.812,16.171,15.424,15.049,14.802,0.02519,7557.0,29.1705,galaxia
195.301409,27.444126,20.446,18.011,16.534,15.319,14.675,,,37.1292,estrella
195.302694,27.537129,17.89,16.504,16.023,15.866,15.825,,,32.4461,estrella
195.313343,27.669224,18.611,17.063,16.341,16.004,15.752,0.02356,7068.0,26.7341,galaxia
195.31608,27.506688,19.597,17.058,15.787,15.281,15.01,,,34.3552,estrella
195.328899,27.532294,16.757,15.274,14.748,14.581,14.539,,,33.4948,estrella
195.332761,27.482647,18.715,17.783,17.444,17.308,17.254,,,36.0475,estrella
195.338822,27.501379,20.452,17.934,16.897,16.474,16.227,,,35.3066,estrella
195.353431,27.602929,18.038,16.182,15.544,15.354,15.282,,,31.0693,estrella
195.36076,27.643656,19.047,17.882,17.213,16.833,16.607,0.06824,20472.0,29.6151,galaxia
195.367821,27.634288,19.284,18.137,17.713,17.553,17.464,,,30.2737,estrella
195.389299,27.614384,21.631,18.955,17.401,16.193,15.521,,,31.924,estrella
195.396751,27.506486,18.999,17.741,17.343,17.188,17.154,,,36.9398,estrella
195.398187,27.504171,16.976,15.178,14.528,15.831,14.241,,,37.0956,estrella
195.399131,27.623443,14.655,12.932,12.284,12.097,12.128,,,31.9367,estrella
195.40198,27.624656,21.9,20.211,16.874,16.573,27.109,,,32.0003,galaxia
195.403655,27.599162,14.755,12.63,11.795,11.515,11.502,,,33.1069,estrella
195.408072,27.591183,19.681,17.631,16.676,16.242,15.945,0.12703,38109.0,33.6084,galaxia
195.415692,27.579112,18.154,17.069,16.715,16.602,16.577,,,34.4044,estrella
195.418947,27.548932,19.881,18.217,17.513,17.297,17.231,0.02168,6504.0,35.8171,galaxia
195.419029,27.490287,14.979,13.224,12.611,12.423,12.35,,,38.4453,estrella
195.419277,27.570396,19.337,16.752,15.423,14.863,14.562,,,34.9079,estrella
195.432834,27.530426,16.714,15.559,15.092,15.992,14.796,,,37.1314,estrella
195.446831,27.621792,19.413,17.683,16.937,16.628,16.706,0.02598,7794.0,33.9196,galaxia
195.451563,27.603962,17.806,16.164,15.405,15.039,14.836,0.02745,8235.0,34.8006,galaxia
195.461471,27.673193,17.155,16.02,15.656,15.531,15.516,,,32.6844,estrella
195.466883,27.636194,18.993,17.929,17.656,17.443,17.397,,,34.2186,galaxia
195.470161,27.568261,15.722,13.897,13.234,13.028,12.938,,,36.9588,estrella
195.473274,27.600999,20.093,18.485,17.74,17.363,17.092,0.15955,47865.0,35.798,galaxia
195.473879,27.624446,15.542,13.67,12.851,12.423,12.153,0.02621,7863.0,34.943,galaxia
195.474644,27.640034,18.447,17.105,16.565,16.329,16.22,,,34.4101,estrella
195.497889,27.531602,18.657,17.159,16.577,16.253,16.248,0.06687,20061.0,39.5335,galaxia
195.499264,27.528303,21.223,18.718,17.538,17.105,16.912,,,39.7222,estrella
195.504322,27.652969,17.556,15.92,15.192,14.839,14.588,0.02365,7095.0,35.2497,galaxia
195.508773,27.565594,16.077,14.942,14.689,14.497,14.486,,,38.6094,estrella
195.532831,27.648298,16.251,14.952,14.39,14.115,13.904,0.02301,6903.0,36.6675,galaxia
195.535114,27.636959,16.741,17.351,17.108,31.725,15.477,,,37.1438,galaxia
195.539032,27.589357,19.214,17.827,17.151,16.865,16.707,0.02153,6459.0,38.973,galaxia
195.539562,27.633596,19.317,17.6,16.934,16.701,16.571,,,37.4526,estrella
195.539905,27.640139,16.708,17.224,16.961,31.818,15.436,,,37.2502,galaxia
195.544279,27.570803,19.311,16.715,15.286,14.302,13.78,,,39.8744,estrella
195.571064,27.616962,18.804,17.71,17.352,17.238,17.202,,,39.3993,estrella
194.723019,28.57329,18.296,16.237,15.476,15.239,15.137,,,37.5815,estrella
194.744759,28.6003,14.77,13.465,12.935,12.798,12.777,,,38.7769,estrella
194.783584,28.558105,17.809,15.181,14.25,13.135,12.771,,,35.7896,estrella
194.784376,28.596762,19.506,17.097,16.137,15.766,15.713,,,38.0296,estrella
194.784383,28.558784,17.811,16.7,16.256,16.101,17.055,,,35.8185,estrella
194.816313,28.560395,17.549,15.632,14.944,14.726,14.639,,,35.5313,estrella
194.824699,28.624001,18.633,17.282,16.763,16.475,16.375,0.0347,10410.0,39.1964,galaxia
194.825879,28.548036,17.966,17.044,16.755,16.636,16.611,,,34.7044,estrella
194.847913,28.591084,16.215,14.971,14.518,14.398,14.358,,,37.0494,estrella
194.856752,28.555336,18.964,17.675,17.134,16.974,16.94,-3.7E-4,-111.0,34.8592,estrella
194.877027,28.559197,19.012,17.781,17.319,17.159,17.078,-2.1E-4,-63.0,34.9493,estrella
194.895921,28.635969,15.372,13.509,12.729,14.109,12.316,,,39.4399,estrella
194.89863,28.551365,17.51,15.816,15.045,14.667,14.397,0.0253,7590.0,34.3685,galaxia
194.916887,28.633825,18.905,17.873,17.576,17.316,17.72,,,39.2423,galaxia
194.917201,28.630802,16.57,15.714,15.458,15.322,15.305,0.01784,5352.000000000001,39.0604,galaxia
194.945711,28.621988,17.031,18.516,17.716,32.251,16.114,,,38.4878,galaxia
194.955171,28.596233,14.941,12.812,11.922,11.654,11.514,,,36.9408,estrella
194.956293,28.638284,15.774,28.306,17.288,32.915,15.237,,,39.4641,galaxia
194.956328,28.633725,15.765,22.557,17.115,32.931,15.042,,,39.1906,galaxia
194.973721,28.632739,29.12,16.229,14.791,13.363,27.217,,,39.1464,galaxia
194.974704,28.629018,28.265,16.143,15.76,14.346,26.717,,,38.9248,estrella
194.977572,28.633385,24.634,25.114,17.372,15.74,22.827,,,39.1914,galaxia
194.980971,28.629172,24.634,25.114,17.509,16.03,22.842,,,38.9452,galaxia
195.018295,28.603482,17.397,16.135,15.409,15.075,14.836,0.02274,6822.0,37.5349,galaxia
195.027096,28.578137,18.166,16.609,16.002,15.779,15.667,,,36.0685,estrella
195.037164,28.613676,19.027,17.482,16.835,16.596,16.479,,,38.2471,estrella
195.065276,28.604893,19.173,17.991,16.712,16.216,15.985,0.17906,53718.0,37.9277,galaxia
195.072003,28.619109,20.635,18.096,16.875,16.407,16.143,,,38.8263,estrella
195.084836,28.636674,20.713,17.236,16.37,16.3,27.398,,,39.9791,galaxia
195.094589,28.574475,18.416,17.113,16.363,16.167,15.95,0.02159,6477.000000000001,36.413,galaxia
195.115485,28.590865,17.177,15.879,15.423,15.264,15.214,,,37.6124,estrella
195.118937,28.613394,18.1,15.999,15.253,15.042,14.956,,,38.9701,estrella
195.151452,28.595517,16.869,15.424,14.919,14.769,14.729,,,38.3597,estrella
194.644997,27.378669,20.26,17.987,16.998,16.659,16.482,,,39.6464,estrella
194.750199,27.357888,18.81,16.853,16.126,15.914,15.808,,,38.882,estrella
194.769716,27.356423,19.737,17.356,16.185,15.729,15.485,,,38.6926,estrella
194.77512,27.355261,18.53,17.371,16.938,16.827,16.8,,,38.689,estrella
194.785835,27.367136,20.027,18.376,17.45,17.018,16.631,0.13948,41844.0,37.8608,galaxia
194.810219,27.376696,20.599,18.248,16.793,15.306,14.517,,,37.0164,estrella
194.858471,27.356325,15.322,15.184,15.612,15.92,16.191,,,37.7886,estrella
194.905631,27.336047,18.629,17.045,16.349,16.016,15.771,0.02326,6978.0,38.7521,galaxia
194.906115,27.341788,18.755,17.775,17.487,17.398,17.42,,,38.4067,estrella
194.921206,27.380909,16.556,15.146,14.705,15.901,14.544,,,36.0182,estrella
194.947994,27.336087,20.893,18.694,17.623,17.185,16.953,,,38.669,estrella
194.962215,27.381559,19.259,18.046,17.604,17.463,17.388,,,35.9432,estrella
195.033441,27.364883,16.989,15.507,15.059,14.944,14.759,,,37.1873,estrella
195.038666,27.336097,20.369,17.841,16.742,16.353,16.147,,,38.9351,estrella
195.079746,27.329066,17.176,16.22,15.918,15.824,15.809,2.7E-4,81.0,39.6663,estrella
195.083383,27.378297,16.256,14.786,14.308,14.007,13.921,,,36.7944,estrella
195.085351,27.370609,19.708,17.366,15.934,15.139,14.695,,,37.2672,estrella
195.093366,27.339137,16.554,15.32,14.916,14.787,14.761,,,39.2022,estrella
195.121706,27.333216,18.579,16.864,16.504,16.428,16.228,1.33693,401079.0,39.8627,galaxia
195.125447,27.361563,20.462,18.352,17.404,17.045,16.82,,,38.2543,estrella
194.281797,28.259994,18.9,17.93,17.3,16.925,16.642,0.15423,46269.0,39.2727,galaxia
194.31296,28.282131,18.045,16.664,16.147,15.964,15.888,,,38.3928,estrella
194.32911,28.323231,19.1,17.864,17.415,17.267,17.178,,,38.8815,estrella
194.388831,28.293564,17.684,16.502,16.084,15.914,15.862,,,35.2626,estrella
194.389281,28.267786,20.376,17.949,16.842,16.406,16.174,,,34.4462,estrella
194.413934,28.301349,15.949,14.38,13.84,13.67,13.613,,,34.404,estrella
194.420447,28.407966,19.825,17.285,16.167,15.775,15.575,,,38.0853,estrella
